"rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat","sp_id","q_rt_standard","slope","raw","flag_rhat","flag_neff","common_name"
"a",-0.180146240494765,0.00122133019112875,0.0785781487770178,-0.334390785152756,-0.233407430332816,-0.180129182829953,-0.126891016745295,-0.0259482839081786,4139.40004667828,1.00120665283823,NA,NA,NA,NA,FALSE,FALSE,NA
"sig_sp",0.491415955871046,0.000691283635393201,0.0493285405542183,0.404591418144511,0.456841181359546,0.487987960861703,0.522009307832109,0.597916534863519,5091.94824662735,1.00134916772363,NA,NA,NA,NA,FALSE,FALSE,NA
"b_landcover",-1.40962277242623,0.00358636852189476,0.559450304861926,-2.50302803845334,-1.78776351864824,-1.41050712818662,-1.0329079276714,-0.314988981215595,24333.9830765251,1.00006425759475,NA,NA,"landcover, dev+barren",NA,FALSE,FALSE,NA
"sig_lcc",0.441722923857799,0.00289202711591519,0.3292644223011,0.017735850226226,0.178704368526481,0.375372181203861,0.634393636610753,1.21399022269313,12962.3842831852,1.00027685473247,NA,NA,NA,NA,FALSE,FALSE,NA
"kappa_forest",0.23848527579533,0.0041544617138762,0.549333149533984,-0.84065043953998,-0.127827952911373,0.240474822797989,0.609032473065479,1.29962925087811,17484.0521276523,1.00001870126225,NA,NA,NA,NA,FALSE,FALSE,NA
"kappa_uai",-0.357445383824114,0.00422139817119104,0.543930665498625,-1.43142407028151,-0.725090412269399,-0.35630324087919,0.00570045672234483,0.709450008228302,16602.5368422231,1.00019832482447,NA,NA,NA,NA,FALSE,FALSE,NA
"c_obs",0.179909043618338,0.000359601889058022,0.0531300813231867,0.0763088591002677,0.144269868158655,0.179896128052195,0.216100576323153,0.284089800069889,21829.1604130914,0.999970587623346,NA,NA,NA,NA,FALSE,FALSE,NA
"sigma",2.00663276632909,0.0000934766432084614,0.0157505713456526,1.97553142340468,1.99601571851709,2.0066814120144,2.01732958857459,2.03753320170585,28391.3738222593,1.00007692023375,NA,NA,NA,NA,FALSE,FALSE,NA
"a_sp[1]",0.374168249354916,0.00151332876148345,0.187363237560675,0.0125872020294158,0.248121719089687,0.374383500675533,0.498643840741503,0.744038351695837,15328.5894389347,1.00008287662926,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_sp[2]",-0.846516087368761,0.00147922377095488,0.181936999023756,-1.20402982700507,-0.969596895558455,-0.845677794756592,-0.722330492227921,-0.491251906139324,15127.7486251463,1.00024558078114,2,NA,NA,NA,FALSE,FALSE,"American Crow"
"a_sp[3]",-0.235987341198057,0.0014318659211946,0.182363837529165,-0.596628561800114,-0.358049153914364,-0.235811353471552,-0.112530583775968,0.121912048974684,16220.8175502935,1.00024673352836,3,NA,NA,NA,FALSE,FALSE,"American Goldfinch"
"a_sp[4]",-0.591770359187499,0.00148433620838411,0.182615641417369,-0.952164988078995,-0.712785653911032,-0.592212830172138,-0.467980015837135,-0.237271976306419,15136.0091937928,0.999886829703565,4,NA,NA,NA,FALSE,FALSE,"American Robin"
