"","start_year","end_year","region","region_type","strata_included","strata_excluded","trend","trend_q_0.025","trend_q_0.05","trend_q_0.25","trend_q_0.75","trend_q_0.95","trend_q_0.975","percent_change","percent_change_q_0.025","percent_change_q_0.05","percent_change_q_0.25","percent_change_q_0.75","percent_change_q_0.95","percent_change_q_0.975","width_of_95_percent_credible_interval","rel_abundance","obs_rel_abundance","n_routes","mean_n_routes","n_strata_included","backcast_flag"
"1",2000,2023,"continent","continent","BCR10 ; BCR11 ; BCR12 ; BCR13 ; BCR14 ; BCR15 ; BCR16 ; BCR17 ; BCR18 ; BCR19 ; BCR2 ; BCR21 ; BCR22 ; BCR23 ; BCR24 ; BCR25 ; BCR26 ; BCR27 ; BCR28 ; BCR29 ; BCR3 ; BCR30 ; BCR32 ; BCR33 ; BCR34 ; BCR35 ; BCR37 ; BCR4 ; BCR5 ; BCR6 ; BCR7 ; BCR8 ; BCR9","",-0.463964340310397,-0.751861704794556,-0.704966939721421,-0.564203103861199,-0.360812150964418,-0.199708275291781,-0.142268408126932,-10.1438492026698,-15.9351414542325,-15.0168021681038,-12.2022375650729,-7.97748115718558,-4.49378197183022,-3.22147177874229,0.609593296667624,23.8008020968952,24.1870946367542,4149,2377.875,33,1
"2",2000,2023,"BCR10","stratum","BCR10","",-0.831792560419714,-1.1724272751139,-1.11908914464369,-0.943955029699789,-0.71460241503194,-0.547141309637059,-0.49023157125916,-17.4785882067847,-23.7575286587331,-22.805467473225,-19.598781956138,-15.2062731923465,-11.855090660403,-10.6876619862465,0.682195703854742,33.3769479166667,33.4710437065409,257,130.125,1,1
"3",2000,2023,"BCR11","stratum","BCR11","",1.01056428606758,0.631253983160421,0.696504893059245,0.878049621947047,1.13989362378074,1.33054274975044,1.40384536679265,26.0190893789086,15.5729887762311,17.3089441819963,22.2710300264442,29.7828562795967,35.5278296850879,37.8008065534611,0.77259138363223,20.9241083333333,21.8309673355876,309,161.25,1,1
"4",2000,2023,"BCR12","stratum","BCR12","",-1.22497330045247,-1.57194779190939,-1.51845422491181,-1.34110840151117,-1.10623287468302,-0.947137956106159,-0.894822919769765,-24.6844620024227,-30.5400458282253,-29.6665851163517,-26.6950442580419,-22.5742938918151,-19.6581814247345,-18.6765367855448,0.677124872139621,28.8326395833333,30.1254068721623,264,139.375,1,1
"5",2000,2023,"BCR13","stratum","BCR13","",-0.655505066586293,-0.966664335584624,-0.91888157466808,-0.766711032516137,-0.543794693161137,-0.393073488416673,-0.345211030128833,-14.0377960501144,-20.0216621667925,-19.129392465251,-16.2239513903388,-11.7868451762466,-8.66033556998197,-7.64551348784162,0.621453305455791,65.3574208333333,66.4972471469536,164,104.583333333333,1,1
"6",2000,2023,"BCR14","stratum","BCR14","",-1.71765490942751,-2.02854849019853,-1.97840083940048,-1.81978815616956,-1.61114765754837,-1.4549285622804,-1.40725831399389,-32.8668938100947,-37.5849279330647,-36.8459771435474,-34.4532455722127,-31.1735166985572,-28.6156680150407,-27.8172029697046,0.621290176204645,45.2607875,42.9591676543563,271,135.083333333333,1,1
"7",2000,2023,"BCR15","stratum","BCR15","",-2.2361152494113,-2.94157437738205,-2.82711084328723,-2.47622285475783,-2.00956792600893,-1.65546302639592,-1.54881211899843,-40.5565018397586,-49.6772258261219,-48.2943911893956,-43.8251647013802,-37.3062177684927,-31.8829991115969,-30.1635597128684,1.39276225838361,23.2063333333333,23.3782380794327,36,22.0833333333333,1,1
"8",2000,2023,"BCR16","stratum","BCR16","",-1.14607754182788,-1.53767235788907,-1.46435585813247,-1.27803606913977,-1.02381181197857,-0.838729923501617,-0.778622181774339,-23.2886104337949,-29.9815875333389,-28.7725691909115,-25.6095667514746,-21.0764423889123,-17.6112611117425,-16.4549294239514,0.759050176114733,23.8847958333333,25.0126121753577,182,115.208333333333,1,1
"9",2000,2023,"BCR17","stratum","BCR17","",-0.483609106345423,-1.07627925234445,-0.959768052269772,-0.676887291432524,-0.285671266156126,-0.00663320227324689,0.0816295451460764,-10.5508535755955,-22.0331147593546,-19.8934692145177,-14.4623338238011,-6.36804110631359,-0.152452377956447,1.89443469022452,1.15790879749053,16.6038041666667,19.6877387082353,115,55.4583333333333,1,1
"10",2000,2023,"BCR18","stratum","BCR18","",-0.03449091832185,-0.878640374198031,-0.724315027788741,-0.325122379892764,0.247824876686736,0.670835859313774,0.804542045848447,-0.790288494687208,-18.3705702560733,-15.3968522572402,-7.21637070578233,5.85808693920034,16.6230823913543,20.2381604803281,1.68318242004648,5.58562395833333,5.68622573740014,104,67.0833333333333,1,1
