"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-990.758541425,-990.325,16.1118853818555,16.0046669999999,-1017.8505,-965.0769,1.00052145734632,8265.08679171997,14338.8646681565
"2","strata_raw[1]",0.0652363838316972,0.054161,0.46004921616753,0.3372366438,-0.7021159,0.84593245,1.00011783581231,16783.9115657002,20515.7923649152
"3","strata_raw[2]",-0.0652286143299275,-0.05419655,0.460059525924575,0.33727155903,-0.8467314,0.702408849999999,1.00011784271826,16783.1499635714,20543.6553981486
"4","STRATA",-0.6095579095775,-0.6065395,0.126909496599274,0.1253397453,-0.82168015,-0.40580375,1.00018618528653,27298.2206614996,28779.3200312688
"5","eta",0.029684568715338,0.0291501,0.17387468964919,0.17441210031,-0.2528222,0.3163353,1.00010512772321,40236.0238790038,31820.5274987838
"6","yeareffect_raw[1,1]",-0.215901119736745,-0.2209735,0.943710718211237,0.9370610214,-1.770539,1.3434005,0.999983744329439,63622.1583236384,29625.9882010252
"7","yeareffect_raw[2,1]",-0.250667401838776,-0.259449,0.952967278806314,0.9528358854,-1.8002345,1.327465,1.00010701633385,63419.5704128852,30117.7964435672
"8","yeareffect_raw[1,2]",0.688042374846688,0.713248,0.92367762650053,0.9089850252,-0.8885764,2.1629875,1.00025082272188,49238.9164714205,31690.7251527495
"9","yeareffect_raw[2,2]",0.137738248817415,0.146666,0.939114298095162,0.9396355563,-1.423951,1.67168,1.00007420968739,61512.5734883343,29823.576498147
"10","yeareffect_raw[1,3]",-0.512590076698763,-0.5258425,0.970899604682733,0.9673624002,-2.081753,1.113293,1.00004923393038,61627.2905629154,30128.1483042884
"11","yeareffect_raw[2,3]",0.174045324501792,0.180142,0.951133303071216,0.9453546858,-1.40585,1.7273235,1.0000638828226,69106.9127063165,30474.0478613504
"12","yeareffect_raw[1,4]",0.67609417813012,0.698104,0.928072272541023,0.92447649021,-0.8870166,2.1702005,1.00028194833099,53300.521913136,30709.880389051
