"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-3334.970363,-3334.75,25.0425482015857,24.8557890000001,-3376.47,-3294.3095,1.00039479412011,6617.70423770204,14337.7583048634
"2","strata_raw[1]",-0.136082596397967,-0.0990003,0.402579269518788,0.25217106033,-0.83821645,0.500707949999999,1.00016436190617,13528.8868499444,16329.8138600775
"3","strata_raw[2]",0.13609317490846,0.09907495,0.402576234136013,0.25259434263,-0.500323,0.8380966,1.00016712784162,13525.2471824105,16323.9635080136
"4","STRATA",0.659646638675,0.660714,0.0561835151656153,0.0563921736,0.5653609,0.7502602,1.00011970837527,17364.5032488988,26622.5369389548
"5","eta",-0.017744596295054,-0.0184707,0.0703650061148073,0.06978716808,-0.13220505,0.097959225,1.00004911917286,34887.5437469428,31820.998761766
"6","yeareffect_raw[1,1]",0.0562496685245225,0.06059825,0.91532950752389,0.90236632815,-1.44283,1.5603075,1.00002303535442,50693.5804868905,30203.2102554313
"7","yeareffect_raw[2,1]",-0.139707324032663,-0.1455855,0.932272294608463,0.9176864046,-1.682121,1.401163,1.00001004374678,53265.2153995444,30190.6028211155
"8","yeareffect_raw[1,2]",-0.0490794084858965,-0.046884,0.915453705765486,0.9132274851,-1.5588805,1.4524925,1.00016552673262,51576.8952717417,30374.7143195056
"9","yeareffect_raw[2,2]",-0.18193187548136,-0.188348,0.922205737810646,0.9201653118,-1.6802085,1.3384535,1.00011027755424,53763.4450395244,30692.6863978929
"10","yeareffect_raw[1,3]",0.05822856651618,0.06032975,0.896360112072786,0.88510219245,-1.424612,1.539177,1.00017933128236,51594.2126796332,31192.0396887923
"11","yeareffect_raw[2,3]",0.179683749182281,0.183141,0.933576154572177,0.9301002144,-1.36957,1.709313,1.00003394372044,54700.5190018851,30887.7874094547
"12","yeareffect_raw[1,4]",0.203998082869898,0.2086175,0.925021463333223,0.9249785727,-1.3210085,1.715872,1.00000225073344,52284.9970192097,31404.7441290717
"13","yeareffect_raw[2,4]",0.143887881355527,0.1435875,0.91032849356032,0.9008803923,-1.3492375,1.6436575,1.00020755022832,51921.0588748772,31234.8662687825
"14","yeareffect_raw[1,5]",0.338475659120361,0.3478945,0.903556701717672,0.9001390923,-1.1670915,1.806567,1.00008558811242,47817.5354052866,30233.2011444752
"15","yeareffect_raw[2,5]",-0.246657970269435,-0.2461305,0.947066251355104,0.9401715162,-1.80143,1.316623,1.00007586179447,51808.3480051767,30132.3316436188
"16","yeareffect_raw[1,6]",-0.0496888078219107,-0.04772025,0.894391823297464,0.8907038259,-1.5153145,1.424882,0.999948128008375,52215.8816847008,31354.1937698107
"17","yeareffect_raw[2,6]",0.135350449990423,0.1379525,0.905894821088527,0.8949181164,-1.3547305,1.6085575,1.00005701167397,52086.7694241755,30000.8583800247
"18","yeareffect_raw[1,7]",-0.421962786220835,-0.43292,0.908297986866559,0.8994889722,-1.892781,1.0959175,1.00022345023953,49156.1072074291,30519.9663592046
"19","yeareffect_raw[2,7]",-0.140088194332247,-0.146516,0.916846192421151,0.9098071269,-1.646867,1.3734245,1.00009540989514,53698.6539989393,30008.3910798452
"20","yeareffect_raw[1,8]",-0.392434866771478,-0.4016175,0.910179717514662,0.8977380216,-1.88237,1.116038,1.00014468747068,49384.3555442023,29861.6781397949
"21","yeareffect_raw[2,8]",0.277575285561515,0.2834435,0.89985695751662,0.8980901391,-1.2123935,1.745689,1.00005939547354,50125.4270772441,30380.8342934466
"22","yeareffect_raw[1,9]",0.133358379662065,0.1399035,0.894639978005155,0.8841344253,-1.356508,1.6086025,1.00020479510745,51153.8912886291,29177.9515237667
