"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-1755.26788175,-1754.98,19.4690449154103,19.288626,-1787.7505,-1723.7795,1.00015987128124,8924.67912267901,17083.3032283784
"2","strata_raw[1]",0.6023718690259,0.5342395,0.353054479400884,0.3234566181,0.1656186,1.2770915,1.00025288504191,17166.3041571998,17132.759770845
"3","strata_raw[2]",-0.602392917780086,-0.5342125,0.353051720210788,0.3234729267,-1.2773325,-0.1658911,1.00025285084773,17163.2949376464,17187.1758628356
"4","STRATA",-0.38669123173975,-0.385501,0.106723241613385,0.1062534942,-0.5629334,-0.21299105,1.00006436388991,22266.229288758,29288.2899006506
"5","eta",0.083325678603198,0.082709,0.141073022075927,0.1420909014,-0.14781245,0.3143832,1.00005474560285,33543.6843739128,32743.3835837273
"6","yeareffect_raw[1,1]",-0.239275882959005,-0.2452595,0.924989582061648,0.9100450842,-1.74743,1.297221,0.999984561110468,56097.6913791034,29834.9195275311
"7","yeareffect_raw[2,1]",-0.221066466367519,-0.2261875,0.880577148333133,0.8707873188,-1.65684,1.2336035,1.00015501388818,50606.1223919779,29675.0221668773
"8","yeareffect_raw[1,2]",0.148187033087603,0.1515785,0.911598235333378,0.9036699042,-1.3570145,1.6403625,1.00028527185167,56275.5278980014,31390.4657663141
"9","yeareffect_raw[2,2]",0.712606073084624,0.731862,0.872454382321331,0.8455631037,-0.76147755,2.1099715,1.00005840022596,37841.2551814843,29040.951747317
"10","yeareffect_raw[1,3]",0.320675271456269,0.322695,0.887004611617999,0.8792752038,-1.1440515,1.7822365,1.00026227244714,56202.7575405545,29266.640863622
"11","yeareffect_raw[2,3]",0.300748990531512,0.314408,0.858696727774046,0.8429114736,-1.1302485,1.692016,1.00003637670207,47832.4313262288,28561.7354271681
"12","yeareffect_raw[1,4]",-0.174687115679055,-0.181362,0.919027114323148,0.9187635135,-1.680709,1.3407345,1.0002564226872,57653.1137799163,31622.7964762996
"13","yeareffect_raw[2,4]",0.276530194568357,0.2874285,0.840066058610633,0.828632553,-1.1158685,1.63676,1.00017800635213,45579.9217914835,29883.0799959214
"14","yeareffect_raw[1,5]",-0.492996697813234,-0.510976,0.921314888342782,0.9093438144,-1.981028,1.0460535,1.00002594579246,52990.3502089807,31225.5702715036
"15","yeareffect_raw[2,5]",0.568429764068361,0.5825385,0.861788112239207,0.84391793661,-0.87569225,1.965036,1.00006562750125,46664.779972592,28566.7750097481
"16","yeareffect_raw[1,6]",0.222564451427185,0.2290065,0.905015295578186,0.8963769948,-1.2897,1.691015,1.00001424338798,57022.4136729761,30229.2287949638
"17","yeareffect_raw[2,6]",-0.51039173633213,-0.522419,0.873794015182328,0.85678772004,-1.923055,0.938775649999998,1.00036388498038,49103.7300402858,28382.7653244313
"18","yeareffect_raw[1,7]",0.186218903285507,0.1899565,0.882880582481695,0.8724596916,-1.2707805,1.6338445,1.00005308970818,56737.9172048926,31546.5872244044
"19","yeareffect_raw[2,7]",-0.3526804496052,-0.364867,0.859278992342039,0.8466528147,-1.7504075,1.06876,1.00000021012112,58192.8091627844,29289.8032172431
"20","yeareffect_raw[1,8]",0.19717324185337,0.2157245,0.901216009482752,0.8867934684,-1.3119675,1.6561025,1.00030529101647,54992.6364006708,28980.4495923698
"21","yeareffect_raw[2,8]",-0.275620696059805,-0.2834405,0.868395990800489,0.857276385,-1.6777615,1.1645735,1.00012579653959,59495.2325460978,30149.0808732695
"22","yeareffect_raw[1,9]",0.15067779376346,0.150457,0.895578614527198,0.8811699666,-1.3207215,1.6216855,1.000004485416,61189.5775547149,29582.4254836281
"23","yeareffect_raw[2,9]",0.129938999364673,0.1349515,0.872112051948653,0.8584958235,-1.317346,1.5523585,1.00001436135163,58348.2458563678,30095.1553232018
"24","yeareffect_raw[1,10]",0.46739343438792,0.4824845,0.928510731764354,0.9170095977,-1.086335,1.967837,1.00002920266862,50980.5062403344,29034.4970091533
"25","yeareffect_raw[2,10]",-0.172759666087765,-0.178153,0.84769482932727,0.8405919459,-1.549332,1.23387,1.00009704179649,55751.724121085,30128.9908469569
"26","yeareffect_raw[1,11]",-0.380977286440149,-0.392794,0.906446803752638,0.8852345145,-1.851771,1.1250945,1.00014758739171,54301.7587387732,31464.0787331599
"27","yeareffect_raw[2,11]",-0.448823575766792,-0.456548,0.925547858979096,0.9163691145,-1.9535825,1.095765,1.00008655186594,52943.4029899399,30194.4609356117
"28","yeareffect_raw[1,12]",0.270702282876299,0.276497,0.913910666799962,0.9102845241,-1.2389105,1.750722,1.00006144243208,56435.2066423834,30340.3943368426
"29","yeareffect_raw[2,12]",-0.731837476840812,-0.748034,0.932045881717374,0.9239852307,-2.2290525,0.83582605,1.00035525482121,45904.8786102247,28551.2128766145
"30","yeareffect_raw[1,13]",-0.06129838010702,-0.0715978,0.885940730982207,0.87781513932,-1.5073415,1.405792,1.00020212178093,59454.0552352081,31442.5075883544
"31","yeareffect_raw[2,13]",0.0254075550126775,0.0258134,0.897220493000544,0.88712349516,-1.4491215,1.5029445,1.00032093074845,60942.6592305056,29976.5077598869
"32","yeareffect_raw[1,14]",-0.13245140333485,-0.1354745,0.91701565850567,0.916269039,-1.6396605,1.3724245,1.00019863423294,59725.8968156702,30379.9720346162
"33","yeareffect_raw[2,14]",0.820633301725973,0.850936,0.891636118892687,0.8680393197,-0.69730235,2.246921,1.00004115029024,44275.2478978891,27501.6294696405
"34","yeareffect_raw[1,15]",-0.251153413345113,-0.2648155,0.904902156237284,0.8931738375,-1.7242375,1.251336,1.00025778461119,57638.6429873301,30301.5166254082
"35","yeareffect_raw[2,15]",0.363580595776136,0.375188,0.890897326244264,0.8759215626,-1.1153315,1.812952,1.00008596769143,56402.0848365629,30062.5170051894
"36","yeareffect_raw[1,16]",-0.405694943771713,-0.4161065,0.952776615930697,0.9526127541,-1.966061,1.170477,0.99998102724255,51160.8118848104,29790.6291464375
"37","yeareffect_raw[2,16]",-0.119710749287485,-0.125036,0.895549120824112,0.8868772353,-1.584701,1.3652605,0.999961556768503,59724.1251644845,29794.452212329
"38","yeareffect_raw[1,17]",-0.115668290519999,-0.1226095,0.910857075165751,0.8984830281,-1.613783,1.3827375,1.00014001245968,63124.0187223041,30739.9265980188
"39","yeareffect_raw[2,17]",-0.35037035541634,-0.3599225,0.93077498177599,0.9201467793,-1.862788,1.188996,1.00006129957764,53957.6792620913,29805.0055095377
"40","yeareffect_raw[1,18]",-0.412443651741068,-0.41873,0.955589379618933,0.9574445475,-1.9737375,1.175041,1.00011345968466,52765.3371845961,29255.5589747386
"41","yeareffect_raw[2,18]",-0.258309140774723,-0.2639635,0.925577061177826,0.9188280066,-1.7771295,1.2740205,1.00001008061745,60117.3815390618,29949.619051914
"42","yeareffect_raw[1,19]",-0.471637141533245,-0.484172,0.935904505320618,0.9268132902,-1.985219,1.083769,1.00003054989852,54749.3718721094,29633.8749511156
"43","yeareffect_raw[2,19]",0.0645867602038475,0.0637365,0.89741533240606,0.8938313706,-1.414881,1.535344,1.00017401214035,56634.673586226,28155.5857564367
"44","yeareffect_raw[1,20]",0.271695685303117,0.2768465,0.916429630636198,0.9167330928,-1.233002,1.773859,0.999966343049351,53985.4534045325,30793.8213124519
"45","yeareffect_raw[2,20]",-0.448382945062835,-0.4597225,0.958507466628528,0.9569426874,-2.0138675,1.134592,1.00005750297698,50277.7223903379,28809.2829385999
"46","yeareffect_raw[1,21]",-0.0027920931926675,-0.006318625,0.975166033145154,0.9799682067,-1.603971,1.609445,1.00000631846783,61977.5499407676,29406.8192094118
"47","yeareffect_raw[2,21]",0.009459441451675,0.003820555,0.980756284163598,0.981511511757,-1.604399,1.623039,1.00002860433952,65729.1622964293,30512.7730030572
"48","yeareffect_raw[1,22]",0.396857158528589,0.412357,0.9385217979663,0.9246709332,-1.1704625,1.917905,1.00002469096789,53266.4944643257,30663.1309070524
"49","yeareffect_raw[2,22]",0.003732151360025,0.004284765,0.911456032031394,0.9142979223,-1.496517,1.4933395,1.0000415624713,61400.8110622613,30911.9466223851
"50","yeareffect_raw[1,23]",0.253897817540727,0.262815,0.920712484392468,0.925275834,-1.2701325,1.7496745,1.00017278291348,58269.5498553621,31170.7167918358
"51","yeareffect_raw[2,23]",-0.0061703753725425,-0.005284995,0.936509858494803,0.9242365314,-1.5427725,1.5335515,1.00011941130591,60371.3057405183,30742.5328203547
"52","yeareffect_raw[1,24]",0.255203571877328,0.2620455,0.921598879687243,0.9213447201,-1.264847,1.758699,1.00010001404687,54948.6088513562,30905.145422365
"53","yeareffect_raw[2,24]",0.620387416355812,0.6309825,0.970186705671646,0.96648269949,-0.99569275,2.2000515,1.00019728787932,46621.1241373302,31002.4376454701
"54","obs_raw[1]",-1.09656457918178,-1.10113,0.887676833579905,0.8842218987,-2.537321,0.372110349999999,1.00007878442515,57267.119694947,30066.0121465472
"55","obs_raw[2]",0.0777607789946747,0.07582055,0.793135942491516,0.78427249383,-1.220812,1.390453,1.0000586664848,51148.1364339091,31916.4608036346
"56","obs_raw[3]",0.629344444081158,0.6282785,0.713442949164888,0.6974765679,-0.53398345,1.807654,1.00009380391108,35080.4812559626,32098.8925559759
"57","obs_raw[4]",-0.607747714613431,-0.6102915,0.918569432158121,0.903117576396,-2.1197525,0.908705549999998,1.00013857647023,61746.9651972452,30107.6772199212
"58","obs_raw[5]",-0.240761066364443,-0.242288,0.95450538270717,0.9506883393,-1.8072605,1.3276775,1.00008699321046,60683.0348317325,29713.9661899905
"59","obs_raw[6]",0.586728387986547,0.586137,0.78433934422045,0.78029060088,-0.7052203,1.8698285,1.00011185146246,37329.4262501555,32493.7826887281
"60","obs_raw[7]",-0.506339669097575,-0.503343,0.777911226805909,0.76893855507,-1.7830255,0.775048599999999,1.00015449091639,43406.7578141367,32383.8015851136
"61","obs_raw[8]",-0.381157199060646,-0.389538,0.827326146776652,0.8214174801,-1.7304205,0.986875449999999,1.00004411514757,39334.5649007845,31240.4817474574
"62","obs_raw[9]",0.0117600295432133,0.01174845,0.864654445955762,0.86500302903,-1.404973,1.4395055,0.99999205467679,54451.9050699189,32465.0247802691
"63","obs_raw[10]",0.14693116914862,0.146003,0.710780207486181,0.7030867263,-1.0070875,1.3199555,0.999965850176309,28038.0793765367,29439.3432864542
"64","obs_raw[11]",0.244978107350365,0.2429795,0.828561052672508,0.8250379893,-1.1127445,1.612472,0.999986442002704,49936.1133196725,32224.4235967443
"65","obs_raw[12]",0.734011832928312,0.7419495,0.628756707940844,0.6177690267,-0.31344265,1.757235,1.00024432944849,23250.935986598,27250.6244019378
"66","obs_raw[13]",0.382150221320366,0.3814905,0.864440487123864,0.8595714498,-1.0381285,1.803231,1.00009971729578,50059.4998714763,32600.4430277736
"67","obs_raw[14]",0.716406304521653,0.710844,0.745659644811086,0.7384823187,-0.50740045,1.9528395,0.999980291818032,42591.1491596333,32454.0775965514
"68","obs_raw[15]",-0.609936420728527,-0.603908,0.834896352512985,0.82564392792,-2.0081125,0.747784399999998,1.00001189952468,47434.7586111229,32298.0465565703
