"","variable_type","variable","rhat","ess_bulk","ess_tail"
"1","lp__","lp__",1.00052145734632,8265.08679171997,14338.8646681565
"2","strata_raw","strata_raw[1]",1.00011783581231,16783.9115657002,20515.7923649152
"3","strata_raw","strata_raw[2]",1.00011784271826,16783.1499635714,20543.6553981486
"4","STRATA","STRATA",1.00018618528653,27298.2206614996,28779.3200312688
"5","eta","eta",1.00010512772321,40236.0238790038,31820.5274987838
"6","yeareffect_raw","yeareffect_raw[1,1]",0.999983744329439,63622.1583236384,29625.9882010252
"7","yeareffect_raw","yeareffect_raw[2,1]",1.00010701633385,63419.5704128852,30117.7964435672
"8","yeareffect_raw","yeareffect_raw[1,2]",1.00025082272188,49238.9164714205,31690.7251527495
"9","yeareffect_raw","yeareffect_raw[2,2]",1.00007420968739,61512.5734883343,29823.576498147
"10","yeareffect_raw","yeareffect_raw[1,3]",1.00004923393038,61627.2905629154,30128.1483042884
"11","yeareffect_raw","yeareffect_raw[2,3]",1.0000638828226,69106.9127063165,30474.0478613504
"12","yeareffect_raw","yeareffect_raw[1,4]",1.00028194833099,53300.521913136,30709.880389051
"13","yeareffect_raw","yeareffect_raw[2,4]",1.000134715885,65472.206075978,28717.9534776674
"14","yeareffect_raw","yeareffect_raw[1,5]",1.00008500636828,69191.2893714212,28766.9597853257
"15","yeareffect_raw","yeareffect_raw[2,5]",0.999991382942506,59936.9170995531,29731.8955198258
"16","yeareffect_raw","yeareffect_raw[1,6]",1.00013008283382,60505.0118729276,30844.2653088732
"17","yeareffect_raw","yeareffect_raw[2,6]",1.00021975174912,62732.3153074985,28342.8221826499
"18","yeareffect_raw","yeareffect_raw[1,7]",1.00039245018643,63969.3180609525,30628.6481065392
"19","yeareffect_raw","yeareffect_raw[2,7]",1.00028759021598,66112.2159206999,28996.4847567818
"20","yeareffect_raw","yeareffect_raw[1,8]",1.0002607744145,65683.2394966416,29157.1207384175
"21","yeareffect_raw","yeareffect_raw[2,8]",1.00021018045625,63934.1458988202,28753.0396799796
"22","yeareffect_raw","yeareffect_raw[1,9]",1.00005188737799,57781.6899115988,31005.1625791099
"23","yeareffect_raw","yeareffect_raw[2,9]",1.00015794684813,59544.8218085067,30503.3803625189
"24","yeareffect_raw","yeareffect_raw[1,10]",0.999992238562562,63703.9683952261,28841.0075529384
"25","yeareffect_raw","yeareffect_raw[2,10]",1.00022755033389,64556.9343671959,29063.4476436533
"26","yeareffect_raw","yeareffect_raw[1,11]",1.00011029649115,60785.8931929514,30308.0866831486
"27","yeareffect_raw","yeareffect_raw[2,11]",1.00002652683523,63128.5825968034,29904.7594800509
"28","yeareffect_raw","yeareffect_raw[1,12]",1.0000239283267,65491.7042910414,30122.5436127044
"29","yeareffect_raw","yeareffect_raw[2,12]",1.00005949029501,67557.0793254143,29487.1391421245
"30","yeareffect_raw","yeareffect_raw[1,13]",1.00013654275163,62929.7981507465,29891.7200782643
"31","yeareffect_raw","yeareffect_raw[2,13]",0.999978248220801,66691.6809315537,30521.0184143727
"32","yeareffect_raw","yeareffect_raw[1,14]",1.00025998114882,64368.4874930834,30364.0893306336
"33","yeareffect_raw","yeareffect_raw[2,14]",0.999982053191488,65207.7590491917,28596.1925864581
"34","yeareffect_raw","yeareffect_raw[1,15]",1.00005871941746,58848.5016741423,28903.1550539367
"35","yeareffect_raw","yeareffect_raw[2,15]",1.00002647449373,63007.0269776863,29392.1281769226
"36","yeareffect_raw","yeareffect_raw[1,16]",1.00002115219698,69492.2578690705,30119.9372309755
"37","yeareffect_raw","yeareffect_raw[2,16]",1.00013075599272,64117.3242805894,28993.1991700661
"38","yeareffect_raw","yeareffect_raw[1,17]",1.00024885572608,61715.8764257458,30049.2789117214
"39","yeareffect_raw","yeareffect_raw[2,17]",1.00025205282227,70565.7928229876,29190.6870632538
"40","yeareffect_raw","yeareffect_raw[1,18]",1.00004261831724,59981.2424766065,27542.7140090813
"41","yeareffect_raw","yeareffect_raw[2,18]",1.00011534097317,69068.9518602407,29552.7929479154
"42","yeareffect_raw","yeareffect_raw[1,19]",1.00029230118398,62412.1576376874,30136.5852350102
"43","yeareffect_raw","yeareffect_raw[2,19]",1.0000870794472,49921.9514541029,33032.8030470739
"44","yeareffect_raw","yeareffect_raw[1,20]",1.00010627566386,63325.2705555314,27652.1693314166
"45","yeareffect_raw","yeareffect_raw[2,20]",1.00012214604929,67457.5839163627,30787.3815718918
"46","yeareffect_raw","yeareffect_raw[1,21]",1.00005482047599,65761.0493667964,28651.4947977875
"47","yeareffect_raw","yeareffect_raw[2,21]",1.00010691177114,69238.4812821171,29147.991151149
"48","yeareffect_raw","yeareffect_raw[1,22]",1.00027139029379,65520.7190432291,30032.016938505
"49","yeareffect_raw","yeareffect_raw[2,22]",0.999982686266248,62608.8612847168,29193.3602638999
"50","yeareffect_raw","yeareffect_raw[1,23]",1.00006553092751,60042.6784436541,29958.0086025661
"51","yeareffect_raw","yeareffect_raw[2,23]",1.00005282408052,64827.3764744112,30321.7091497357
"52","yeareffect_raw","yeareffect_raw[1,24]",1.00012884477692,56568.1323366966,29492.1463159758
"53","yeareffect_raw","yeareffect_raw[2,24]",1.00008689776597,63254.3557356499,30706.9997043656
"54","obs_raw","obs_raw[1]",0.999952157696188,65376.0262176533,29605.5324132117
"55","obs_raw","obs_raw[2]",1.00010902950481,64280.3869911956,31606.7639013682
"56","obs_raw","obs_raw[3]",1.00015342898375,67240.2262825116,28768.4868409849
"57","obs_raw","obs_raw[4]",1.00025224635783,59391.6679636617,30118.1253039451
"58","obs_raw","obs_raw[5]",1.00019113769513,65026.0035317559,29609.117125942
"59","obs_raw","obs_raw[6]",1.00020673450401,45737.611451602,30856.7944929669
"60","obs_raw","obs_raw[7]",1.00010009229451,50185.232359417,31198.7975046322
"61","obs_raw","obs_raw[8]",1.00009431700378,48070.3027235456,32812.6517662642
"62","obs_raw","obs_raw[9]",1.00007197463253,43728.7362800045,28734.6499194442
"63","obs_raw","obs_raw[10]",0.99995833484199,59458.183214084,30981.8312093678
"64","obs_raw","obs_raw[11]",1.00013340967565,28313.3260416022,26923.9202111101
"65","obs_raw","obs_raw[12]",1.00000947495468,59283.5186549127,31044.0735324569
