"","start_year","end_year","region","region_type","strata_included","strata_excluded","trend","trend_q_0.025","trend_q_0.05","trend_q_0.25","trend_q_0.75","trend_q_0.95","trend_q_0.975","percent_change","percent_change_q_0.025","percent_change_q_0.05","percent_change_q_0.25","percent_change_q_0.75","percent_change_q_0.95","percent_change_q_0.975","width_of_95_percent_credible_interval","rel_abundance","obs_rel_abundance","n_routes","mean_n_routes","n_strata_included","backcast_flag"
"1",2000,2023,"continent","continent","BCR29 ; BCR30","",0.517767550806558,-0.958398813910869,-0.732730012992374,-0.00119740993769768,1.05911639922023,1.87658246198215,2.14800375337345,12.6121357028717,-19.8679937208697,-15.5616381151637,-0.0275368006847798,27.4196548214664,53.359420323578,63.0374324028492,3.10640256728432,19.0471961445537,18.4186141412151,156,50.0833333333333,2,1
"2",2000,2023,"BCR29","stratum","BCR29","",0.377622119902132,-1.37174427359843,-1.10700329599076,-0.244253179323931,1.01674437442157,1.99247232957489,2.32048287817945,9.05580209031309,-27.2168062546768,-22.5881657984988,-5.46943378006968,26.1965427782963,57.4224782145771,69.4881595347657,3.69222715177787,21.3620875,20.5403312221867,93,29.375,1,1
"3",2000,2023,"BCR30","stratum","BCR30","",1.10866834768383,-0.479094458644942,-0.231039601987748,0.55026633883421,1.68838573738475,2.55340292660873,2.86216106107975,28.8644078980917,-10.4574749056122,-5.18102033253578,13.4525291515751,46.9742058236162,78.5877810221566,91.3726271620931,3.3412555197247,13.083375,13.0520327792477,63,20.7083333333333,1,1
