"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-2970.216779,-2969.95,25.3690543555161,25.5155460000001,-3012.2805,-2928.9495,1.00030661477284,6814.92035012631,13978.3080934491
"2","strata_raw[1]",0.67505913073,0.608543,0.360491029486489,0.334274409,0.21443065,1.3583805,1.00019103835429,15895.1005853852,17306.9550516841
"3","strata_raw[2]",-0.6750762947225,-0.608686,0.360486837917977,0.3345598095,-1.358416,-0.21450475,1.00018635306588,15894.6781395981,17298.953163302
"4","STRATA",0.471416548875,0.4715395,0.0665094770556972,0.0664434603,0.36099175,0.5803513,1.00004067827427,19398.806455485,27132.1409449663
"5","eta",0.0623140063206665,0.06195375,0.0789274207070519,0.078922815846,-0.066370455,0.1927124,1.00010382711282,27381.4992978654,31026.5402391165
"6","yeareffect_raw[1,1]",-0.181901339313055,-0.180601,0.764179021388676,0.7459212642,-1.4394935,1.0708,0.999999425953735,48843.5611887941,31511.4962558385
"7","yeareffect_raw[2,1]",0.0954526435645125,0.103463,0.780326174663015,0.7632083802,-1.192787,1.3674105,1.00015772643358,45360.8029537326,30433.0649162455
"8","yeareffect_raw[1,2]",-1.88072022863198,-1.9038,0.811909325166257,0.779728992,-3.1747135,-0.4989505,1.00008161925521,34585.0820034595,23208.0682828456
"9","yeareffect_raw[2,2]",-0.12613036624584,-0.1251505,0.766949716082887,0.7523112702,-1.3888855,1.1203765,1.00006822490016,43914.3445185364,30353.5338827149
"10","yeareffect_raw[1,3]",0.122360081614555,0.129634,0.745588757591195,0.7256489331,-1.11433,1.32533,1.00022057887224,47203.9462778938,29879.3082665333
"11","yeareffect_raw[2,3]",0.705685860404255,0.7178525,0.789578756830977,0.7684256496,-0.61506445,1.975277,1.00000164313538,42405.5727025334,27674.4251090315
"12","yeareffect_raw[1,4]",-1.006500348869,-1.017415,0.792190618335421,0.7668711435,-2.2793825,0.3092711,0.9999685458935,43275.7699437664,28290.020088179
"13","yeareffect_raw[2,4]",-0.088041252947195,-0.0842925,0.754743985309265,0.7317876384,-1.3420825,1.1405315,0.999996481340143,50896.6032621767,28965.6421409361
"14","yeareffect_raw[1,5]",0.369920630661413,0.378527,0.723782019631945,0.70689485853,-0.82585075,1.5390825,1.00006447588787,49023.4422554856,28703.5112838859
"15","yeareffect_raw[2,5]",-0.632100888913025,-0.643778,0.783539986954126,0.756956256,-1.899207,0.664177699999999,1.00018297019702,50710.4332865102,27457.0409953764
"16","yeareffect_raw[1,6]",0.63897162975958,0.636229,0.713594075537788,0.6890368674,-0.53207995,1.807917,1.00035132381066,45360.3180011223,28171.1856243473
"17","yeareffect_raw[2,6]",0.421719764766285,0.4341485,0.726019129604297,0.69747397335,-0.7968835,1.59276,1.00007449194935,46214.3168283443,28377.6928921656
"18","yeareffect_raw[1,7]",0.381916598031272,0.383307,0.712829884687187,0.6974217117,-0.78889385,1.552175,1.00010614710918,48555.5522611104,28106.5052458814
"19","yeareffect_raw[2,7]",0.271544884772058,0.2742475,0.754253686109168,0.7252894026,-0.9626378,1.5083645,1.00019064617085,51183.0049780834,29964.5971890921
"20","yeareffect_raw[1,8]",1.67318628594905,1.6833,0.716974096799204,0.684449703,0.4886277,2.815464,1.00003707270134,37384.6482684157,22307.8662292589
"21","yeareffect_raw[2,8]",0.264621102378942,0.2778395,0.727216585495459,0.6940354533,-0.94468245,1.436463,0.99999639831897,51525.6604813812,28872.3332384105
"22","yeareffect_raw[1,9]",0.740308831025077,0.7444535,0.708804066649285,0.6913615842,-0.42514485,1.8786785,1.0001751286132,48080.1081947221,27773.1027296086
"23","yeareffect_raw[2,9]",0.542813655127089,0.551919,0.75672261974592,0.73221648045,-0.70606675,1.7757245,1.00015284238836,53277.5517305177,28010.3687491948
"24","yeareffect_raw[1,10]",0.461926972785017,0.4669375,0.720765031642366,0.699051882291,-0.72468355,1.62443,1.00006716919837,51130.4065605033,27700.2355934488
"25","yeareffect_raw[2,10]",0.634491660825195,0.645975,0.723971212934381,0.6890872758,-0.57503245,1.789327,1.00011386227486,47659.3688201137,26966.4752202731
"26","yeareffect_raw[1,11]",-0.416554428593838,-0.4169665,0.685260260878791,0.6561372321,-1.5360625,0.703501949999998,1.00006404384499,51284.7939558959,26927.9540643891
