"common_name","sp_id","spqrt_standard"
"American Robin",4,196
"American Robin",4,197
"American Robin",4,198
"American Robin",4,199
"American Robin",4,200
"American Robin",4,201
"American Robin",4,202
"American Robin",4,203
"American Robin",4,204
"American Robin",4,205
"American Robin",4,206
"American Robin",4,207
"American Robin",4,208
"American Robin",4,209
"American Robin",4,210
"American Robin",4,211
"American Robin",4,212
"American Robin",4,213
"American Robin",4,214
"American Robin",4,215
"American Robin",4,216
"American Robin",4,217
"American Robin",4,218
"American Robin",4,219
"American Robin",4,220
"American Robin",4,221
"American Robin",4,222
"American Robin",4,223
"American Robin",4,224
"American Robin",4,225
"American Robin",4,226
"American Robin",4,227
"American Robin",4,228
"American Robin",4,229
"American Robin",4,230
"American Robin",4,231
"American Robin",4,232
"American Robin",4,233
"American Robin",4,234
"American Robin",4,235
"American Robin",4,236
"American Robin",4,237
"American Robin",4,238
"Barn Swallow",5,239
"Barn Swallow",5,240
"Barn Swallow",5,241
"Barn Swallow",5,242
"Barn Swallow",5,243
"Barn Swallow",5,244
"Barn Swallow",5,245
"Barn Swallow",5,246
"Barn Swallow",5,247
"Barn Swallow",5,248
"Barn Swallow",5,249
"Barn Swallow",5,250
"Barn Swallow",5,251
"Barn Swallow",5,252
"Barn Swallow",5,253
"Barn Swallow",5,254
"Barn Swallow",5,255
"Barn Swallow",5,256
"Barn Swallow",5,257
"Barn Swallow",5,258
"Barn Swallow",5,259
"Barn Swallow",5,260
"Barn Swallow",5,261
"Barn Swallow",5,262
"Barn Swallow",5,263
"Barn Swallow",5,264
"Barn Swallow",5,265
"Barn Swallow",5,266
"Barn Swallow",5,267
"Barn Swallow",5,268
"Black-and-white Warbler",6,269
"Black-and-white Warbler",6,270
"Black-and-white Warbler",6,271
"Black-and-white Warbler",6,272
"Black-and-white Warbler",6,273
"Black-and-white Warbler",6,274
"Black-and-white Warbler",6,275
"Black-and-white Warbler",6,276
"Black-and-white Warbler",6,277
"Black-and-white Warbler",6,278
"Blue Grosbeak",7,279
"Blue Grosbeak",7,280
"Blue Grosbeak",7,281
"Blue Grosbeak",7,282
"Blue Grosbeak",7,283
"Blue Grosbeak",7,284
"Blue Grosbeak",7,285
"Blue Grosbeak",7,286
"Blue Grosbeak",7,287
"Blue Grosbeak",7,288
"Blue Grosbeak",7,289
"Blue Grosbeak",7,290
"Blue Grosbeak",7,291
"Blue Grosbeak",7,292
"Blue Grosbeak",7,293
"Blue Grosbeak",7,294
"Blue Grosbeak",7,295
"Blue Grosbeak",7,296
"Blue Grosbeak",7,297
"Blue Grosbeak",7,298
"Blue Grosbeak",7,299
"Blue Grosbeak",7,300
"Blue Grosbeak",7,301
"Blue Grosbeak",7,302
"Blue Grosbeak",7,303
"Blue Grosbeak",7,304
"Blue Grosbeak",7,305
"Blue Grosbeak",7,306
"Blue Grosbeak",7,307
"Blue Grosbeak",7,308
"Blue Grosbeak",7,309
"Blue Grosbeak",7,310
"Blue Grosbeak",7,311
"Blue Grosbeak",7,312
"Blue Grosbeak",7,313
"Blue Grosbeak",7,314
"Blue Grosbeak",7,315
"Blue Grosbeak",7,316
"Blue Grosbeak",7,317
"Blue Grosbeak",7,318
"Blue Grosbeak",7,319
"Blue Grosbeak",7,320
"Blue Grosbeak",7,321
"Blue Grosbeak",7,322
"Blue Grosbeak",7,323
"Blue Grosbeak",7,324
"Blue Grosbeak",7,325
"Blue Grosbeak",7,326
"Blue Grosbeak",7,327
"Blue Grosbeak",7,328
"Blue Grosbeak",7,329
"Blue Grosbeak",7,330
"Blue Grosbeak",7,331
"Blue Grosbeak",7,332
"Blue Grosbeak",7,333
"Blue Grosbeak",7,334
"Blue Jay",8,335
"Blue Jay",8,336
"Blue Jay",8,337
"Blue Jay",8,338
"Blue Jay",8,339
"Blue Jay",8,340
"Blue Jay",8,341
"Blue Jay",8,342
"Blue Jay",8,343
"Blue Jay",8,344
"Blue Jay",8,345
"Blue Jay",8,346
"Blue Jay",8,347
"Blue Jay",8,348
"Blue Jay",8,349
"Blue Jay",8,350
"Blue Jay",8,351
"Blue Jay",8,352
"Blue Jay",8,353
"Blue Jay",8,354
"Blue Jay",8,355
"Blue Jay",8,356
"Blue Jay",8,357
"Blue Jay",8,358
"Blue Jay",8,359
"Blue Jay",8,360
"Blue Jay",8,361
"Blue Jay",8,362
"Blue Jay",8,363
"Blue Jay",8,364
"Blue Jay",8,365
"Blue Jay",8,366
"Blue Jay",8,367
"Blue Jay",8,368
"Blue Jay",8,369
"Blue Jay",8,370
"Blue Jay",8,371
"Blue Jay",8,372
"Blue Jay",8,373
"Blue Jay",8,374
"Blue Jay",8,375
"Blue Jay",8,376
"Blue Jay",8,377
"Blue Jay",8,378
"Blue Jay",8,379
"Blue Jay",8,380
"Blue Jay",8,381
"Blue Jay",8,382
"Blue Jay",8,383
"Blue Jay",8,384
"Blue Jay",8,385
"Blue Jay",8,386
"Blue Jay",8,387
"Blue Jay",8,388
"Blue Jay",8,389
"Blue Jay",8,390
"Blue Jay",8,391
"Blue Jay",8,392
"Blue Jay",8,393
"Blue Jay",8,394
"Blue Jay",8,395
"Blue Jay",8,396
"Blue Jay",8,397
"Blue Jay",8,398
"Blue Jay",8,399
"Blue Jay",8,400
"Blue Jay",8,401
"Blue-gray Gnatcatcher",9,402
"Blue-gray Gnatcatcher",9,403
"Blue-gray Gnatcatcher",9,404
"Blue-gray Gnatcatcher",9,405
"Blue-gray Gnatcatcher",9,406
"Blue-gray Gnatcatcher",9,407
"Blue-gray Gnatcatcher",9,408
"Blue-gray Gnatcatcher",9,409
"Blue-gray Gnatcatcher",9,410
"Blue-gray Gnatcatcher",9,411
"Blue-gray Gnatcatcher",9,412
"Blue-gray Gnatcatcher",9,413
"Blue-gray Gnatcatcher",9,414
"Blue-gray Gnatcatcher",9,415
"Blue-gray Gnatcatcher",9,416
"Blue-gray Gnatcatcher",9,417
"Blue-gray Gnatcatcher",9,418
"Blue-gray Gnatcatcher",9,419
"Blue-gray Gnatcatcher",9,420
"Blue-gray Gnatcatcher",9,421
"Blue-gray Gnatcatcher",9,422
"Blue-gray Gnatcatcher",9,423
"Blue-gray Gnatcatcher",9,424
"Blue-gray Gnatcatcher",9,425
"Blue-gray Gnatcatcher",9,426
"Blue-gray Gnatcatcher",9,427
"Blue-gray Gnatcatcher",9,428
"Blue-gray Gnatcatcher",9,429
"Blue-gray Gnatcatcher",9,430
"Blue-gray Gnatcatcher",9,431
"Blue-gray Gnatcatcher",9,432
"Blue-gray Gnatcatcher",9,433
"Blue-gray Gnatcatcher",9,434
"Blue-gray Gnatcatcher",9,435
"Blue-gray Gnatcatcher",9,436
"Blue-gray Gnatcatcher",9,437
"Blue-gray Gnatcatcher",9,438
"Blue-gray Gnatcatcher",9,439
"Blue-gray Gnatcatcher",9,440
"Blue-gray Gnatcatcher",9,441
"Blue-gray Gnatcatcher",9,442
"Blue-gray Gnatcatcher",9,443
"Blue-gray Gnatcatcher",9,444
"Blue-gray Gnatcatcher",9,445
"Blue-gray Gnatcatcher",9,446
"Blue-gray Gnatcatcher",9,447
"Blue-gray Gnatcatcher",9,448
"Blue-gray Gnatcatcher",9,449
"Blue-gray Gnatcatcher",9,450
"Blue-gray Gnatcatcher",9,451
"Blue-gray Gnatcatcher",9,452
"Blue-gray Gnatcatcher",9,453
"Blue-gray Gnatcatcher",9,454
"Blue-gray Gnatcatcher",9,455
"Blue-gray Gnatcatcher",9,456
"Blue-gray Gnatcatcher",9,457
"Blue-gray Gnatcatcher",9,458
"Blue-gray Gnatcatcher",9,459
"Blue-gray Gnatcatcher",9,460
"Blue-gray Gnatcatcher",9,461
"Blue-gray Gnatcatcher",9,462
"Blue-gray Gnatcatcher",9,463
"Blue-gray Gnatcatcher",9,464
"Blue-gray Gnatcatcher",9,465
"Blue-gray Gnatcatcher",9,466
"Blue-gray Gnatcatcher",9,467
"Brown Thrasher",10,468
"Brown Thrasher",10,469
"Brown Thrasher",10,470
"Brown Thrasher",10,471
"Brown Thrasher",10,472
"Brown Thrasher",10,473
"Brown Thrasher",10,474
"Brown Thrasher",10,475
"Brown Thrasher",10,476
"Brown Thrasher",10,477
"Brown Thrasher",10,478
"Brown Thrasher",10,479
"Brown Thrasher",10,480
"Brown Thrasher",10,481
"Brown Thrasher",10,482
"Brown Thrasher",10,483
"Brown Thrasher",10,484
"Brown Thrasher",10,485
"Brown Thrasher",10,486
"Brown Thrasher",10,487
"Brown Thrasher",10,488
"Brown Thrasher",10,489
"Brown Thrasher",10,490
"Brown Thrasher",10,491
"Brown Thrasher",10,492
"Brown Thrasher",10,493
"Brown Thrasher",10,494
"Brown Thrasher",10,495
"Brown Thrasher",10,496
"Brown Thrasher",10,497
"Brown Thrasher",10,498
"Brown Thrasher",10,499
"Brown Thrasher",10,500
"Brown Thrasher",10,501
"Brown Thrasher",10,502
"Brown Thrasher",10,503
"Brown Thrasher",10,504
"Brown Thrasher",10,505
"Brown Thrasher",10,506
"Brown Thrasher",10,507
"Brown Thrasher",10,508
"Brown Thrasher",10,509
"Brown Thrasher",10,510
"Brown Thrasher",10,511
"Brown Thrasher",10,512
"Brown Thrasher",10,513
"Brown Thrasher",10,514
"Brown Thrasher",10,515
"Brown Thrasher",10,516
"Brown Thrasher",10,517
"Brown Thrasher",10,518
"Brown Thrasher",10,519
"Brown Thrasher",10,520
"Brown Thrasher",10,521
"Brown Thrasher",10,522
"Brown Thrasher",10,523
"Brown Thrasher",10,524
"Brown Thrasher",10,525
"Brown Thrasher",10,526
"Brown Thrasher",10,527
"Brown Thrasher",10,528
"Brown Thrasher",10,529
"Brown Thrasher",10,530
"Brown-headed Cowbird",11,531
"Brown-headed Cowbird",11,532
"Brown-headed Cowbird",11,533
"Brown-headed Cowbird",11,534
"Brown-headed Cowbird",11,535
"Brown-headed Cowbird",11,536
"Brown-headed Cowbird",11,537
"Brown-headed Cowbird",11,538
"Brown-headed Cowbird",11,539
"Brown-headed Cowbird",11,540
"Brown-headed Cowbird",11,541
"Brown-headed Cowbird",11,542
"Brown-headed Cowbird",11,543
"Brown-headed Cowbird",11,544
"Brown-headed Cowbird",11,545
"Brown-headed Cowbird",11,546
"Brown-headed Cowbird",11,547
"Brown-headed Cowbird",11,548
"Brown-headed Cowbird",11,549
"Brown-headed Cowbird",11,550
"Brown-headed Cowbird",11,551
"Brown-headed Cowbird",11,552
"Brown-headed Cowbird",11,553
"Brown-headed Cowbird",11,554
"Brown-headed Cowbird",11,555
"Brown-headed Cowbird",11,556
"Brown-headed Cowbird",11,557
"Brown-headed Cowbird",11,558
"Brown-headed Cowbird",11,559
"Brown-headed Cowbird",11,560
"Brown-headed Cowbird",11,561
"Brown-headed Cowbird",11,562
"Brown-headed Cowbird",11,563
"Brown-headed Cowbird",11,564
"Brown-headed Cowbird",11,565
"Brown-headed Cowbird",11,566
"Brown-headed Cowbird",11,567
"Brown-headed Cowbird",11,568
"Brown-headed Cowbird",11,569
"Brown-headed Cowbird",11,570
"Brown-headed Cowbird",11,571
"Brown-headed Cowbird",11,572
"Brown-headed Cowbird",11,573
"Brown-headed Cowbird",11,574
"Brown-headed Cowbird",11,575
"Brown-headed Cowbird",11,576
"Brown-headed Cowbird",11,577
"Brown-headed Cowbird",11,578
"Brown-headed Cowbird",11,579
"Brown-headed Cowbird",11,580
"Brown-headed Cowbird",11,581
"Brown-headed Cowbird",11,582
"Brown-headed Cowbird",11,583
"Brown-headed Cowbird",11,584
"Brown-headed Cowbird",11,585
"Brown-headed Cowbird",11,586
"Brown-headed Cowbird",11,587
"Brown-headed Cowbird",11,588
"Brown-headed Cowbird",11,589
"Brown-headed Cowbird",11,590
"Brown-headed Cowbird",11,591
"Brown-headed Cowbird",11,592
"Brown-headed Cowbird",11,593
"Brown-headed Cowbird",11,594
"Brown-headed Cowbird",11,595
"Brown-headed Cowbird",11,596
"Brown-headed Nuthatch",12,597
"Brown-headed Nuthatch",12,598
"Brown-headed Nuthatch",12,599
"Brown-headed Nuthatch",12,600
"Brown-headed Nuthatch",12,601
"Brown-headed Nuthatch",12,602
"Brown-headed Nuthatch",12,603
"Brown-headed Nuthatch",12,604
"Brown-headed Nuthatch",12,605
"Brown-headed Nuthatch",12,606
"Brown-headed Nuthatch",12,607
"Brown-headed Nuthatch",12,608
"Brown-headed Nuthatch",12,609
"Brown-headed Nuthatch",12,610
"Brown-headed Nuthatch",12,611
"Brown-headed Nuthatch",12,612
"Brown-headed Nuthatch",12,613
"Brown-headed Nuthatch",12,614
"Brown-headed Nuthatch",12,615
"Brown-headed Nuthatch",12,616
"Brown-headed Nuthatch",12,617
"Brown-headed Nuthatch",12,618
"Brown-headed Nuthatch",12,619
"Brown-headed Nuthatch",12,620
"Brown-headed Nuthatch",12,621
"Brown-headed Nuthatch",12,622
"Brown-headed Nuthatch",12,623
"Brown-headed Nuthatch",12,624
"Brown-headed Nuthatch",12,625
"Brown-headed Nuthatch",12,626
"Brown-headed Nuthatch",12,627
"Brown-headed Nuthatch",12,628
"Brown-headed Nuthatch",12,629
"Brown-headed Nuthatch",12,630
"Brown-headed Nuthatch",12,631
"Brown-headed Nuthatch",12,632
"Brown-headed Nuthatch",12,633
"Brown-headed Nuthatch",12,634
"Brown-headed Nuthatch",12,635
"Brown-headed Nuthatch",12,636
"Brown-headed Nuthatch",12,637
"Brown-headed Nuthatch",12,638
"Brown-headed Nuthatch",12,639
"Brown-headed Nuthatch",12,640
"Brown-headed Nuthatch",12,641
"Brown-headed Nuthatch",12,642
"Carolina Chickadee",13,643
"Carolina Chickadee",13,644
"Carolina Chickadee",13,645
"Carolina Chickadee",13,646
"Carolina Chickadee",13,647
"Carolina Chickadee",13,648
"Carolina Chickadee",13,649
"Carolina Chickadee",13,650
"Carolina Chickadee",13,651
"Carolina Chickadee",13,652
"Carolina Chickadee",13,653
"Carolina Chickadee",13,654
"Carolina Chickadee",13,655
"Carolina Chickadee",13,656
"Carolina Chickadee",13,657
"Carolina Chickadee",13,658
"Carolina Chickadee",13,659
"Carolina Chickadee",13,660
"Carolina Chickadee",13,661
"Carolina Chickadee",13,662
"Carolina Chickadee",13,663
"Carolina Chickadee",13,664
"Carolina Chickadee",13,665
"Carolina Chickadee",13,666
"Carolina Chickadee",13,667
"Carolina Chickadee",13,668
"Carolina Chickadee",13,669
"Carolina Chickadee",13,670
"Carolina Chickadee",13,671
"Carolina Chickadee",13,672
"Carolina Chickadee",13,673
"Carolina Chickadee",13,674
"Carolina Chickadee",13,675
"Carolina Chickadee",13,676
"Carolina Chickadee",13,677
"Carolina Chickadee",13,678
"Carolina Chickadee",13,679
"Carolina Chickadee",13,680
"Carolina Chickadee",13,681
"Carolina Chickadee",13,682
"Carolina Chickadee",13,683
"Carolina Chickadee",13,684
"Carolina Chickadee",13,685
"Carolina Chickadee",13,686
"Carolina Chickadee",13,687
"Carolina Chickadee",13,688
"Carolina Chickadee",13,689
"Carolina Chickadee",13,690
"Carolina Chickadee",13,691
"Carolina Chickadee",13,692
"Carolina Chickadee",13,693
"Carolina Chickadee",13,694
"Carolina Chickadee",13,695
"Carolina Chickadee",13,696
"Carolina Chickadee",13,697
"Carolina Chickadee",13,698
"Carolina Chickadee",13,699
"Carolina Chickadee",13,700
"Carolina Chickadee",13,701
"Carolina Chickadee",13,702
"Carolina Chickadee",13,703
"Carolina Chickadee",13,704
"Carolina Chickadee",13,705
"Carolina Chickadee",13,706
"Carolina Chickadee",13,707
"Carolina Chickadee",13,708
"Carolina Wren",14,709
"Carolina Wren",14,710
"Carolina Wren",14,711
"Carolina Wren",14,712
"Carolina Wren",14,713
"Carolina Wren",14,714
"Carolina Wren",14,715
"Carolina Wren",14,716
"Carolina Wren",14,717
"Carolina Wren",14,718
"Carolina Wren",14,719
"Carolina Wren",14,720
"Carolina Wren",14,721
"Carolina Wren",14,722
"Carolina Wren",14,723
"Carolina Wren",14,724
"Carolina Wren",14,725
"Carolina Wren",14,726
"Carolina Wren",14,727
"Carolina Wren",14,728
"Carolina Wren",14,729
"Carolina Wren",14,730
"Carolina Wren",14,731
"Carolina Wren",14,732
"Carolina Wren",14,733
"Carolina Wren",14,734
"Carolina Wren",14,735
"Carolina Wren",14,736
"Carolina Wren",14,737
"Carolina Wren",14,738
"Carolina Wren",14,739
"Carolina Wren",14,740
"Carolina Wren",14,741
"Carolina Wren",14,742
"Carolina Wren",14,743
"Carolina Wren",14,744
"Carolina Wren",14,745
"Carolina Wren",14,746
"Carolina Wren",14,747
"Carolina Wren",14,748
"Carolina Wren",14,749
"Carolina Wren",14,750
"Carolina Wren",14,751
"Carolina Wren",14,752
"Carolina Wren",14,753
"Carolina Wren",14,754
"Carolina Wren",14,755
"Carolina Wren",14,756
"Carolina Wren",14,757
"Carolina Wren",14,758
"Carolina Wren",14,759
"Carolina Wren",14,760
"Carolina Wren",14,761
"Carolina Wren",14,762
"Carolina Wren",14,763
"Carolina Wren",14,764
"Carolina Wren",14,765
"Carolina Wren",14,766
"Carolina Wren",14,767
"Carolina Wren",14,768
"Carolina Wren",14,769
"Carolina Wren",14,770
"Carolina Wren",14,771
"Carolina Wren",14,772
"Carolina Wren",14,773
"Carolina Wren",14,774
"Carolina Wren",14,775
"Carolina Wren",14,776
"Chimney Swift",15,777
"Chimney Swift",15,778
"Chimney Swift",15,779
"Chimney Swift",15,780
"Chimney Swift",15,781
"Chimney Swift",15,782
"Chimney Swift",15,783
"Chimney Swift",15,784
"Chimney Swift",15,785
"Chimney Swift",15,786
"Chimney Swift",15,787
"Chimney Swift",15,788
"Chimney Swift",15,789
"Chimney Swift",15,790
"Chimney Swift",15,791
"Chimney Swift",15,792
"Chimney Swift",15,793
"Chimney Swift",15,794
"Chimney Swift",15,795
"Chimney Swift",15,796
"Chimney Swift",15,797
"Chimney Swift",15,798
"Chimney Swift",15,799
"Chimney Swift",15,800
"Chimney Swift",15,801
"Chimney Swift",15,802
"Chimney Swift",15,803
"Chimney Swift",15,804
"Chimney Swift",15,805
"Chimney Swift",15,806
"Chimney Swift",15,807
"Chimney Swift",15,808
"Chimney Swift",15,809
"Chimney Swift",15,810
"Chimney Swift",15,811
"Chimney Swift",15,812
"Chimney Swift",15,813
"Chimney Swift",15,814
"Chimney Swift",15,815
"Chimney Swift",15,816
"Chimney Swift",15,817
"Chimney Swift",15,818
"Chimney Swift",15,819
"Chimney Swift",15,820
"Chimney Swift",15,821
"Chimney Swift",15,822
"Chimney Swift",15,823
"Chimney Swift",15,824
"Chimney Swift",15,825
"Chimney Swift",15,826
"Chimney Swift",15,827
"Chimney Swift",15,828
"Chimney Swift",15,829
"Chimney Swift",15,830
"Chimney Swift",15,831
"Chimney Swift",15,832
"Chimney Swift",15,833
"Chimney Swift",15,834
"Chimney Swift",15,835
"Chimney Swift",15,836
"Chipping Sparrow",16,837
"Chipping Sparrow",16,838
"Chipping Sparrow",16,839
"Chipping Sparrow",16,840
"Chipping Sparrow",16,841
"Chipping Sparrow",16,842
"Chipping Sparrow",16,843
"Chipping Sparrow",16,844
"Chipping Sparrow",16,845
"Chipping Sparrow",16,846
"Chipping Sparrow",16,847
"Chipping Sparrow",16,848
"Chipping Sparrow",16,849
"Chipping Sparrow",16,850
"Chipping Sparrow",16,851
"Chipping Sparrow",16,852
"Chipping Sparrow",16,853
"Chipping Sparrow",16,854
"Chipping Sparrow",16,855
"Chipping Sparrow",16,856
"Chipping Sparrow",16,857
"Chipping Sparrow",16,858
"Chipping Sparrow",16,859
"Chipping Sparrow",16,860
"Chipping Sparrow",16,861
"Chipping Sparrow",16,862
"Chipping Sparrow",16,863
"Chipping Sparrow",16,864
"Chipping Sparrow",16,865
"Chipping Sparrow",16,866
"Chipping Sparrow",16,867
"Chipping Sparrow",16,868
"Chipping Sparrow",16,869
"Chipping Sparrow",16,870
"Chipping Sparrow",16,871
"Chipping Sparrow",16,872
"Chipping Sparrow",16,873
"Chipping Sparrow",16,874
"Chipping Sparrow",16,875
"Chipping Sparrow",16,876
"Chipping Sparrow",16,877
"Chipping Sparrow",16,878
"Chipping Sparrow",16,879
"Chipping Sparrow",16,880
"Chipping Sparrow",16,881
"Chipping Sparrow",16,882
"Chipping Sparrow",16,883
"Chipping Sparrow",16,884
"Chipping Sparrow",16,885
"Chipping Sparrow",16,886
"Chipping Sparrow",16,887
"Chipping Sparrow",16,888
"Chipping Sparrow",16,889
"Chipping Sparrow",16,890
"Chipping Sparrow",16,891
"Chipping Sparrow",16,892
"Chipping Sparrow",16,893
"Chipping Sparrow",16,894
"Chipping Sparrow",16,895
"Chipping Sparrow",16,896
"Chipping Sparrow",16,897
"Chipping Sparrow",16,898
"Chipping Sparrow",16,899
"Chipping Sparrow",16,900
"Chipping Sparrow",16,901
"Chipping Sparrow",16,902
"Chipping Sparrow",16,903
"Chipping Sparrow",16,904
"Common Grackle",17,905
"Common Grackle",17,906
"Common Grackle",17,907
"Common Grackle",17,908
"Common Grackle",17,909
"Common Grackle",17,910
"Common Grackle",17,911
"Common Grackle",17,912
"Common Grackle",17,913
"Common Grackle",17,914
"Common Grackle",17,915
"Common Grackle",17,916
"Common Grackle",17,917
"Common Grackle",17,918
"Common Grackle",17,919
"Common Grackle",17,920
"Common Grackle",17,921
"Common Grackle",17,922
"Common Grackle",17,923
"Common Grackle",17,924
"Common Grackle",17,925
"Common Grackle",17,926
"Common Grackle",17,927
"Common Grackle",17,928
"Common Grackle",17,929
"Common Grackle",17,930
"Common Grackle",17,931
"Common Grackle",17,932
"Common Grackle",17,933
"Common Grackle",17,934
"Common Grackle",17,935
"Common Grackle",17,936
"Common Grackle",17,937
"Common Grackle",17,938
"Common Grackle",17,939
"Common Grackle",17,940
"Common Grackle",17,941
"Common Grackle",17,942
"Common Grackle",17,943
"Common Grackle",17,944
"Common Grackle",17,945
"Common Grackle",17,946
"Common Grackle",17,947
"Common Grackle",17,948
"Common Grackle",17,949
"Common Grackle",17,950
"Common Grackle",17,951
"Common Grackle",17,952
"Common Grackle",17,953
"Common Grackle",17,954
"Common Grackle",17,955
"Common Grackle",17,956
"Common Grackle",17,957
"Common Grackle",17,958
"Common Yellowthroat",18,959
"Common Yellowthroat",18,960
"Common Yellowthroat",18,961
"Common Yellowthroat",18,962
"Common Yellowthroat",18,963
"Common Yellowthroat",18,964
"Common Yellowthroat",18,965
"Common Yellowthroat",18,966
"Common Yellowthroat",18,967
"Common Yellowthroat",18,968
"Common Yellowthroat",18,969
"Common Yellowthroat",18,970
"Common Yellowthroat",18,971
"Common Yellowthroat",18,972
"Common Yellowthroat",18,973
"Common Yellowthroat",18,974
"Common Yellowthroat",18,975
"Common Yellowthroat",18,976
"Common Yellowthroat",18,977
"Common Yellowthroat",18,978
"Common Yellowthroat",18,979
"Common Yellowthroat",18,980
"Common Yellowthroat",18,981
"Common Yellowthroat",18,982
"Common Yellowthroat",18,983
"Common Yellowthroat",18,984
"Common Yellowthroat",18,985
"Common Yellowthroat",18,986
"Common Yellowthroat",18,987
"Common Yellowthroat",18,988
