"rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat","sp_id","spqrt_standard","slope","raw","flag_rhat","flag_neff"
"a",-0.069207090311691,0.000193441754758043,0.013691858374415,-0.0964323774989178,-0.0785805053966921,-0.0691390505783487,-0.0601623376693878,-0.0423934564292818,5009.84570166976,0.99935732011936,NA,NA,NA,NA,FALSE,FALSE
"sig_spqrt",0.0750221940132862,0.00223954424216711,0.0419735063433488,0.0047515514012048,0.0415328044468312,0.0740976230025801,0.106384303113381,0.156102282984212,351.262031027464,1.00682940100378,NA,NA,NA,NA,TRUE,TRUE
"gamma_b",-0.0851707214410807,0.00835805326834812,0.616707700307692,-1.30368408677821,-0.490445629663312,-0.09229124464464,0.324597030458277,1.13949431504659,5444.38053803538,1.00016562485986,NA,NA,NA,NA,FALSE,FALSE
"sig_b",0.919565539533192,0.0133711845869355,0.641437689581465,0.0392883920475306,0.397042653410616,0.820759320593186,1.30914002411079,2.3738904108016,2301.27850406296,0.999920380504096,NA,NA,NA,NA,FALSE,FALSE
"kappa_uai",0.952852232330267,0.00813446365609524,0.642159748882522,-0.336979702113587,0.52601597099492,0.961100661048377,1.39591466605346,2.18214947492291,6232.01247537444,0.999003129357063,NA,NA,NA,NA,FALSE,FALSE
"kappa_forest",-1.11561448456387,0.0105447083385456,0.737854045340128,-2.58120452878124,-1.61042063278966,-1.10481304925415,-0.609150255542017,0.33864858303918,4896.34241470322,0.999466157933499,NA,NA,NA,NA,FALSE,FALSE
"c_obs",0.0590924355007352,0.000664584874239259,0.0453636052930019,-0.028398762269602,0.0286429020950085,0.0606033228379955,0.0897117650569952,0.146081541851651,4659.23076259259,0.999687442780312,NA,NA,NA,NA,FALSE,FALSE
"sigma",1.36298153176894,0.000181900693719491,0.00918900066135071,1.34553203078508,1.35660385615974,1.36281845579891,1.36917671241489,1.38208179522138,2551.92469660684,0.999153133193724,NA,NA,NA,NA,FALSE,FALSE
"a_spqrt[1]",0.00055198968126048,0.00119632574521684,0.079064155214081,-0.166457676111929,-0.0379183659401147,0.000170088711184243,0.039643437530878,0.168975430616151,4367.77614432437,0.99999721873252,NA,1,NA,NA,FALSE,FALSE
"a_spqrt[2]",0.00571035035243553,0.00110847917620547,0.0826263868439265,-0.167065789159136,-0.0330694797798363,0.00110618359894881,0.0428663116179652,0.186317827881739,5556.25854397605,0.999109777618014,NA,2,NA,NA,FALSE,FALSE
