"rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat","sp_id","spqrt_standard","slope","raw","flag_rhat","flag_neff"
"a",-0.0585224638355555,0.000140155813734461,0.00966015918346957,-0.0773856017587032,-0.0650266424688377,-0.0586016348395006,-0.052000823998262,-0.0392227085919787,4750.57666786951,0.999064611564496,NA,NA,NA,NA,FALSE,FALSE
"sig_spqrt",0.0187020659341395,0.000397142053714817,0.0141444101564953,0.000742447694036071,0.00734619018559239,0.016011763507972,0.0267208665488143,0.0521425223574824,1268.46336358831,1.00214991502195,NA,NA,NA,NA,FALSE,TRUE
"gamma_b",-0.626121920183207,0.0132901933821829,0.96867204537291,-2.46715265346842,-1.29113786764791,-0.631094314762701,0.02322583783272,1.27753379876043,5312.40201659371,0.999441503636734,NA,NA,NA,NA,FALSE,FALSE
"sig_b",0.833471714043251,0.0113108808692441,0.629444314100022,0.0267468262734312,0.329662369963403,0.70081198351405,1.21400615106987,2.31295479761755,3096.86143005919,0.999690273327196,NA,NA,NA,NA,FALSE,FALSE
"kappa_uai",-0.162738666949586,0.0115263059931719,0.947535694214651,-2.03544328410197,-0.786427420937126,-0.155901185344744,0.46351340716001,1.71917421759453,6757.88611327855,0.999142605022464,NA,NA,NA,NA,FALSE,FALSE
"kappa_forest",2.67199238631527,0.0292505689753592,2.40178416594882,-2.0813893987783,1.05729912871953,2.67783637202284,4.27636411206981,7.34739902261317,6742.16409005022,0.999391914199391,NA,NA,NA,NA,FALSE,FALSE
"c_obs",0.0378115801293793,0.000346744210187239,0.0278477047805976,-0.0171488786244277,0.0185504575059801,0.0374572750766279,0.0571998835305659,0.0913487831273694,6450.00982664569,0.99924985645823,NA,NA,NA,NA,FALSE,FALSE
"sigma",1.30138817455296,0.000114790850229019,0.00621406893984213,1.28902223752363,1.29736735993601,1.30133192985953,1.30536305920699,1.31387819796186,2930.47208618092,1.0010664073825,NA,NA,NA,NA,FALSE,FALSE
"a_spqrt[1]",0.000485526869283327,0.00033872388057454,0.0223374392734026,-0.0468757359402408,-0.00803605812742649,0.0000305988199373318,0.00855680222007228,0.0510817305702873,4348.85709999072,1.0000853459507,NA,1,NA,NA,FALSE,FALSE
"a_spqrt[2]",0.0000507570844671995,0.000360055849397113,0.0231772238696218,-0.0499099012058542,-0.00808501075294622,-0.0000130186502620191,0.00797158336953747,0.0524153830331591,4143.65023698469,0.999137737761416,NA,2,NA,NA,FALSE,FALSE
"a_spqrt[3]",0.00053070665481671,0.000317075588546735,0.0222653809483484,-0.0467886132629517,-0.00797999381855572,0.00002151818824437,0.00859649542047491,0.0514213491791993,4930.99594780332,0.999306690506613,NA,3,NA,NA,FALSE,FALSE
"a_spqrt[4]",0.000795676335534519,0.000395309861409205,0.0230999275374088,-0.0482439924063565,-0.00800913664864317,0.0000330992380240277,0.00897786392035336,0.054157070579055,3414.64797915559,1.00078225236592,NA,4,NA,NA,FALSE,FALSE
"a_spqrt[5]",0.000419798344190594,0.000445611743499117,0.0238751230759775,-0.0528950613861443,-0.0082039323083637,0.0000548447754190689,0.00886052598560903,0.0537540709779947,2870.63504831243,0.999906586508355,NA,5,NA,NA,FALSE,FALSE
"a_spqrt[6]",-0.00101205078441791,0.000359659821347616,0.0239951329720321,-0.0557134916428775,-0.00952503411576213,-0.000133026510821846,0.00826413809789613,0.0512556455575474,4451.05000649799,0.999148869620066,NA,6,NA,NA,FALSE,FALSE
"a_spqrt[7]",0.000755236036739838,0.000336810119408982,0.0233406277293948,-0.0487062476118779,-0.00822767609682965,0.00010836178845715,0.00913105287361253,0.0523239131120683,4802.36097437882,0.999993608576203,NA,7,NA,NA,FALSE,FALSE
"a_spqrt[8]",-0.000132594816228418,0.000376812892369283,0.0230920295356711,-0.0508661291082678,-0.00904534624707818,-0.0000938000678847934,0.00829181185611469,0.0506127452790282,3755.54267869179,1.00066915132007,NA,8,NA,NA,FALSE,FALSE
"a_spqrt[9]",-0.000156822435006077,0.000394072950137042,0.0239940242827869,-0.0510130831652962,-0.00934250463739486,-0.000170838974883083,0.00794820411854279,0.0522177873998907,3707.25908196679,0.999431680917218,NA,9,NA,NA,FALSE,FALSE
"a_spqrt[10]",0.000467539713346692,0.000337578734775992,0.0226853810483602,-0.048618435979331,-0.00801123518133777,0.000179210270398913,0.00894135259518792,0.0482668912986869,4515.87586014393,0.99947711451558,NA,10,NA,NA,FALSE,FALSE
"a_spqrt[11]",0.000377088096118274,0.000339216773415809,0.0228597010982616,-0.0509364872275626,-0.00753678352546325,0.0000904455899204058,0.00866016808287463,0.0497603986833621,4541.36550866361,1.00029824124054,NA,11,NA,NA,FALSE,FALSE
"a_spqrt[12]",0.00187095056709799,0.00052372108069514,0.024632646788417,-0.0468780483333835,-0.00769099511448006,0.000134878951537795,0.00962710046312327,0.0594119831717367,2212.18808169584,1.00030585906966,NA,12,NA,NA,FALSE,FALSE
"a_spqrt[13]",0.000765309194170786,0.000387860777106503,0.0240863630720205,-0.0490474321461035,-0.00797016289598673,0.0000162972429136465,0.00892715887241614,0.0573239929695102,3856.47686619612,0.999774927164609,NA,13,NA,NA,FALSE,FALSE
"a_spqrt[14]",0.000934137407551496,0.000318616641985757,0.022597529079212,-0.0485476668314403,-0.00746390006052235,0.000178645329321268,0.0097685541060497,0.0512970313103723,5030.19702004313,1.00062605043594,NA,14,NA,NA,FALSE,FALSE
"a_spqrt[15]",0.00045013601941708,0.000348140803840847,0.0233065213292529,-0.0457715035584558,-0.00855326494704352,0.0000160462098977093,0.00817985728275307,0.053470993934238,4481.72348623256,0.999493071148558,NA,15,NA,NA,FALSE,FALSE
