"aou","species_code","climate_vol","ssi","shannonE_diet","mean_area","mean_occ","Trend","logMass","log_Brange_Area","Brange_Area_km2","overlap"
4880,"amecro",1.56796752154847,1.00189505973914,0.819382002601611,0.0387789489657863,0.00379566563467492,-0.003,2.660865478,7.058224596,11434695.29,0.766283328250926
4900,"fiscro",0.245113085762428,1.46960968736456,0.676245626185712,1.09468057297773,0.372800586510264,0.466,2.438937701,5.987372376,971342.4668,0.977300652111854
6140,"treswa",1.16320504786043,0.700439682326962,0.141181741504608,-0.0504356359227556,0.0603364694053433,-1.306,1.301029996,7.067446942,11680110.25,0.568030324183769
6150,"vigswa",3.05118107726414,1.07175520445371,0,0.667739346974864,0.0067260579064588,-0.882,1.146128036,6.784798723,6092544.676,0.559178025291459
6170,"nrwswa",2.37693119799965,0.982650091330195,0,-0.111130524804488,-0.0488603988603989,-0.532,1.204119983,6.991984513,9817129.342,0.770062176118241
7360,"carchi",0.249859924966821,1.29770663839154,0.292285253238629,0.0151382816473783,-0.00241958041958042,-0.524,1.041392685,6.349867324,2238037.319,1
7350,"bkcchi",1.04224357514199,1.11365486994166,0.412697251504221,-0.2058716300715,-0.0107889344262295,0.478,1.041392685,6.944058862,8791416.628,0.685032659771459
7310,"tuftit",0.326361508157226,1.35864607860063,0.292285253238629,0.0991739492839906,0.0811022962761392,0.987,1.342422681,6.472566395,2968700.561,0.997414692324632
7280,"rebnut",1.27895009124658,1.11704939141774,0.301029995663981,0.804911293053662,0.0276384083044983,1.165,1,6.852614261,7122201.57,0.784242425991854
7270,"whbnut",1.95009842547892,1.28369160336369,0.301029995663981,0.206669299740379,0.051052870777155,1.719,1.322219295,6.934910196,8608157.338,0.884633185078531
7290,"bnhnut",0.106123613785136,1.79303983388761,0.292285253238629,0.198884229589268,-0.167765174739424,-0.444,1,5.974030816,941956.4317,0.992630459412332
7150,"rocwre",2.43875193418708,1.49634519673542,0.217322011273649,0.327955964386199,-0.00416393442622951,-1.529,1.230448921,6.734154841,5421941.675,0.758386648832801
7222,"winwre3",0.272631986603244,1.26692908842839,NA,0.302283399463315,0.00824296983336743,0.707,NA,NA,NA,0.813030535670219
7250,"marwre",1.09529768320215,1.64841436498679,0,-0.287064141045065,-0.00190750063858013,1.953,1.070037867,6.685303794,4845111.7,0.810635273455481
7180,"carwre",0.469575342728183,1.24064962955123,0.472903250637018,0.264558791258491,0.21679753820034,1.2,1.278753601,6.507589904,3218028.633,0.892118945576927
7190,"bewwre",1.80777419029867,1.57144748825916,0.217322011273649,-0.187933271156178,-0.0532,-0.803,1,6.518923403,3303112.786,0.736680368756001
7510,"buggna",1.96245052679455,0.966212471124368,0,0.405850003851728,0.118754060545007,0.223,0.77815125,6.818565266,6585143.843,0.693654349912791
7480,"gockin",1.28220870432579,1.15228772789403,0,0.603832001923023,0.00740577996920253,-0.688,0.795880017,6.796179824,6254316.053,0.755597875798228
7660,"easblu",0.940138191610142,1.16900202169828,0.265294995574121,0.252048277967883,0.0750590486752875,1.501,1.505149978,6.736925923,5456647.8,0.856892777655436
7680,"moublu",0.876762211692033,1.64606463989244,0.389972873353915,-0.336321446583902,-0.0169943502824859,-0.493,1.477121255,6.639805378,4363202.581,0.666047375063603
7580,"swathr",0.841920275504825,0.816546108715379,0.292285253238629,0.110858599142587,-0.00144749596122779,-0.761,1.491361694,6.876903667,7531884.768,0.512612022464551
7550,"woothr",0.466647486660351,1.53281536307901,0.292285253238629,-0.0775156473105691,-0.0588619528619529,-1.794,1.672097858,6.542935271,3490882.819,0.790443782998674
7610,"amerob",1.98688040847101,0.552087304214273,0.301029995663981,0.0859643510807633,-0.00578550724637681,0.04,1.886490725,7.215224635,16414385.72,0.558527695636409
7040,"grycat",1.12863653205645,1.39976599724212,0.292285253238629,0.0741404660151509,-0.0345480494766889,-0.035,1.568201724,6.833422672,6814322.318,0.856580486034694
7050,"brnthr",0.710483859888351,1.29528511547088,0.447172622283296,-0.126761611745247,-0.0628175182481752,-1.039,1.838849091,6.753662217,5671033.561,0.982792317403858
7030,"normoc",2.25389710161741,1.04750571595313,0.301029995663981,0.00437896233852268,0.00348444502175749,-0.544,1.69019608,7.006082085,10141030.42,0.811781960978807
6190,"cedwax",0.987321255466881,1.02806044782597,0.348225372857224,0.224401563815764,0.0901374407582938,0.153,1.511883361,6.870241991,7417234.178,0.690692204908473
5190,"houfin",2.4170801622802,1.36493540511458,0.570590870752304,1.85272620755868,0.226216981132075,0.08,1.322219295,6.878114594,7552914.938,0.789802851075495
5170,"purfin",0.817898502712286,1.30103046478294,0.638764005203223,-0.0649840453177719,-0.016202713631054,-1.136,1.397940009,6.655055607,4519138.031,0.775438709619508
5330,"pinsis",1.69515853245487,0.945446925234791,0.40843137199002,0.00672943504208181,-0.00490632140137091,-3.321,1.176091259,6.891129782,7782690.902,0.700056499279563
5300,"lesgol",3.1725713048586,1.50499859452376,0.570590870752304,0.56109093427892,0.0406289308176101,0.782,1,6.595872242,3943412.803,0.528773020121424
5290,"amegfi",1.21840206001428,1.32645803724581,0.472903250637018,0.0289365301027699,0.00560885608856089,-0.195,1.122215878,6.875649404,7510163.713,0.897678464601425
6760,"louwat",0.245681822271599,1.91717171636494,0.277528010406445,0.175852341530019,0.00823434125269978,0.764,1.322219295,6.38207285,2410309.708,0.574122776713181
6410,"buwwar",0.14646127467959,1.87818006566662,0,-0.00433873704780637,-0.00501932485396817,-1.114,0.903089987,6.251148041,1782986.441,0.765346331449427
6370,"prowar",0.234132714674832,1.43020358553626,0.40843137199002,0.0781314625603163,-0.0502659279778393,-1.108,1.197280558,6.336978774,2172594.992,0.603435715623709
6450,"naswar",0.50009998338185,1.33390054593157,0.277528010406445,0.0971303172735816,-0.00301161194443395,-0.108,0.954242509,6.441635588,2764620.908,0.794787821013649
6840,"hoowar",0.30566597404421,1.51065971282924,0,0.0710622669052692,0.0476298701298701,1.356,1.031408464,6.302559614,2007056.572,0.696005421555393
6570,"magwar",0.225727298857571,1.25335712142897,0,-0.0813379722777525,0.00312989045383412,0.469,0.977723605,6.562045073,3647918.046,0.654048550787024
