"rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat","sp_id","spqrt_standard","slope","raw","flag_rhat","flag_neff"
"a",-0.763646910586136,0.0139355362114003,0.163371846691734,-1.10847664252436,-0.870806506479967,-0.75005315100292,-0.646822169787747,-0.458389402127964,137.438076384619,1.05114760620185,NA,NA,NA,NA,TRUE,TRUE
"sig_sp",1.07414311347123,0.00763271295794358,0.103971628675276,0.891880134744837,0.999021414938115,1.06272528447898,1.13925301377293,1.3083926611249,185.554646329465,1.03793349621558,NA,NA,NA,NA,TRUE,TRUE
"b_landcover_change[1]",0.93101773690376,0.136598167950105,2.19541860524744,-3.40488153846749,-0.397217155421355,0.756871010405246,2.23266823322456,5.59413836660766,258.312207833451,1.02480965831198,1,NA,"landcover, dev+barren",NA,TRUE,TRUE
"b_landcover_change[2]",-1.51765575207497,0.078751508140121,0.944232694267783,-3.38035318803921,-2.06449446799616,-1.63531478223821,-0.955565567747084,0.467496499584543,143.760743007989,1.01843177995451,2,NA,"landcover, dev+barren",NA,TRUE,TRUE
"b_landcover_change[3]",-1.71319478344859,0.0845065834372093,1.03369981216541,-3.62992921199241,-2.32783124120641,-1.79874684667557,-1.08203951870482,0.457243194796979,149.626248505129,1.01948840305257,3,NA,"landcover, dev+barren",NA,TRUE,TRUE
"b_landcover_change[4]",-2.15291593170546,0.15438738055058,1.47962085085469,-4.70973379365861,-3.23639155840665,-2.3472488937816,-1.13892985910624,1.13856247875335,91.8496039780833,1.0802749045506,4,NA,"landcover, dev+barren",NA,TRUE,TRUE
"b_landcover_change[5]",-1.82162120215972,0.0954934995447649,1.11629821442831,-4.07366359867874,-2.52672641302368,-1.89052074792993,-1.14753922780777,0.467726326151707,136.651008675264,1.02482132335429,5,NA,"landcover, dev+barren",NA,TRUE,TRUE
"b_landcover_change[6]",-0.5679772951896,0.0987826269894562,1.24321298050504,-2.95390717280202,-1.2862589615151,-0.749100884703468,0.206186636429326,2.01476737132246,158.390791515284,1.02384771793465,6,NA,"landcover, dev+barren",NA,TRUE,TRUE
"b_landcover_change[7]",-1.05894985572884,0.249011696315728,1.83828883390016,-4.63619244922147,-2.40400675086218,-1.01865102940269,0.509347031630702,2.34154453205493,54.498933660624,1.091960129266,7,NA,"landcover, dev+barren",NA,TRUE,TRUE
"b_landcover_change[8]",-1.35858809221276,0.0766929489292378,0.91403473425928,-3.10032643971109,-1.91457877831058,-1.43393210794167,-0.824790645285557,0.666945946418136,142.041262893924,1.0200497978812,8,NA,"landcover, dev+barren",NA,TRUE,TRUE
