"rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat","sp_id","spqrt_standard","slope","raw","flag_rhat","flag_neff"
"a",-0.374412981078914,0.0791763591164676,0.302189072714967,-0.955883135591868,-0.589559290657506,-0.378969466618233,-0.151168699938502,0.190648343678053,14.566877159265,1.1614322257411,NA,NA,NA,NA,TRUE,TRUE
"sig_sp",0.600365386731079,0.00819872792512918,0.13521491880272,0.337987674795914,0.511747245683547,0.592317257135124,0.684778007192246,0.886595316353895,271.992090024703,1.01350227440828,NA,NA,NA,NA,TRUE,TRUE
"b_landcover_change[1]",1.55215759889698,1.48375867433887,3.8813285289416,-5.79183678170116,-1.24924852860672,1.17781021644242,4.72609602837969,7.65482099396332,6.84280662308394,1.32841941150835,1,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[2]",0.389240957612294,0.162611573408242,1.1908532181283,-2.07464180629062,-0.475259692854047,0.477039294186018,1.22234080601493,2.4668532324794,53.6307123145497,1.0797297792867,2,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[3]",0.372877806104624,0.111731385712329,1.19091824254852,-2.0242940064088,-0.427311656940459,0.56016548740686,1.0703256891734,2.72434797179512,113.609206287149,1.04436310492873,3,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[4]",0.186668417955402,0.157949212556889,1.65079448045703,-3.09568805641418,-0.690212104696991,0.0412660581004247,1.10417675851156,3.98290911915786,109.232301947722,1.02910842724989,4,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[5]",0.221914020994288,0.115519075176925,1.34303931245581,-2.36691874950262,-0.558610586984307,0.226405614040462,0.863387688178851,3.17125726968033,135.166803562882,1.01424240140973,5,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[6]",0.865780472310811,0.746518819181687,1.99879814497358,-2.8973113745313,-0.647408185206565,0.756284635677293,2.72089632829365,3.90415480802437,7.16896325774072,1.29381414580645,6,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[7]",0.413022063474492,0.250816711926675,2.15108853163738,-4.1577826039489,-1.04183898086796,0.723647773558443,1.84861207299626,4.42505211230453,73.5535484677178,1.04277585265476,7,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[8]",0.42172550416879,0.195830182886303,1.19250043923101,-1.97366233552279,-0.423347955584835,0.466203374437042,1.38487168236104,2.34297044537994,37.0815463357117,1.10219318399832,8,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[9]",0.347853839749346,0.126100472727134,1.17740356246933,-2.06005964666142,-0.48360044664102,0.522189121565748,1.15133557872475,2.49287125893811,87.1800797003141,1.04734236081985,9,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[10]",0.185211334610523,0.138744796255482,1.48980761365469,-2.67344234098112,-0.585939389652167,0.116807425833726,0.967982599792933,3.54388978850075,115.299379953943,1.02457893072485,10,NA,"landcover, forest_negative",NA,TRUE,TRUE
"b_landcover_change[11]",0.221332728393492,0.118146316369159,1.33375724569118,-2.38601607828569,-0.525448421442547,0.260061673178097,0.858882585094107,3.17136001415001,127.442186074076,1.0184461335525,11,NA,"landcover, forest_negative",NA,TRUE,TRUE
