# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=2118644611
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model/simple_bayes_observer_only/_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,a.1.1,a.2.1,a.3.1,a.4.1,a.5.1,a.6.1,a.7.1,a.8.1,a.9.1,a.10.1,a.11.1,a.12.1,a.13.1,a.14.1,a.15.1,a.16.1,a.17.1,a.18.1,a.19.1,a.20.1,a.21.1,a.22.1,a.23.1,a.24.1,a.25.1,a.26.1,a.27.1,a.28.1,a.29.1,a.30.1,a.31.1,a.32.1,a.33.1,a.34.1,a.1.2,a.2.2,a.3.2,a.4.2,a.5.2,a.6.2,a.7.2,a.8.2,a.9.2,a.10.2,a.11.2,a.12.2,a.13.2,a.14.2,a.15.2,a.16.2,a.17.2,a.18.2,a.19.2,a.20.2,a.21.2,a.22.2,a.23.2,a.24.2,a.25.2,a.26.2,a.27.2,a.28.2,a.29.2,a.30.2,a.31.2,a.32.2,a.33.2,a.34.2,a_bar.1,a_bar.2,sigma_a,gamma_b,sig_b
987.151,0.585081,0.425085,3,7,0,-950.765,0.054139,-0.0631004,-0.969112,-0.954408,-2.84089,-0.790988,-1.39339,-1.67462,-1.00372,-2.12319,-0.198744,-0.879492,-1.24727,-1.74216,-0.170269,-0.796969,-0.590753,-0.349125,-5.72395,-2.41071,-0.881295,-1.2394,-0.0311477,-0.326003,-0.744089,-0.342135,-2.03429,-1.68616,0.0485132,-0.0975951,0.355692,-1.21305,-0.890109,-1.00383,-2.41,-1.58143,1.50462,2.40889,1.25341,0.637488,1.87365,2.21384,2.16247,1.70687,1.73531,1.63456,2.34619,1.99319,1.80371,2.86159,0.0677346,2.3013,1.94368,-0.485589,1.04869,1.54852,2.33975,1.89303,1.79027,2.02639,1.89068,1.87089,2.87365,2.4819,2.78067,2.23943,2.01932,1.91374,1.7833,0.688748,1.20431,0.429992,1.967,0.219543,0.286806
988.467,0.690171,0.300333,4,15,0,-954.945,0.0522187,-0.0617173,-0.61691,-1.41413,-3.03544,-1.08773,-0.960264,-2.15514,-0.901444,-3.15302,-0.513125,-0.975027,-1.07193,-3.00948,-0.35402,-1.00112,-0.835464,-0.237601,-2.74163,-5.94693,-0.402202,-1.28733,-0.00994884,-0.454355,-1.39076,-0.492123,-1.38918,-1.31335,0.391852,0.109772,0.416576,-1.03477,-0.726091,-1.68281,-2.81836,-2.36711,1.54249,1.94381,1.30315,0.711362,1.26358,2.208,2.20793,1.53745,2.35012,1.76013,2.83026,1.94766,2.06939,2.85056,0.508941,2.38768,1.65818,0.530196,1.34402,1.17799,2.36444,1.99584,1.97822,2.09501,1.85067,1.65757,2.80165,2.30019,2.8298,1.8313,1.57699,2.05249,1.82704,0.918527,0.973308,0.341418,1.73335,-0.100462,0.291788
989.775,0.686393,0.252383,4,15,0,-948.59,0.0541119,-0.0644951,-1.18803,-1.15954,-2.29843,-0.768818,-1.52961,-1.78333,-0.90622,-2.35365,-0.220587,-0.609611,-1.49972,-1.80198,-0.151502,-0.944746,-0.616995,-0.346228,-3.85437,-2.29085,-0.853098,-1.24098,-0.0751888,-0.237752,-0.583108,-0.339468,-2.04226,-1.87334,0.0204455,-0.0355899,0.327046,-1.47759,-0.725608,-0.776664,-2.58041,-1.63282,1.57646,2.26762,1.37342,0.506782,1.93828,2.21218,2.17441,1.74985,1.74875,1.7235,2.46889,1.9559,1.80255,2.84931,0.402873,2.18748,1.90966,-0.630681,1.28847,1.589,2.34996,1.91164,1.73103,2.06001,1.94366,1.85986,2.77575,2.31494,2.70577,2.20029,1.90085,1.94207,1.81398,0.689241,1.82231,0.406858,1.86657,-0.0169267,0.124813
982.697,0.984708,0.211029,4,15,0,-943.787,0.0557868,-0.0647677,-0.828244,-1.05798,-3.19443,-0.997872,-0.877725,-2.37623,-1.50518,-1.34575,-0.506083,-0.664734,-1.19503,-2.2587,-0.38264,-0.960268,-0.880531,-0.190568,-2.91544,-5.75181,-0.648908,-1.09178,-0.318531,-0.579952,-1.1499,-0.409776,-1.62717,-1.74839,0.132948,-0.0366005,0.267292,-1.31021,-0.657622,-1.48752,-2.12925,-1.56742,1.30153,2.21315,1.28329,0.804265,1.70389,2.17063,2.27271,1.51493,1.8906,1.79179,2.46174,2.007,2.11259,2.88559,0.153935,2.28355,1.63657,-0.038771,1.25604,1.376,2.22264,1.92368,1.65029,2.24573,1.77588,1.97383,2.99817,2.23119,2.7993,1.94089,1.71574,1.81107,1.91305,1.13069,2.30442,0.456024,1.55939,0.0959787,0.137246
995.203,1,0.286266,4,15,0,-951.529,0.0558487,-0.0653558,-1.04164,-1.28923,-2.65489,-1.02115,-1.73539,-1.68407,-0.522511,-2.57895,-0.512152,-0.964226,-0.753745,-2.21157,-0.386017,-0.964263,-0.539294,-0.327229,-3.77326,-3.35975,-0.548657,-1.53066,0.0594383,-0.611207,-1.24449,-0.489919,-1.94913,-1.86958,0.209702,-0.00250851,0.29372,-1.24833,-0.887583,-1.29551,-1.88934,-2.5036,1.56013,2.11948,1.39721,0.648531,1.46649,2.20153,2.19814,1.92709,2.12267,1.66831,2.34268,1.89267,1.85175,2.91601,0.539403,2.30871,1.85631,-0.0019767,1.26293,1.51941,2.36448,2.03978,2.01844,1.92422,1.84713,1.5347,2.82712,2.55814,2.73867,2.12873,1.83828,2.0305,1.7384,0.85038,0.278977,0.159544,2.09379,-0.0175445,0.148002
994.712,0.875385,0.397232,4,15,0,-956.704,0.0466574,-0.0619455,-0.598241,-0.97516,-2.78773,-0.769625,-0.704555,-2.33271,-1.12491,-2.40524,-0.19787,-0.758136,-1.38984,-2.50411,-0.0381089,-0.656406,-0.549169,-0.143802,-2.68666,-4.18997,-0.577988,-1.15723,-0.241678,-0.10069,-0.731935,-0.258633,-1.41442,-1.06112,0.281124,0.182589,0.561,-1.548,-0.369103,-0.95791,-2.5044,-1.02151,1.65929,2.37693,1.28734,0.739188,1.71374,2.20597,2.25269,1.46545,2.11129,1.76955,2.73647,1.79553,2.04572,2.87436,-0.1535,2.37284,1.74496,-0.0692568,1.28301,1.30715,2.43006,1.87972,1.67677,2.21652,1.87914,1.78647,2.84923,2.1192,2.94704,1.92011,1.63553,1.98148,1.856,0.926212,1.44464,0.828161,1.60699,-0.0707703,0.215595
992.153,0.107392,0.450178,3,15,0,-959.361,0.0497847,-0.0602221,-0.750131,-1.21875,-3.15669,-0.875071,-1.35039,-1.29681,-0.640875,-2.05739,-0.265237,-0.771412,-1.64637,-2.46787,-0.264771,-0.978664,-0.491014,-0.472047,-3.6021,-2.99834,-0.434102,-1.16964,0.173634,-0.591076,-0.906145,-0.356104,-1.68935,-2.10842,0.358055,0.0935641,0.410762,-1.27982,-0.73492,-1.26768,-2.12955,-2.35251,1.29597,1.90154,1.44909,0.434148,1.5343,2.10779,1.91956,1.85417,2.08573,1.63886,2.47183,2.02805,1.74805,2.81424,0.733942,2.1808,1.6574,-0.26085,1.1903,1.34248,2.28528,2.00734,1.90486,1.94475,1.84461,1.79114,2.81087,2.50042,2.6241,1.96177,1.85872,2.00062,1.72236,0.92639,0.330468,-0.0827273,1.78463,-0.0885355,0.192138
993.468,0.95257,0.148883,5,31,0,-955.332,0.0543401,-0.0583865,-0.674139,-0.766956,-3.06592,-1.1997,-1.45274,-1.65082,-0.871486,-1.92436,-0.195246,-0.926746,-1.86479,-2.39044,-0.298764,-0.925404,-0.511694,-0.368174,-3.6437,-3.38771,-0.258667,-1.16104,-0.0404399,-0.536179,-0.959572,-0.370812,-1.6172,-1.61863,0.220878,0.0752681,0.346225,-1.25235,-0.525727,-1.43144,-2.54286,-2.3474,1.31211,1.98292,1.52205,0.656819,1.42817,2.0437,1.90904,1.82149,2.16454,1.65286,2.57418,1.99372,1.81509,2.86907,0.745597,2.26713,1.69335,-0.57531,1.09621,1.23059,2.33376,1.77916,1.86736,1.96082,1.85541,1.82454,2.89843,2.41947,2.70187,1.87336,1.82737,2.06853,1.77822,1.07327,0.0325019,0.0496784,1.65974,0.094301,0.233208
993.904,0.983521,0.191308,5,31,0,-954.689,0.0466505,-0.0639328,-0.576568,-1.25031,-2.99584,-0.871235,-0.99237,-1.51821,-1.42222,-2.68837,-0.110893,-1.09936,-0.674088,-2.08252,-0.174741,-1.02305,-0.226628,-0.118245,-4.34781,-3.06129,-0.891506,-0.904557,0.0308681,-0.0997251,-0.676958,-0.249705,-2.16886,-1.5326,0.29217,0.0504334,0.506861,-0.862092,-0.699609,-0.72951,-2.67589,-1.30069,1.50078,2.15816,1.47204,0.921354,1.80864,2.10078,2.34981,1.80404,1.91616,1.8486,2.64177,1.84172,1.71551,2.90414,0.265346,2.34124,1.74519,0.34141,1.15829,1.49136,2.47056,1.87654,1.70862,1.96322,1.80176,1.65243,2.8701,2.4294,2.84631,2.05823,1.69053,1.91839,1.76467,0.742749,1.78982,0.615437,1.74755,0.252298,0.288826
992.974,0.946434,0.257828,4,15,0,-952.123,0.0498911,-0.0661567,-0.998686,-1.81845,-2.93572,-0.684554,-1.20706,-1.86003,-0.630129,-2.48372,-0.377043,-0.825932,-0.648181,-3.60221,-0.00441436,-1.21962,-0.635891,-0.190527,-1.77456,-3.8343,-1.13121,-1.33999,-0.0877898,-0.34027,-0.807467,-0.264905,-1.59839,-1.29873,0.428182,0.0803224,0.399206,-1.04196,-0.675669,-1.13522,-1.91384,-2.30624,1.6225,2.30196,1.28645,0.737811,1.60735,2.24772,2.25906,1.63625,1.90818,1.56391,2.68477,1.98607,2.05435,2.90115,0.55702,2.3539,1.83627,-0.304806,1.50829,1.28687,2.40374,2.11898,2.1156,1.98696,1.8069,1.64261,2.77115,2.44355,2.85253,2.09353,1.86255,1.91229,1.76145,1.12751,0.876046,0.444128,1.85308,-0.0835618,0.130084
988.988,0.468997,0.326993,4,15,0,-935.273,0.05138,-0.0650815,-0.657423,-0.843738,-2.71837,-1.41776,-1.13595,-2.04175,-1.2735,-2.15917,-0.3461,-0.838388,-2.08491,-1.44476,-0.481967,-0.663912,-0.57271,-0.30279,-5.83354,-2.62392,-0.256395,-1.22534,-0.108541,-0.371306,-1.02257,-0.581496,-1.88237,-1.82981,0.166684,-0.135723,0.363015,-1.84011,-0.667306,-1.23344,-2.80515,-1.46026,1.52217,2.04932,1.47866,0.850248,1.67681,2.22302,2.22746,1.80626,2.29423,1.86862,2.50159,1.94181,1.86827,2.89033,0.196982,2.3385,1.77685,-0.189784,0.941165,1.4407,2.46965,1.77419,1.63827,2.15102,1.91833,1.79734,2.89939,2.34864,2.80882,1.94085,1.69498,2.02651,1.89597,0.585894,1.07256,0.313384,1.79603,0.0734144,0.403707
978.454,0.984615,0.194518,5,31,0,-938.016,0.0516972,-0.063078,-0.958222,-1.55856,-2.82547,-0.65226,-1.04151,-1.62985,-0.786907,-3.36178,-0.670395,-0.927683,-0.833731,-3.25481,-0.189976,-1.39044,-0.559886,-0.153657,-1.50032,-5.62197,-1.15672,-1.49503,0.120017,-0.398409,-1.10229,-0.765304,-1.38722,-1.17663,0.243436,0.283097,0.339514,-1.00907,-0.855342,-1.05095,-2.04497,-1.71284,1.69938,2.19947,1.33213,0.633649,1.57392,2.20747,2.19847,1.76226,1.97153,1.67864,2.50724,2.10713,2.04467,2.85609,0.306956,2.28869,1.76896,-0.370409,1.51472,1.33737,2.41102,2.09432,2.0538,1.98247,1.99098,1.49307,2.72457,2.28383,2.83267,2.27003,1.82834,1.8115,1.80249,0.811701,1.25392,-0.0162744,1.98497,0.192109,0.23662
980.535,0.776203,0.261849,4,15,0,-930.955,0.0516694,-0.0633492,-0.274147,-1.70591,-1.87689,-0.999883,-1.54726,-1.5964,-0.693771,-2.42821,-0.616632,-0.991449,-0.748971,-3.75364,-0.376239,-0.704556,-0.552948,0.0549303,-5.91395,-5.39862,-0.724863,-1.38135,0.0577595,-0.275469,-0.815336,-0.669946,-1.71089,-1.8222,0.245882,-0.0194086,0.500578,-1.46082,-0.815017,-1.51672,-2.30485,-1.47358,1.62885,2.24823,1.51466,0.883032,1.45413,2.25211,2.35189,1.67719,2.028,1.67614,2.71664,2.1211,1.97821,2.87258,-0.210374,2.28334,1.81663,0.182055,1.21955,1.1483,2.30954,1.88209,1.97355,1.90731,2.00832,1.75938,2.75527,2.5598,2.79812,2.11211,1.85317,2.05233,1.66095,0.634564,0.614964,0.126213,1.87123,0.0458577,0.197822
981.676,0.756223,0.253504,4,15,0,-940.013,0.0408034,-0.0650174,-1.13136,-0.453072,-4.21513,-0.797841,-0.788749,-2.30314,-0.961117,-2.14058,-0.119335,-0.728912,-1.90409,-1.81725,0.220376,-0.926659,-0.531247,-0.277666,-2.17936,-2.23175,-0.253233,-1.09878,0.104915,-0.278336,-0.84315,0.180388,-1.43191,-0.961703,0.428346,0.342829,0.4788,-0.800262,-0.262015,-0.678978,-1.96087,-2.03039,1.55129,2.06902,1.32252,0.668432,1.84038,2.29257,2.10494,1.79761,2.21489,1.79303,2.47531,1.77482,1.96338,2.92986,0.887754,2.42751,1.81832,-0.523453,1.26856,1.53245,2.52892,2.01351,1.82335,2.24454,1.7482,1.75585,3.02193,2.25528,2.73215,1.98856,1.7301,1.97656,1.88739,1.05373,1.36827,0.816101,1.67726,0.0360833,0.109446
971.214,0.90162,0.2379,4,15,0,-918.759,0.0402142,-0.0632074,-0.86555,-1.24189,-3.28531,-0.575163,-1.75797,-2.14222,0.140347,-1.52168,-0.224853,-0.606279,-1.62451,-2.80303,-0.146797,-0.774862,-0.366779,0.0389036,-4.05679,-4.21033,-0.523416,-1.14015,0.0931948,-0.0468043,-0.803927,-0.224,-1.75209,-1.3713,0.568289,0.111956,0.727526,-0.785724,-0.508693,-0.916575,-1.57314,-0.782176,1.22309,2.24419,1.47353,1.08589,1.7041,2.12485,2.3952,1.50207,1.84358,1.93089,2.81884,2.05576,1.91965,2.95088,0.212942,2.43461,1.80191,0.0440259,1.14832,1.1298,2.41255,1.95409,1.72012,2.0431,1.83614,1.80408,2.72203,2.49754,2.95954,2.05246,1.82948,2.0791,1.89069,0.815673,1.44444,0.284496,1.47306,0.0801294,0.150583
973.982,0.987236,0.280331,4,15,0,-934.012,0.0428137,-0.0662443,-0.527601,-0.865536,-2.46043,-0.892664,-0.653736,-1.51888,-1.93592,-2.96584,-0.189748,-0.702,-0.710297,-1.68843,0.0187052,-0.636725,-0.541143,-0.127537,-3.08278,-5.2504,-0.42229,-1.12472,0.244012,-0.446427,-0.826975,-0.187555,-1.28471,-1.27458,0.542075,0.0523066,0.59369,-1.29267,-0.391641,-1.4083,-2.69296,-2.75873,1.92483,2.12453,1.33495,0.497826,1.67595,2.28521,2.11641,1.97412,2.39732,1.5703,2.34692,1.93654,1.97225,2.90734,0.587912,2.32286,1.89753,-0.175944,1.37464,1.65227,2.45989,2.1168,2.14952,2.13191,1.96249,1.74492,3.03135,2.25911,2.78433,2.05567,1.75846,1.97211,1.77114,0.791644,0.660008,0.836697,1.8739,-0.0435792,0.0544648
1001.51,0.735996,0.377099,3,7,0,-954.708,0.0438915,-0.0622097,-0.685494,-1.30174,-3.49344,-0.722262,-1.53265,-2.03903,-0.870321,-2.51846,-0.122131,-0.60175,-1.5415,-2.07446,-0.137416,-0.901895,-0.527318,-0.129916,-4.14374,-2.20872,-0.590429,-1.07131,0.123161,-0.0802007,-0.700513,-0.459913,-1.98893,-1.48078,0.120292,0.276052,0.417012,-1.06952,-0.581453,-1.07741,-1.7601,-1.84117,1.4391,2.06975,1.3627,0.752325,1.54667,2.13605,2.34507,1.54986,1.86363,1.62432,2.67783,1.97465,1.94741,2.95103,0.430412,2.46745,1.8268,-0.220244,1.0664,1.27024,2.38328,1.83697,1.75538,2.09709,1.81829,1.8727,2.71981,2.45428,2.90279,1.99656,1.89254,1.98024,1.86534,0.915226,0.931056,0.500608,1.74072,0.106923,0.451462
999.152,0.745867,0.34271,4,15,0,-967.454,0.0485566,-0.0635387,-1.02272,-0.948445,-2.61271,-0.848361,-1.29157,-1.84291,-1.24095,-2.00969,-0.16501,-0.600602,-0.981252,-2.18714,-0.316639,-0.968843,-0.292065,0.0506485,-2.28752,-4.39929,-0.849056,-1.34423,0.0265476,-0.436704,-1.27301,-0.253998,-1.97018,-0.930754,0.5051,0.000644565,0.44441,-1.32221,-0.387911,-1.027,-3.01731,-1.57446,1.58531,2.221,1.15878,0.484635,1.49053,2.23522,2.31485,1.63278,2.09403,1.79824,2.68581,1.86199,1.94751,2.87111,0.272815,2.25677,1.8444,0.0409249,1.13284,1.58339,2.31406,1.8147,1.76152,2.2082,1.95991,1.65661,2.83307,2.42517,2.80571,2.11264,1.71631,1.91828,1.83706,0.673273,0.605596,0.646279,1.57983,0.118378,0.102835
996.431,0.969748,0.316434,4,15,0,-967.706,0.0495861,-0.0640573,-0.588911,-1.22803,-3.37332,-0.980909,-0.834388,-2.20125,-0.774539,-2.4902,-0.470503,-0.735365,-1.4739,-2.34738,-0.139351,-0.740517,-0.68792,-0.265568,-3.56189,-2.45424,-0.48234,-1.45949,-0.020981,-0.146842,-0.671093,-0.390344,-1.26934,-1.79854,-0.0300169,0.173777,0.420922,-1.09544,-0.507373,-1.16577,-2.11035,-1.50008,1.81377,2.14395,1.45608,0.609997,1.73887,2.23917,2.20359,1.82204,2.19989,1.72856,2.53063,2.0587,1.79536,2.7577,0.44901,2.53889,1.69073,-1.15559,1.36944,1.21122,2.5031,2.01247,1.93902,1.95261,1.79842,1.75531,2.73913,2.36048,2.82866,2.1749,2.03398,1.92342,1.68978,0.629786,0.744791,0.530307,1.67257,-0.168753,0.211257
987.909,0.402594,0.413058,3,7,0,-957.544,0.044704,-0.0650915,-0.936152,-0.958715,-2.78103,-0.874144,-1.28464,-1.83969,-0.93123,-2.44757,-0.416798,-0.807564,-0.991872,-2.10831,-0.159824,-0.616458,-0.360394,-0.00655883,-3.42056,-4.68048,-0.527177,-1.32464,0.247298,-0.322099,-1.02604,-0.192863,-1.84578,-1.08798,0.657651,-0.0693478,0.54568,-1.42084,-0.733397,-1.23909,-1.99055,-3.05794,1.40224,2.09285,1.35085,0.841016,1.18496,2.22792,2.22555,1.57768,2.03768,1.79999,2.68909,1.96944,2.13582,2.87851,0.308376,2.10473,1.9791,-0.140986,1.34274,1.54618,2.45774,1.96301,1.82696,2.13105,1.96882,1.72537,2.8059,2.37295,2.79979,2.00895,1.48399,1.98169,1.98564,1.09636,1.42254,0.363161,1.7228,0.314825,0.256518
986.606,0.98996,0.224774,4,15,0,-946.942,0.0500349,-0.0624879,-0.7377,-1.09789,-2.7483,-0.858523,-1.13856,-1.68638,-0.94113,-2.12242,-0.535554,-0.835581,-1.30137,-2.09262,-0.17175,-1.06131,-0.339746,-0.0464665,-3.25206,-4.11652,-0.427056,-1.1679,0.279085,-0.323966,-0.963976,-0.285498,-1.49341,-1.53037,0.475786,-0.0305345,0.514394,-1.39687,-0.727403,-1.62182,-2.17863,-3.0284,1.28456,2.03877,1.26965,0.87439,1.23621,2.33818,2.22394,1.65934,2.02612,1.7568,2.68586,1.97313,1.94074,2.91304,-0.147983,2.09536,1.94536,0.00629235,1.35005,1.63762,2.60856,2.02981,1.90652,2.11302,2.0099,1.79786,2.86762,2.33654,2.78161,2.08401,1.43308,1.9786,1.92831,0.909276,1.56851,0.269569,1.54663,0.226712,0.485192
992.306,0.921106,0.30248,4,15,0,-944.746,0.0471139,-0.061777,-0.48211,-1.67345,-2.61504,-0.864866,-1.34469,-1.3635,-0.764879,-3.01467,-0.0507228,-0.555588,-1.02906,-2.31052,-0.17259,-0.742942,-0.805293,-0.0574098,-2.53986,-2.50226,-0.585211,-1.55683,0.11199,-0.258021,-0.735544,-0.322063,-2.22441,-0.90217,0.234559,-0.0283297,0.590686,-1.12292,-0.446027,-1.09915,-1.95015,-1.20321,1.62756,2.17811,1.30623,0.595181,1.69702,2.14077,2.202,1.8592,2.2321,1.55702,2.50285,2.10315,1.87261,2.93668,0.062893,2.35839,1.67751,-0.646024,1.50147,1.23227,2.5052,1.89627,1.88491,2.21029,1.7511,1.4536,2.87471,2.48916,2.81811,1.89738,1.93995,1.99427,1.84875,1.06331,0.301042,0.806251,1.63066,0.0147824,0.485016
990.564,0.763016,0.365687,4,15,0,-951.873,0.0511347,-0.0580161,-0.988562,-0.63577,-2.93491,-0.885169,-0.887707,-2.48055,-0.944347,-1.84652,-0.510998,-1.0488,-1.2773,-2.37806,-0.1438,-0.913347,-0.236691,-0.228576,-3.711,-4.20608,-0.532777,-0.829931,-0.0612231,-0.257056,-0.985706,-0.309175,-1.32393,-2.2897,0.291663,0.24497,0.365414,-1.09746,-0.723397,-1.05859,-2.42209,-2.24493,1.34693,2.01425,1.36321,0.916794,1.58117,2.24241,2.22579,1.52053,1.92482,1.81047,2.57101,1.7427,2.02083,2.7853,0.55606,2.29105,1.86122,0.327415,0.804071,1.47417,2.28857,2.01372,1.8107,1.87321,1.84565,2.00827,2.76839,2.23927,2.76886,2.12006,1.59556,1.99799,1.64151,0.604786,1.72888,0.0814227,1.74138,0.00481416,0.030496
994.146,0.521783,0.346922,4,15,0,-956.827,0.0545441,-0.0600349,-0.484176,-1.65616,-2.90316,-0.854533,-1.24186,-2.24048,-1.00633,-1.98368,-0.284281,-1.21486,-1.14962,-2.19446,-0.188984,-0.981346,-0.884511,-0.193588,-2.44266,-3.8557,-0.807669,-1.38176,-0.00968677,-0.408685,-0.862152,-0.281718,-1.70878,-1.26854,0.257999,-0.24901,0.37569,-1.48528,-0.675377,-1.10904,-2.2739,-1.89459,1.72187,2.10436,1.43498,0.618069,1.71677,2.10244,2.09513,1.65794,2.04766,1.43756,2.5246,2.08551,1.64835,2.94944,0.61248,2.21491,1.71604,0.0794547,1.23924,1.316,2.20681,1.85017,1.67076,1.81917,1.84118,1.85738,2.83212,2.25331,2.71344,2.01224,1.73832,2.08455,1.94805,0.721974,0.888822,0.686772,1.54751,-0.0819703,1.16797
988.276,0.87921,0.228045,4,15,0,-955.397,0.0425764,-0.0684346,-1.13429,-0.806612,-2.90753,-1.26668,-0.922106,-1.50057,-0.705105,-2.72948,-0.288455,-0.646348,-1.44523,-2.40932,-0.148945,-0.700712,-0.438447,-0.0985943,-4.19421,-3.7838,-0.296178,-1.5857,0.0992928,-0.138424,-0.877664,-0.365123,-1.71596,-1.56323,0.556585,0.473339,0.670844,-1.07192,-0.474942,-1.22149,-2.30921,-1.55249,1.43411,2.22063,1.37837,0.923778,1.58654,2.34177,2.36928,1.79187,2.16278,1.97974,2.6436,1.82581,2.3249,2.82651,0.0861911,2.46486,1.89358,-0.243505,1.21754,1.44555,2.61054,2.1705,2.10709,2.29743,1.89354,1.62108,2.70881,2.52461,2.89898,2.06701,1.83716,1.88682,1.70839,0.955196,1.21315,0.261091,1.78778,-0.0437136,0.0606252
987.281,0.964789,0.258489,4,15,0,-943.149,0.0530587,-0.0664901,-0.695373,-1.40333,-2.48223,-1.19163,-1.02415,-2.28696,-0.810561,-2.5506,-0.289332,-1.04135,-1.52956,-2.46008,-0.321573,-1.57191,-0.587211,-0.24925,-3.69686,-3.36956,-0.543676,-1.67231,-0.00955797,-0.492393,-0.70193,-0.310805,-1.74859,-1.36334,0.0842069,-0.245559,0.354573,-1.34018,-0.693677,-1.10092,-1.24773,-1.64343,1.36234,2.22243,1.10591,0.906172,1.70639,2.27357,2.38321,1.75787,2.32637,1.72545,2.73335,2.12838,1.85397,2.90514,0.292694,2.3569,1.87067,-0.451645,1.18211,1.35571,2.43287,2.01925,1.75274,2.01678,1.71005,1.96956,2.95032,2.2586,2.92159,1.98796,2.16488,2.09266,1.69495,1.1267,-0.0864264,0.641179,1.78579,0.0401752,0.135065
980.287,0.418519,0.333269,4,15,0,-950.211,0.0603864,-0.0624943,-1.13996,-1.13699,-4.18048,-0.989286,-1.62172,-2.06848,-1.23551,-2.324,-0.53385,-0.795789,-1.41797,-2.56475,-0.293053,-0.603743,-0.734092,-0.347778,-2.94808,-4.35216,-1.01861,-1.0118,-0.243424,-0.455215,-1.40607,-0.687074,-1.75806,-1.83173,0.293291,0.134747,0.261433,-1.48912,-0.827271,-1.54214,-3.87695,-2.0887,1.79439,2.04067,1.66891,0.652128,1.63053,2.14324,2.09425,1.69496,1.88821,1.7187,2.47931,1.80898,2.12186,2.90768,0.492209,2.3653,1.76297,0.309662,1.32761,1.42836,2.41678,1.98991,2.01992,2.17381,2.05898,1.51107,2.78438,2.53682,2.73835,2.12224,1.34355,1.99581,1.88344,0.529292,2.09588,0.0866462,1.82557,-0.137717,0.163906
982.918,0.82385,0.188147,5,31,0,-945.966,0.0362078,-0.0651868,-0.710395,-0.803848,-3.5117,-0.639497,-1.26216,-1.9211,-0.876963,-1.69078,-0.209624,-0.480193,-1.19594,-2.09715,0.084359,-0.422607,-0.392245,0.0024907,-2.43929,-3.08409,-0.630094,-0.51883,0.115343,-0.105727,-1.02072,-0.321412,-1.37833,-1.43582,0.365554,0.471412,0.5454,-1.22196,-0.413674,-1.01151,-3.65651,-1.2524,1.59545,2.11339,1.66962,0.458674,1.6204,2.13394,2.14942,1.69198,1.93707,1.75311,2.44512,1.83373,2.14189,2.9977,0.545616,2.38171,1.77702,0.436753,1.17572,1.29694,2.42485,1.91934,1.99268,2.17029,1.87557,1.56646,2.80472,2.53719,2.73484,2.20195,1.31366,1.97613,1.88342,0.68915,1.98346,0.337221,1.63934,-0.134362,0.140256
997.814,0.994366,0.196108,4,15,0,-949.525,0.0460211,-0.0612314,-0.625804,-1.17165,-2.46349,-0.814268,-0.734006,-1.42946,-0.85682,-2.74632,-0.214191,-0.965327,-1.02545,-2.4334,-0.135527,-0.796446,-0.512209,-0.0835678,-3.76223,-3.72884,-0.262223,-1.59651,0.247278,-0.187668,-0.497466,-0.239919,-1.64547,-1.20212,0.456483,-0.0117167,0.474162,-1.33628,-0.533494,-1.34829,-1.7372,-1.82803,1.62056,2.27677,1.22006,0.949774,1.6027,2.2257,2.38264,1.64367,2.15459,1.57747,2.55023,1.95465,1.80765,2.8858,0.0278782,2.29982,1.80252,-0.179504,1.15204,1.52268,2.33565,2.01578,1.6349,2.07002,1.89169,1.70225,2.83264,2.20444,2.83849,2.02062,1.95223,1.86042,1.69445,1.20298,-0.076938,0.486549,1.65206,-0.0948213,1.73959
997.506,0.974896,0.263942,4,15,0,-961.112,0.0443432,-0.0616414,-0.573829,-1.24802,-2.4256,-0.744963,-0.827411,-1.44807,-0.773927,-2.59316,-0.1586,-0.928841,-0.947156,-2.40932,-0.0915465,-0.687215,-0.413461,-0.0440006,-3.72748,-4.40264,-0.281842,-1.5766,0.274283,-0.138717,-0.520582,-0.272626,-1.66241,-1.23833,0.448699,0.0169544,0.449291,-1.41095,-0.574462,-1.44304,-1.70102,-1.67803,1.60753,2.26846,1.30129,0.92812,1.59475,2.22938,2.40462,1.58757,2.1478,1.59495,2.53518,1.95688,1.78507,2.9076,0.0559329,2.29696,1.77867,-0.0632858,1.07274,1.45941,2.38218,2.02347,1.66756,2.06259,1.87654,1.73964,2.85362,2.18827,2.78024,2.02013,1.94963,1.83198,1.69884,1.18307,-0.234139,0.49797,1.67831,-0.0932955,1.51526
