"rownames","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"b[1]",0.0492824923621829,0.000154993139199683,0.00503587691803322,0.0391692477503705,0.0459966869389504,0.0493598827615825,0.0525537053856897,0.0591395975488649,1055.66291440378,1.00412182677121
"b[2]",-0.0632482571621018,5.53072965810173e-05,0.00277423613182175,-0.0686143511534651,-0.0651066703756084,-0.0633046850324408,-0.0613404525015463,-0.0580573052105612,2516.06575065083,0.99996324760182
"a[1,1]",-0.767164810417237,0.00336489378169562,0.213985920754311,-1.21768993569753,-0.902032976727333,-0.760563449466302,-0.621164762490449,-0.360651187231684,4044.15395751805,1.00027182426184
"a[1,2]",1.56634675040974,0.00151838597383507,0.126918698819403,1.30129004048309,1.4855482136646,1.56999453637974,1.6516556759984,1.80530543049659,6986.93745327981,0.999449742396975
"a[2,1]",-1.16733959168633,0.00406573229734543,0.264024506574446,-1.69423734228399,-1.34303312600771,-1.15466964341893,-0.982489544854239,-0.678556872892882,4217.07106695534,1.00081520446221
"a[2,2]",2.14383404377445,0.00126168037261424,0.102971860596042,1.93311728453554,2.07462728034894,2.1468600059299,2.21666855610542,2.33610071062665,6660.98454745762,1.00011060397587
"a[3,1]",-2.93554835642152,0.00774125702321674,0.579684802055057,-4.2311554089308,-3.28873318072105,-2.89433255192031,-2.53251505201979,-1.95005122962316,5607.39118612164,0.999951547451389
"a[3,2]",1.37252172969201,0.00148357067561691,0.131503176740767,1.11295001609046,1.28675514387157,1.37280188754724,1.46375297991671,1.62568692509732,7856.98651297244,0.999450685699955
"a[4,1]",-0.931746390424066,0.00400987842845632,0.238375379729586,-1.42368674062347,-1.08321643459074,-0.921404587927102,-0.771320719895984,-0.485450299480041,3533.94986495553,1.00016977591237
"a[4,2]",0.751284564987472,0.00238148973755464,0.196439795118763,0.344352045194594,0.626210142017742,0.760033331433562,0.883232689101855,1.1230804666344,6803.95631067631,0.999143885112094
"a[5,1]",-1.13190614755398,0.00382583971518174,0.255590444661934,-1.65649085840814,-1.29946947356829,-1.11380877808587,-0.96075629858988,-0.657867410414415,4463.09041212685,1.00090274274587
"a[5,2]",1.6438744307002,0.00137744298014009,0.126457935011446,1.39623839067092,1.55907326080264,1.64496697666282,1.73237761963692,1.88137430130074,8428.39559248344,0.999318384111867
"a[6,1]",-1.94353040496815,0.00492320424940837,0.366349947063435,-2.7223465572583,-2.17840869884349,-1.93227815292933,-1.69548503806772,-1.26458243885722,5537.28094312834,0.999786237489259
"a[6,2]",2.21007897077217,0.00127522452154309,0.10147803999493,2.0082727483354,2.14239294855478,2.2114606793568,2.28064573784375,2.40521187505675,6332.43630766521,0.999356199960734
"a[7,1]",-0.894835084413435,0.00387699313985062,0.241302041508174,-1.39764416168911,-1.049311259696,-0.883584014553404,-0.727662883354979,-0.445391904730071,3873.7530158042,1.00056437490096
"a[7,2]",2.22358738003927,0.00128691694408451,0.10084410176122,2.02646326305663,2.15731622060717,2.22593183336708,2.2919294237155,2.41898931511,6140.44669922903,0.999421033546046
"a[8,1]",-2.38242160039865,0.00625485500447174,0.470618952739488,-3.38638641841484,-2.66208988713404,-2.34902748344829,-2.04550115348712,-1.56419941934371,5661.14570603225,0.999835341657282
"a[8,2]",1.70560910593822,0.00150829030444582,0.124668650013117,1.45573760026112,1.62209280147732,1.70720373899796,1.79378683923171,1.93383459881316,6831.94929915317,0.999364285236249
"a[9,1]",-0.311004817025575,0.00316280821147745,0.194687716599666,-0.709595221594008,-0.443479280583493,-0.30466619533078,-0.174373343651372,0.0537550544164406,3789.05917359876,1.00073030513758
"a[9,2]",2.09330373080432,0.0013384669441152,0.111120478513775,1.86635819166944,2.02097002262107,2.09586863277268,2.17004482630357,2.30807519192048,6892.43859926103,0.999273114639213
"a[10,1]",-0.789944955039524,0.0036408862178725,0.243657489405306,-1.28848813575537,-0.952274812174823,-0.782545503390735,-0.620013419466139,-0.336985869279164,4478.63135428421,0.999955786539252
"a[10,2]",1.71005133872383,0.00142585446376418,0.128041326829302,1.4533407192246,1.62538620125566,1.71093723325581,1.79775812989669,1.95244779161547,8063.98911031202,0.999829441324182
"a[11,1]",-1.31345761933728,0.00448223671218813,0.316261704264259,-1.97338208532403,-1.51423773453565,-1.29798096025267,-1.09593250565983,-0.732146774692141,4978.55875685884,1.00130707274663
"a[11,2]",2.57960995352144,0.00111872877853934,0.0947056525377982,2.39419746517284,2.51620968923392,2.58197803768065,2.64353036010784,2.7582930408196,7166.41874803893,0.99938604428688
"a[12,1]",-2.41097295752363,0.00624808546762997,0.462499449668001,-3.42952193297799,-2.70547431017076,-2.37548622514345,-2.08955818412873,-1.59988918879143,5479.34337567417,0.99989045259741
"a[12,2]",1.94943214918694,0.00131666354955825,0.111081381002184,1.72213211132875,1.87577419025547,1.95219284872671,2.02574019161509,2.15382308122649,7117.58914678985,0.999122009384422
"a[13,1]",-0.196904610825439,0.00353089523780799,0.172677923559772,-0.543880054289876,-0.312802427757568,-0.197519728098377,-0.0784928049990426,0.138302040242577,2391.68495156329,1.0003405580387
"a[13,2]",1.95266945544613,0.00148378505915425,0.120016142134368,1.71831827761332,1.87210405463069,1.95611119773563,2.03272365645041,2.18154237221675,6542.40368083854,0.999271631096078
"a[14,1]",-0.878257363534906,0.00388145488469351,0.247667313896789,-1.395260269825,-1.0399979765128,-0.861814511037174,-0.707259594498924,-0.432220537945944,4071.44247231661,1.00047611676031
"a[14,2]",2.88220627619607,0.00109163795735176,0.0815323830365387,2.71634568035488,2.82886730023848,2.88289161277106,2.93783838500794,3.03710358432968,5578.31476027879,0.999605814242192
"a[15,1]",-0.555462841643726,0.00365369088917536,0.199331043378611,-0.95222483716112,-0.688974733774735,-0.55387932024104,-0.421815299873879,-0.175845906858242,2976.36559420824,1.00109104523616
"a[15,2]",0.346649837146339,0.00285132246206471,0.248572207158716,-0.152401717593232,0.175977664486191,0.355662184137044,0.518997628312895,0.808813591712275,7599.98029818095,0.999279013794332
"a[16,1]",-0.173343748357742,0.00329182784065388,0.183981660778551,-0.545446053513201,-0.292780721003461,-0.171039707270083,-0.0483470791193411,0.184618366230378,3123.73973359768,1.00194199387861
"a[16,2]",2.33236222145665,0.00128867685925595,0.103365552947872,2.12583109382321,2.26129501430797,2.33287265381957,2.40235925816019,2.53050521051749,6433.74145540315,1.0003191927712
"a[17,1]",-3.28390350392992,0.00944678378075169,0.652376189066073,-4.70115433337583,-3.68604250713697,-3.23297064495177,-2.81569432545794,-2.18673729548234,4769.01021110788,0.999992072967844
"a[17,2]",1.79016558216445,0.00142474641775575,0.120959528650615,1.54780524329026,1.70698452137017,1.7918815674297,1.87353224675677,2.02032613111597,7207.83811891438,0.999746575211678
"a[18,1]",-3.75976968466323,0.0132221157781722,0.859502031144017,-5.6844867317035,-4.28036664749544,-3.6711738895386,-3.14884834380407,-2.3421441269158,4225.63424326375,0.999407610666045
"a[18,2]",-0.128009407795052,0.00374438695271621,0.342007559047726,-0.883755479146784,-0.345703482618499,-0.114865032286308,0.1158719011812,0.495120330191739,8342.76409359421,0.999560592069397
"a[19,1]",-0.597206459672915,0.0035087596767934,0.217908288467603,-1.0384608060313,-0.740720556198576,-0.592211693198453,-0.450529760207106,-0.176234907929229,3856.91663934166,0.999730524048992
"a[19,2]",1.21119174372464,0.00212827916406013,0.177338880668371,0.847066574227599,1.09557958355351,1.21560602939742,1.33245969256844,1.54908022948572,6943.0571380479,0.999814625133728
