# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=2118644611
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model/simple_bayes_observer_only/_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,a.1.1,a.2.1,a.3.1,a.4.1,a.5.1,a.6.1,a.7.1,a.8.1,a.9.1,a.10.1,a.11.1,a.12.1,a.13.1,a.14.1,a.15.1,a.16.1,a.17.1,a.18.1,a.19.1,a.20.1,a.21.1,a.22.1,a.23.1,a.24.1,a.25.1,a.26.1,a.27.1,a.28.1,a.29.1,a.30.1,a.31.1,a.32.1,a.33.1,a.34.1,a.1.2,a.2.2,a.3.2,a.4.2,a.5.2,a.6.2,a.7.2,a.8.2,a.9.2,a.10.2,a.11.2,a.12.2,a.13.2,a.14.2,a.15.2,a.16.2,a.17.2,a.18.2,a.19.2,a.20.2,a.21.2,a.22.2,a.23.2,a.24.2,a.25.2,a.26.2,a.27.2,a.28.2,a.29.2,a.30.2,a.31.2,a.32.2,a.33.2,a.34.2,a_bar.1,a_bar.2,sigma_a,gamma_b,sig_b
-9.04087e+19,1,3.63798e-12,4,15,0,1.98861e+20,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,14.3855,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,2.43117,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,0.239791,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,0.0186273,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,0.00130482,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,8.85015e-05,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,6.04912e-06,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,4.26362e-07,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
-9.04087e+19,0,3.1403e-08,0,1,1,9.04087e+19,1.67108,-1.52559,-1.37194,-0.44204,1.54862,-1.92199,0.344481,-1.70852,-1.02651,0.169143,0.076792,1.0918,-0.793446,1.42003,0.220844,1.29832,-0.131539,-1.14342,0.108307,-1.55272,0.23763,0.138224,1.50257,0.174111,-1.73693,0.929157,-1.44963,-1.41286,1.46589,-0.208781,-1.80955,1.09402,-1.91501,0.0364793,-1.30994,1.04657,0.229938,1.31454,-0.29017,1.29503,-1.74922,-0.556887,0.0844598,-1.55886,-0.327808,0.305611,-1.98019,1.83347,-1.17876,1.98348,1.99402,-0.142154,-1.40779,-1.77455,-1.55071,-1.37132,-0.44192,-0.909597,1.3297,1.24434,1.46224,-0.118462,1.63405,-0.326999,0.414799,0.60162,-0.706201,1.68634,0.574864,0.362043,-1.39504,1.71117,0.158098,-1.0578,3.11931
