# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=2118644611
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model/simple_bayes_observer_only/_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,a.1.1,a.2.1,a.3.1,a.4.1,a.5.1,a.6.1,a.7.1,a.8.1,a.9.1,a.10.1,a.11.1,a.12.1,a.13.1,a.14.1,a.15.1,a.16.1,a.17.1,a.18.1,a.19.1,a.20.1,a.21.1,a.22.1,a.23.1,a.24.1,a.25.1,a.26.1,a.27.1,a.28.1,a.29.1,a.30.1,a.31.1,a.32.1,a.33.1,a.34.1,a.1.2,a.2.2,a.3.2,a.4.2,a.5.2,a.6.2,a.7.2,a.8.2,a.9.2,a.10.2,a.11.2,a.12.2,a.13.2,a.14.2,a.15.2,a.16.2,a.17.2,a.18.2,a.19.2,a.20.2,a.21.2,a.22.2,a.23.2,a.24.2,a.25.2,a.26.2,a.27.2,a.28.2,a.29.2,a.30.2,a.31.2,a.32.2,a.33.2,a.34.2,a_bar.1,a_bar.2,sigma_a,gamma_b,sig_b
-5.78019e+13,1,3.72529e-09,1,1,0,4.18935e+14,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,14.3855,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,2.43117,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,0.239791,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,0.0186273,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,0.00130482,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,8.85015e-05,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,6.04912e-06,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,4.26362e-07,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
-5.78019e+13,0,3.1403e-08,0,1,1,5.78019e+13,1.08633,-1.03217,-0.266525,-1.93221,-0.398245,0.945994,-1.64553,1.50968,-0.43998,-0.660546,1.02281,-1.15285,0.622857,0.111532,1.06951,1.14306,-0.178048,1.17852,0.262991,-0.478625,1.49687,0.508926,-1.01527,0.17707,1.12214,0.150035,-1.51569,-1.2229,1.37575,0.0282545,0.489986,-0.824926,-0.203921,1.90607,-1.66297,-1.0166,1.10174,1.5555,0.445324,-0.705572,0.351188,-0.0601731,0.935383,-1.60327,-0.521006,-0.496934,-1.22837,1.45464,0.74841,-1.77457,-1.35462,1.47086,0.294949,0.66456,0.874151,0.00817065,-0.449152,0.939141,-1.62684,0.206066,0.322174,-1.74217,0.684121,1.87538,-0.405148,1.68854,-0.592842,1.0908,0.244955,-0.440075,-1.1243,1.33449,0.921446,-1.13869,2.89283
