# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=2118644611
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model/simple_bayes_observer_only/_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,a.1.1,a.2.1,a.3.1,a.4.1,a.5.1,a.6.1,a.7.1,a.8.1,a.9.1,a.10.1,a.11.1,a.12.1,a.13.1,a.14.1,a.15.1,a.16.1,a.17.1,a.18.1,a.19.1,a.20.1,a.21.1,a.22.1,a.23.1,a.24.1,a.25.1,a.26.1,a.27.1,a.28.1,a.29.1,a.30.1,a.31.1,a.32.1,a.33.1,a.34.1,a.1.2,a.2.2,a.3.2,a.4.2,a.5.2,a.6.2,a.7.2,a.8.2,a.9.2,a.10.2,a.11.2,a.12.2,a.13.2,a.14.2,a.15.2,a.16.2,a.17.2,a.18.2,a.19.2,a.20.2,a.21.2,a.22.2,a.23.2,a.24.2,a.25.2,a.26.2,a.27.2,a.28.2,a.29.2,a.30.2,a.31.2,a.32.2,a.33.2,a.34.2,a_bar.1,a_bar.2,sigma_a,gamma_b,sig_b
-3429.63,4.06158e-185,0.00368638,2,5,1,3467.91,0.0496916,0.0202434,1.20854,0.853901,0.513777,-0.970982,0.649123,-0.556233,0.00572371,-1.05858,-1.85565,0.36249,-0.087805,1.553,-1.5858,0.134734,-0.376511,-0.256754,-0.292977,-1.15759,0.68571,0.461156,1.86665,-1.73665,-1.89364,0.542658,-0.554457,1.14849,0.522967,0.621612,1.06856,0.242216,-1.15841,-0.672065,-1.17706,-0.0714287,-1.8846,1.05714,-0.510392,-0.765256,-0.601045,0.204116,1.9893,1.96247,0.357539,0.778495,-0.362023,-1.29741,1.32036,0.644328,-1.48541,1.8877,1.2703,1.35937,-1.01307,1.78903,-1.7985,1.32942,-1.94888,-0.515979,-1.90088,-0.706224,-1.877,1.03215,0.895527,-1.66508,0.421449,-1.12456,-0.862974,-1.07722,0.822742,0.82179,0.580144,0.680293,2.06732
-2931.84,1,0.000297204,3,7,0,3463.66,0.0162054,0.0224465,1.20877,0.851995,0.518791,-0.972968,0.648486,-0.55597,0.00721702,-1.05676,-1.8528,0.36382,-0.0871091,1.55189,-1.58581,0.13712,-0.375735,-0.256066,-0.294278,-1.15911,0.688408,0.461071,1.86281,-1.73885,-1.89488,0.544493,-0.554442,1.14597,0.522366,0.620902,1.06727,0.241874,-1.15967,-0.67242,-1.17709,-0.0730911,-1.88451,1.05627,-0.513474,-0.762801,-0.602891,0.204652,1.9909,1.96415,0.357069,0.777121,-0.364648,-1.2984,1.32044,0.642238,-1.48459,1.88648,1.27246,1.35734,-1.00916,1.78657,-1.79835,1.33077,-1.94802,-0.51787,-1.90371,-0.704514,-1.87506,1.02948,0.893079,-1.66587,0.420605,-1.12476,-0.862706,-1.07634,0.821522,0.82405,0.579302,0.678149,2.0622
-2245.39,0.999473,0.000575723,8,255,0,2961.2,-0.0378891,0.0267705,1.10456,0.760524,0.42861,-0.933439,0.539861,-0.488339,-0.0609234,-0.996797,-1.75274,0.375785,-0.0831463,1.35325,-1.50774,0.321769,-0.251514,-0.277312,-0.234456,-1.14071,0.584336,0.325067,1.67726,-1.62793,-1.92226,0.558249,-0.619568,1.0378,0.619107,0.641956,1.06492,0.215136,-1.16403,-0.663022,-1.19383,-0.187123,-1.82036,1.06049,-0.416092,-0.709212,-0.50867,0.411856,1.80905,1.67671,0.404524,0.845139,-0.166897,-1.0923,1.21353,0.841741,-1.41932,1.73155,1.16688,1.12495,-0.884725,1.46445,-1.48289,1.19499,-1.8776,-0.202434,-1.66791,-0.71233,-1.43085,1.04145,1.16412,-1.44906,0.452494,-0.923502,-0.779088,-1.02315,0.775084,0.610978,1.01379,0.592424,2.02835
-1982.14,0.929128,0.00112348,6,63,0,2273.09,0.00792086,0.0261199,1.10771,0.732279,0.399135,-0.8809,0.466743,-0.455165,0.00916201,-1.029,-1.73836,0.38203,-0.146389,1.30637,-1.48084,0.31379,-0.288982,-0.22485,-0.197098,-1.15781,0.605236,0.372474,1.54571,-1.65684,-1.87671,0.57149,-0.611592,1.04307,0.634788,0.694788,1.06536,0.211369,-1.12181,-0.6561,-1.17201,-0.209781,-1.71639,1.11481,-0.391184,-0.669117,-0.447314,0.459614,1.69672,1.49876,0.404949,0.875663,-0.0972031,-1.02912,1.23976,0.968693,-1.40904,1.62282,1.13162,1.03725,-0.794983,1.30843,-1.29654,1.09448,-1.84481,-0.156373,-1.63531,-0.607942,-1.2628,1.12205,1.27037,-1.43276,0.554403,-0.896484,-0.752559,-1.02734,0.819421,0.614121,1.073,0.623642,2.05981
-1767.1,0.939205,0.00176647,6,63,0,2017.42,-0.0100499,0.0278419,1.05212,0.625449,0.348464,-0.885067,0.440682,-0.525753,-0.0561971,-1.01187,-1.6179,0.349846,-0.168768,1.22336,-1.50612,0.327554,-0.294284,-0.156703,-0.243827,-1.1873,0.610181,0.297686,1.40146,-1.63912,-1.86058,0.583945,-0.645965,1.05144,0.604128,0.73021,1.11814,0.187335,-1.16068,-0.723935,-1.09385,-0.166091,-1.66782,1.10158,-0.346257,-0.648148,-0.388739,0.531656,1.62311,1.40545,0.476171,0.839513,0.00374029,-0.899114,1.14525,0.965764,-1.45062,1.57371,1.09128,0.966901,-0.803309,1.29393,-1.13088,1.11055,-1.76686,-0.0350876,-1.55557,-0.452433,-1.04238,1.18334,1.31807,-1.41148,0.509948,-0.816297,-0.782903,-1.00474,0.81337,0.517126,1.13396,0.572796,2.13212
-1766.33,0.0411333,0.00287136,3,12,1,1801.91,-0.00694557,0.0241909,1.05225,0.62575,0.351815,-0.889973,0.440562,-0.525608,-0.055288,-1.01568,-1.61834,0.348758,-0.17299,1.23053,-1.50665,0.335168,-0.297652,-0.153421,-0.239401,-1.18866,0.613411,0.298015,1.40082,-1.63812,-1.85787,0.586219,-0.647122,1.0508,0.606827,0.730793,1.12286,0.185987,-1.16065,-0.724787,-1.0932,-0.164444,-1.66406,1.10448,-0.346957,-0.649608,-0.389863,0.529687,1.6242,1.40704,0.480803,0.839898,0.00267932,-0.8949,1.14232,0.968755,-1.44733,1.57092,1.09019,0.966485,-0.807314,1.2927,-1.13646,1.11632,-1.76675,-0.0363256,-1.55226,-0.453203,-1.04048,1.18417,1.3153,-1.41175,0.507169,-0.815164,-0.784208,-1.00499,0.813325,0.517356,1.13892,0.570019,2.12537
-1532.17,0.999518,0.000294142,9,511,0,1802.1,-0.006011,0.0246549,1.0487,0.592609,0.287944,-0.820812,0.432427,-0.496395,-0.0517083,-1.09061,-1.65364,0.328949,-0.229829,1.23967,-1.48334,0.336983,-0.260147,-0.134691,-0.253146,-1.15904,0.653478,0.297362,1.40882,-1.68347,-1.88182,0.489991,-0.642417,0.937031,0.615079,0.696585,1.14521,0.145972,-1.19358,-0.725656,-1.10229,-0.158458,-1.63157,1.0444,-0.435711,-0.583499,-0.311696,0.582326,1.54148,1.27721,0.485667,0.856007,0.135417,-0.75452,1.00597,1.12392,-1.37105,1.54707,1.13171,0.853703,-0.761846,1.18555,-0.898963,1.11312,-1.6526,0.0289519,-1.32204,-0.45965,-0.727561,1.17939,1.33188,-1.28526,0.561872,-0.750111,-0.604137,-1.04728,0.920171,0.503085,1.11224,0.542321,2.18639
-824.697,0.998499,0.00058443,8,255,0,1567.3,0.00360928,0.0230238,0.65047,0.414356,0.093883,-0.713915,0.332561,-0.451075,-0.071905,-1.12693,-1.35291,0.234658,-0.135215,0.978612,-1.11433,0.246412,-0.125293,-0.271984,-0.269524,-1.22408,0.471422,0.325469,1.31618,-1.46625,-1.8066,0.480446,-0.64954,0.818466,0.785049,0.729806,1.2774,0.0293625,-1.18373,-0.677431,-1.06807,-0.305173,-1.32848,1.03991,-0.312125,-0.536319,-0.193542,0.948944,1.17799,0.883079,0.595303,0.931319,0.604769,-0.676027,0.959292,1.48616,-1.33519,1.27237,1.04413,0.759121,-0.565561,0.74198,-0.200652,1.02397,-1.27479,0.367566,-0.894961,-0.13304,0.287933,1.18012,1.5563,-0.980502,0.65781,-0.301212,-0.42022,-1.05424,0.883906,0.283037,1.03568,0.368296,2.11073
-717.496,0.990665,0.00115033,7,127,0,858.816,-0.00344648,0.0247434,0.5839,0.30916,0.0926582,-0.660245,0.318837,-0.419769,-0.125879,-1.15911,-1.33345,0.271137,-0.149623,0.939146,-1.07373,0.229798,-0.0830485,-0.20339,-0.390833,-1.31181,0.40518,0.270621,1.26358,-1.34977,-1.83484,0.434204,-0.625497,0.772691,0.775114,0.842472,1.29109,0.0793183,-1.11854,-0.616618,-1.07851,-0.285852,-1.27221,1.08565,-0.264164,-0.597551,-0.225424,1.03387,1.17612,0.851267,0.601777,0.911911,0.680766,-0.564223,0.958857,1.5173,-1.35457,1.24068,1.02065,0.726165,-0.625641,0.689217,-0.0523403,1.01537,-1.27566,0.458655,-0.806883,-0.148322,0.391154,1.17446,1.60447,-0.926515,0.683462,-0.191548,-0.277473,-1.14644,0.951651,0.213643,1.01116,0.399206,2.14302
-241.114,0.862269,0.00219461,6,63,0,748.148,0.00142394,0.0187146,0.436478,0.330358,-0.205477,-0.674997,0.217032,-0.414336,0.0588171,-1.29468,-1.12396,0.221947,-0.177062,0.673868,-0.881395,0.201706,0.0286575,-0.00915851,-0.300855,-1.38691,0.557038,0.232844,1.15004,-1.10489,-1.69926,0.613268,-0.577898,0.640283,0.949964,0.887998,1.3238,0.0437631,-0.940127,-0.757553,-1.15329,-0.278446,-1.01282,1.01579,-0.0609987,-0.585089,-0.111118,0.952328,1.14408,0.811897,0.80812,0.888817,1.0148,-0.208047,0.696695,1.59229,-1.20474,1.38351,0.970142,0.3194,-0.328457,0.616489,0.544147,0.961248,-0.692353,0.69549,-0.332943,0.0412548,1.08883,1.25905,1.70445,-0.401578,0.641284,0.148636,0.0578863,-1.11258,1.04238,0.132721,0.945172,0.402076,2.09482
-184.527,0.111468,0.00283179,6,63,0,287.927,0.00089164,0.0180395,0.425885,0.360125,-0.145709,-0.712587,0.170942,-0.458614,0.0651309,-1.25019,-1.11452,0.233914,-0.204002,0.610849,-0.893794,0.219773,0.0781563,-0.00975954,-0.279801,-1.41946,0.48012,0.31118,1.14318,-1.05203,-1.63983,0.549341,-0.642703,0.686991,0.890683,0.884027,1.36066,-0.0338382,-0.921182,-0.794471,-1.19973,-0.290387,-0.965733,0.933697,0.0404635,-0.566704,-0.021856,0.9373,1.15506,0.834738,0.709816,0.943901,1.05944,-0.160205,0.705666,1.57836,-1.17974,1.35629,0.881911,0.270811,-0.418972,0.637847,0.568988,0.949656,-0.660501,0.668063,-0.208464,0.0637045,1.2487,1.30935,1.77989,-0.260734,0.62293,0.174494,0.164529,-1.08934,1.05008,0.121847,1.00471,0.410181,2.0066
68.9651,0.998915,0.00039596,9,511,0,221.402,0.00469902,0.0107784,0.243256,0.2501,-0.300316,-0.681228,0.00303886,-0.459188,0.086417,-1.24567,-0.964762,0.196842,-0.000648089,0.387366,-0.804214,0.0673437,0.218843,0.0148983,-0.211399,-1.5087,0.366969,0.246852,0.805335,-0.798752,-1.56945,0.509288,-0.622542,0.555758,0.985358,1.00022,1.22613,-0.12301,-0.90816,-0.749012,-1.25684,-0.279621,-0.483609,0.882704,0.211021,-0.457238,0.0922082,0.968401,1.17324,1.00387,0.769846,0.889766,1.27342,0.0773163,0.67535,1.77464,-1.19944,1.28167,0.792928,0.241328,-0.271164,0.541295,0.949863,1.08229,-0.25615,0.88158,0.0691602,0.0167013,1.62211,1.42502,1.93208,0.141113,0.555907,0.396389,0.387487,-1.14941,0.993192,0.0807304,0.980274,0.383995,1.90314
533.32,0.999573,0.000772876,8,255,0,-41.9564,0.011559,-0.00609472,0.2263,0.00883253,-0.50898,-0.353878,-0.036046,-0.306138,-0.160644,-1.36884,-0.720948,0.066574,-0.0755032,-0.245803,-0.140916,0.25088,0.0533047,0.259645,-0.709891,-1.73357,0.0983559,0.0950852,0.647061,-0.449757,-1.23374,0.151513,-0.77937,0.207487,0.753363,0.736512,1.04792,-0.32701,-0.979218,-0.628593,-1.51835,-0.390871,0.0882619,1.26589,0.386629,-0.150029,0.605227,1.44238,1.27382,1.03266,1.23206,1.05839,1.68485,1.03809,0.959465,1.98681,-1.05749,1.41037,0.83987,-0.0430458,0.136741,0.460435,1.73471,0.981554,0.635626,1.15503,0.897272,0.536403,2.341,1.41119,1.90802,1.05998,0.879064,1.12778,0.559469,-0.777861,1.01155,0.238641,0.754761,0.242925,1.78761
708.303,0.794445,0.00149631,8,255,0,-494.433,0.0156949,-0.0188682,0.0604283,-0.0346848,-0.676227,-0.55653,-0.173824,-0.34983,-0.319297,-1.4422,-0.433116,0.135551,-0.237313,-0.614823,0.132956,0.166053,0.317163,0.417291,-0.845167,-1.98079,0.0594032,-0.181975,0.603033,-0.265059,-1.06292,-0.104586,-0.766211,0.0740343,0.898081,0.697424,1.18431,-0.370278,-0.755862,-0.755714,-1.36215,-0.410109,0.439832,1.39465,0.539105,0.0352416,1.10016,1.58739,1.57703,1.20445,1.40863,1.10785,2.0664,1.09413,1.21383,2.14189,-0.923525,1.52973,0.893028,-0.165547,0.338408,0.499476,1.95186,1.20387,0.989754,1.35283,1.21839,0.844046,2.26845,1.79957,2.39857,1.4171,1.12996,1.30559,1.04979,-0.697518,0.813843,0.47664,1.09266,0.268076,1.73475
769.338,0.846355,0.00158752,8,255,0,-670.05,0.0134428,-0.0267607,0.0139592,-0.0578855,-0.812268,-0.402693,-0.107992,-0.488663,-0.115162,-1.37394,-0.117148,0.118064,-0.418159,-0.779907,0.0806377,0.0207848,0.287984,0.323109,-1.00805,-2.23325,-0.105238,-0.0279029,0.542545,-0.135441,-1.26958,0.0614856,-0.545809,-0.0974418,0.731797,0.510185,1.14764,-0.356663,-0.738251,-0.617169,-1.33787,-0.565213,0.666055,1.4096,0.598976,0.0209494,1.063,1.67187,1.7291,1.34284,1.60085,1.13961,2.15883,1.28469,1.20509,2.52089,-0.897932,1.67571,1.04475,-0.189678,0.490836,0.425638,1.94577,1.43963,1.07052,1.44141,1.15061,0.83112,2.54815,1.87415,2.33169,1.45915,1.2909,1.35156,1.24185,-0.477649,0.708673,0.290186,0.967656,0.238495,1.69889
937.249,0.99866,0.00195292,8,255,0,-727.756,0.0159054,-0.0728234,-0.0496545,-0.27717,-1.1622,-0.487116,-0.815508,-0.785217,-0.184444,-1.59591,0.73133,-0.417294,-1.08677,-0.605458,0.611466,-0.0847894,-0.203893,0.448441,-1.68522,-2.40218,-0.0252355,-0.575001,0.438037,0.410871,-0.763139,0.109093,-1.02625,-0.465422,0.871773,0.775918,0.784334,-0.809273,0.142721,-0.723016,-1.53262,-0.994478,1.893,2.46564,1.69793,0.813348,1.71888,2.21723,2.26776,1.56794,2.18609,1.86615,2.64836,2.17499,2.12335,2.99018,0.11594,2.47571,2.0154,-0.167961,1.1416,1.1743,2.40085,2.04369,2.20761,2.33823,2.13867,2.15816,3.03737,2.53855,2.877,2.17919,1.82691,2.21622,1.85434,0.0327205,0.646188,0.886885,1.25599,0.192804,0.738437
937.249,0.000301621,0.00368729,3,8,1,-896.257,0.0159054,-0.0728234,-0.0496545,-0.27717,-1.1622,-0.487116,-0.815508,-0.785217,-0.184444,-1.59591,0.73133,-0.417294,-1.08677,-0.605458,0.611466,-0.0847894,-0.203893,0.448441,-1.68522,-2.40218,-0.0252355,-0.575001,0.438037,0.410871,-0.763139,0.109093,-1.02625,-0.465422,0.871773,0.775918,0.784334,-0.809273,0.142721,-0.723016,-1.53262,-0.994478,1.893,2.46564,1.69793,0.813348,1.71888,2.21723,2.26776,1.56794,2.18609,1.86615,2.64836,2.17499,2.12335,2.99018,0.11594,2.47571,2.0154,-0.167961,1.1416,1.1743,2.40085,2.04369,2.20761,2.33823,2.13867,2.15816,3.03737,2.53855,2.877,2.17919,1.82691,2.21622,1.85434,0.0327205,0.646188,0.886885,1.25599,0.192804,0.738437
973.312,0.987338,0.000417234,10,1023,0,-896.381,0.0222185,-0.0648413,-0.404499,-0.373018,-1.53456,-0.268566,-0.392842,-1.09894,-0.441572,-1.93294,0.383766,-0.187031,-1.26787,-0.869877,0.386609,-0.486177,-0.0905122,0.324414,-2.35543,-2.40791,0.0178543,-0.633759,0.24436,0.183467,-0.237891,0.258973,-1.01683,-0.722246,0.673663,0.531158,0.951221,-0.556477,-0.130816,-0.940365,-1.39233,-1.42133,1.3068,2.10646,1.32506,0.959122,1.81315,2.25583,2.27367,1.85741,2.26648,1.6783,2.69527,2.06898,1.93926,2.94266,0.407343,2.38196,1.66999,0.0321092,1.24493,1.55888,2.54022,2.11458,1.77418,2.02102,1.81932,1.69314,2.79806,2.39562,2.88782,2.13742,1.69576,1.87195,1.81194,0.0640054,0.366147,0.995078,1.73973,0.318742,0.518463
