# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=2118644611
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model/simple_bayes_observer_only/_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,a.1.1,a.2.1,a.3.1,a.4.1,a.5.1,a.6.1,a.7.1,a.8.1,a.9.1,a.10.1,a.11.1,a.12.1,a.13.1,a.14.1,a.15.1,a.16.1,a.17.1,a.18.1,a.19.1,a.20.1,a.21.1,a.22.1,a.23.1,a.24.1,a.25.1,a.26.1,a.27.1,a.28.1,a.29.1,a.30.1,a.31.1,a.32.1,a.33.1,a.34.1,a.1.2,a.2.2,a.3.2,a.4.2,a.5.2,a.6.2,a.7.2,a.8.2,a.9.2,a.10.2,a.11.2,a.12.2,a.13.2,a.14.2,a.15.2,a.16.2,a.17.2,a.18.2,a.19.2,a.20.2,a.21.2,a.22.2,a.23.2,a.24.2,a.25.2,a.26.2,a.27.2,a.28.2,a.29.2,a.30.2,a.31.2,a.32.2,a.33.2,a.34.2,a_bar.1,a_bar.2,sigma_a,gamma_b,sig_b
-12769.3,0.5,0.00390625,1,2,1,19739,-0.482377,-0.218115,1.20038,0.856781,0.501805,-0.964432,0.652076,-0.585895,0.0119177,-1.05898,-1.86073,0.364943,-0.0792032,1.55287,-1.59436,0.14983,-0.386187,-0.253078,-0.281337,-1.1449,0.686484,0.46592,1.85026,-1.73041,-1.89178,0.529381,-0.571112,1.13514,0.516952,0.619089,1.06295,0.242039,-1.15782,-0.66262,-1.17321,-0.0610827,-1.8807,1.04396,-0.50565,-0.759419,-0.591859,0.196049,1.99779,1.96163,0.347947,0.775778,-0.372334,-1.29072,1.31956,0.638108,-1.4879,1.90218,1.26854,1.35608,-1.00535,1.79176,-1.80025,1.32123,-1.95685,-0.511704,-1.89991,-0.712271,-1.90178,1.03567,0.891906,-1.67467,0.429233,-1.12879,-0.880198,-1.07412,0.830005,0.82364,0.581535,0.684519,2.0537
-12769.3,0,5.79578,0,1,1,12808.5,-0.482377,-0.218115,1.20038,0.856781,0.501805,-0.964432,0.652076,-0.585895,0.0119177,-1.05898,-1.86073,0.364943,-0.0792032,1.55287,-1.59436,0.14983,-0.386187,-0.253078,-0.281337,-1.1449,0.686484,0.46592,1.85026,-1.73041,-1.89178,0.529381,-0.571112,1.13514,0.516952,0.619089,1.06295,0.242039,-1.15782,-0.66262,-1.17321,-0.0610827,-1.8807,1.04396,-0.50565,-0.759419,-0.591859,0.196049,1.99779,1.96163,0.347947,0.775778,-0.372334,-1.29072,1.31956,0.638108,-1.4879,1.90218,1.26854,1.35608,-1.00535,1.79176,-1.80025,1.32123,-1.95685,-0.511704,-1.89991,-0.712271,-1.90178,1.03567,0.891906,-1.67467,0.429233,-1.12879,-0.880198,-1.07412,0.830005,0.82364,0.581535,0.684519,2.0537
-12769.3,0,0.748159,0,1,1,12801.1,-0.482377,-0.218115,1.20038,0.856781,0.501805,-0.964432,0.652076,-0.585895,0.0119177,-1.05898,-1.86073,0.364943,-0.0792032,1.55287,-1.59436,0.14983,-0.386187,-0.253078,-0.281337,-1.1449,0.686484,0.46592,1.85026,-1.73041,-1.89178,0.529381,-0.571112,1.13514,0.516952,0.619089,1.06295,0.242039,-1.15782,-0.66262,-1.17321,-0.0610827,-1.8807,1.04396,-0.50565,-0.759419,-0.591859,0.196049,1.99779,1.96163,0.347947,0.775778,-0.372334,-1.29072,1.31956,0.638108,-1.4879,1.90218,1.26854,1.35608,-1.00535,1.79176,-1.80025,1.32123,-1.95685,-0.511704,-1.89991,-0.712271,-1.90178,1.03567,0.891906,-1.67467,0.429233,-1.12879,-0.880198,-1.07412,0.830005,0.82364,0.581535,0.684519,2.0537
-12769.3,0,0.0632707,0,1,1,12796.6,-0.482377,-0.218115,1.20038,0.856781,0.501805,-0.964432,0.652076,-0.585895,0.0119177,-1.05898,-1.86073,0.364943,-0.0792032,1.55287,-1.59436,0.14983,-0.386187,-0.253078,-0.281337,-1.1449,0.686484,0.46592,1.85026,-1.73041,-1.89178,0.529381,-0.571112,1.13514,0.516952,0.619089,1.06295,0.242039,-1.15782,-0.66262,-1.17321,-0.0610827,-1.8807,1.04396,-0.50565,-0.759419,-0.591859,0.196049,1.99779,1.96163,0.347947,0.775778,-0.372334,-1.29072,1.31956,0.638108,-1.4879,1.90218,1.26854,1.35608,-1.00535,1.79176,-1.80025,1.32123,-1.95685,-0.511704,-1.89991,-0.712271,-1.90178,1.03567,0.891906,-1.67467,0.429233,-1.12879,-0.880198,-1.07412,0.830005,0.82364,0.581535,0.684519,2.0537
-6547.05,1,0.00446404,2,3,0,8164.94,-0.361554,0.0491419,1.19484,0.862472,0.499236,-0.965243,0.646312,-0.578944,0.00636482,-1.05312,-1.86786,0.367379,-0.07437,1.54586,-1.59309,0.157228,-0.382603,-0.25026,-0.279188,-1.1521,0.685119,0.469621,1.85008,-1.73787,-1.89464,0.531523,-0.562749,1.14211,0.519065,0.624985,1.07043,0.241318,-1.15657,-0.662661,-1.17584,-0.0627644,-1.87992,1.04327,-0.505615,-0.754468,-0.595212,0.200731,1.99871,1.95454,0.350723,0.783419,-0.366841,-1.2898,1.3242,0.637552,-1.48589,1.90202,1.27224,1.35711,-1.01061,1.78972,-1.80551,1.32433,-1.96079,-0.514884,-1.90568,-0.705033,-1.90468,1.03424,0.888487,-1.67319,0.436166,-1.1253,-0.878065,-1.07909,0.822498,0.817193,0.584238,0.683146,2.0542
-6547.05,0,0.00579375,0,1,1,6583.61,-0.361554,0.0491419,1.19484,0.862472,0.499236,-0.965243,0.646312,-0.578944,0.00636482,-1.05312,-1.86786,0.367379,-0.07437,1.54586,-1.59309,0.157228,-0.382603,-0.25026,-0.279188,-1.1521,0.685119,0.469621,1.85008,-1.73787,-1.89464,0.531523,-0.562749,1.14211,0.519065,0.624985,1.07043,0.241318,-1.15657,-0.662661,-1.17584,-0.0627644,-1.87992,1.04327,-0.505615,-0.754468,-0.595212,0.200731,1.99871,1.95454,0.350723,0.783419,-0.366841,-1.2898,1.3242,0.637552,-1.48589,1.90202,1.27224,1.35711,-1.01061,1.78972,-1.80551,1.32433,-1.96079,-0.514884,-1.90568,-0.705033,-1.90468,1.03424,0.888487,-1.67319,0.436166,-1.1253,-0.878065,-1.07909,0.822498,0.817193,0.584238,0.683146,2.0542
-5971.72,1,0.000409096,3,7,0,6585.1,-0.334641,0.0174302,1.19578,0.859573,0.499428,-0.96237,0.646164,-0.573927,0.00594259,-1.05275,-1.86323,0.367865,-0.0761289,1.54961,-1.59859,0.153985,-0.383175,-0.251425,-0.278243,-1.15395,0.683044,0.46832,1.84806,-1.73595,-1.89642,0.530301,-0.565031,1.14518,0.521298,0.628591,1.07102,0.244564,-1.15824,-0.661097,-1.1764,-0.0622278,-1.88041,1.04261,-0.503826,-0.752741,-0.595752,0.202393,1.99815,1.95311,0.348486,0.788584,-0.369202,-1.29234,1.322,0.640326,-1.48583,1.90315,1.27182,1.35557,-1.00894,1.79051,-1.80772,1.3236,-1.95807,-0.516212,-1.90428,-0.704631,-1.90428,1.03717,0.883288,-1.67312,0.434412,-1.12584,-0.880423,-1.07404,0.823248,0.816293,0.58566,0.682942,2.05212
-5859.1,1,0.000644764,3,7,0,6023.17,-0.325358,0.018172,1.1977,0.858458,0.498624,-0.961819,0.646266,-0.572402,0.00452357,-1.05325,-1.86203,0.372067,-0.0757884,1.54862,-1.59824,0.153394,-0.381053,-0.250754,-0.27793,-1.15357,0.682311,0.467744,1.85292,-1.73824,-1.89583,0.534413,-0.5664,1.14501,0.520688,0.62947,1.07185,0.244881,-1.15641,-0.662191,-1.17653,-0.0637063,-1.88041,1.04332,-0.502637,-0.753943,-0.596576,0.202756,1.99716,1.95433,0.348565,0.788135,-0.369961,-1.2922,1.32371,0.64028,-1.49048,1.90172,1.27149,1.35559,-1.00852,1.792,-1.80454,1.32496,-1.95828,-0.514672,-1.90464,-0.704248,-1.90336,1.03605,0.882637,-1.67495,0.436112,-1.12439,-0.877393,-1.07436,0.821644,0.815013,0.585065,0.682613,2.05423
-5547.8,1,0.00110133,2,3,0,5893.1,-0.299474,0.0202474,1.1987,0.855259,0.500273,-0.960055,0.647118,-0.569218,0.00321981,-1.05281,-1.85823,0.368934,-0.0774963,1.55258,-1.59442,0.154265,-0.378593,-0.251714,-0.279532,-1.15366,0.682472,0.465883,1.85686,-1.74197,-1.89743,0.5356,-0.563791,1.14533,0.523768,0.626946,1.07105,0.242937,-1.15849,-0.660614,-1.1786,-0.0627648,-1.88105,1.03945,-0.506025,-0.753583,-0.597013,0.201987,1.99761,1.95439,0.350835,0.787168,-0.365672,-1.2904,1.32271,0.639536,-1.49079,1.89693,1.27028,1.35108,-1.00789,1.79266,-1.80351,1.32917,-1.95962,-0.515821,-1.90331,-0.703364,-1.90447,1.03538,0.884564,-1.67291,0.43495,-1.12156,-0.875141,-1.07557,0.821754,0.816733,0.586155,0.682938,2.05512
-3429.63,1,0.00198184,3,7,0,4745.01,0.0496916,0.0202434,1.20854,0.853901,0.513777,-0.970982,0.649123,-0.556233,0.00572371,-1.05858,-1.85565,0.36249,-0.087805,1.553,-1.5858,0.134734,-0.376511,-0.256754,-0.292977,-1.15759,0.68571,0.461156,1.86665,-1.73665,-1.89364,0.542658,-0.554457,1.14849,0.522967,0.621612,1.06856,0.242216,-1.15841,-0.672065,-1.17706,-0.0714287,-1.8846,1.05714,-0.510392,-0.765256,-0.601045,0.204116,1.9893,1.96247,0.357539,0.778495,-0.362023,-1.29741,1.32036,0.644328,-1.48541,1.8877,1.2703,1.35937,-1.01307,1.78903,-1.7985,1.32942,-1.94888,-0.515979,-1.90088,-0.706224,-1.877,1.03215,0.895527,-1.66508,0.421449,-1.12456,-0.862974,-1.07722,0.822742,0.82179,0.580144,0.680293,2.06732
