"rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat","sp_id","q_rt_standard","slope","raw","flag_rhat","flag_neff","common_name"
"a",-0.00457327030690701,0.0000397066802417955,0.00800892798691144,-0.0204061134341057,-0.00988705379159201,-0.00457413479124632,0.000829035519891406,0.0110592422579486,40683.8102744277,0.999879613679025,NA,NA,NA,NA,FALSE,FALSE,NA
"sig_spqrt",0.00642333914030339,0.0000306727915369646,0.00487763702145647,0.000267357502125379,0.0025356226088875,0.00539978357837159,0.00924439339056263,0.0180831014288334,25287.8758485523,1.00001348548388,NA,NA,NA,NA,FALSE,FALSE,NA
"b_landcover_change_mean",0.00210428442563922,0.0000764802139752685,0.0163110153768318,-0.030100081841177,-0.00883804872536034,0.00204001432076182,0.0129210411931918,0.0343127325422125,45484.5398651699,0.999899258845712,NA,NA,"landcover, dev+barren",NA,FALSE,FALSE,NA
"sig_lcc",0.0157997322351369,0.0000804866176526917,0.0121124396916666,0.000595881360169673,0.00628277671614963,0.0132495127629451,0.0226128842666687,0.0451503425363708,22647.2722639049,1.0000739027297,NA,NA,NA,NA,FALSE,FALSE,NA
"c_obs",0.0522842123225744,0.0000886253511511142,0.0187591930980735,0.0155795972531203,0.0396342711710484,0.0522458339221377,0.0649916021122715,0.0888958699111183,44803.5441379543,0.999889434331991,NA,NA,NA,NA,FALSE,FALSE,NA
"sigma",1.7376331677595,0.0000200368654230429,0.00480454225506836,1.7282233951183,1.73437208459188,1.73765074277949,1.74088028455932,1.7469744066645,57496.9055728061,0.999866144235563,NA,NA,NA,NA,FALSE,FALSE,NA
"a_spqrt[1,1]",-0.000117249042452616,0.0000454795665829306,0.00817336864610825,-0.0178337565132881,-0.0030505598637055,-0.0000179355980323263,0.00285151120512354,0.0174551764673349,32297.5471184499,0.999963060382047,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_spqrt[1,2]",-0.0000847439196350253,0.0000479890820298155,0.00803647044140981,-0.0174601452107409,-0.00299536701168064,-0.0000274124467527096,0.0027535291821737,0.0174944625462372,28044.3783987312,0.999924054200046,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_spqrt[1,3]",-0.0000653054234953179,0.0000442328876191165,0.00799670588122928,-0.0178474180563098,-0.00284509386023792,0.00000129127450652228,0.00285114144623908,0.0171000787879174,32683.7335989371,1.00003163365167,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_spqrt[1,4]",0.0000519295264280141,0.0000494234990054923,0.00806865104824428,-0.0174027577837278,-0.00290642390738312,-0.000000910489944577328,0.00297912787094308,0.0179939395089401,26652.3120774984,0.999973085106615,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
