"model","rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat"
"Regional Trend","kappa_regional",0.0253055213313406,1.95415658378427e-05,0.00315204339579425,0.0191548141489102,0.0232051651173451,0.0252776608814188,0.0274054824903108,0.0314764380757146,26017.505537937,0.999923426128796
"Regional Trend","kappa_habitat_selection",-0.00549536435591562,1.27403302590084e-05,0.00237718439976148,-0.0102177095175271,-0.00706285876024551,-0.00549341859012087,-0.00391842266544744,-0.00082009322487312,34814.8373818093,1.00000484025
"Regional Trend","kappa_temp_pos",-0.00613701496329174,1.48274119918882e-05,0.00260427702763174,-0.0112595462942819,-0.00788183194653892,-0.00615084636747751,-0.0043924760449196,-0.00102198812182458,30849.1818179224,1.00008277937736
"Regional Trend","kappa_diet",0.00443038870566813,1.30170184809696e-05,0.00243664632589553,-0.000341213976224789,0.00279408432499875,0.00444237790875462,0.00607094066276453,0.00918393433451912,35039.8267970251,1.00013796167642
"Without Regional Trend","kappa_habitat_selection",-0.00787524383074454,1.85918637894768e-05,0.00356541154077709,-0.0148652212188264,-0.0102703881317726,-0.00787548864361399,-0.00549786323365021,-0.000852580091787363,36776.7607051415,0.999946350661952
"Without Regional Trend","kappa_temp_pos",-0.0119380285912864,1.92808338613626e-05,0.0036377923969185,-0.0189999358254656,-0.0143962763316965,-0.011942218297523,-0.00950786980765907,-0.00477251752561268,35597.8851055428,0.999915680391855
"Without Regional Trend","kappa_diet",0.00726916292119087,1.94538282462872e-05,0.00367048236459784,1.89096865551031e-05,0.00484502726532692,0.00724985974330009,0.0096889863710517,0.0145708963938513,35598.863152676,0.999906349357456
