"common_name","value","estimate","std.error","statistic","p.value","name","route_ID"
"Acadian Flycatcher","year",0.00801819376774312,0.0283354012900729,0.282974420784089,0.777196445204255,"term","101"
"Acadian Flycatcher","year",0.0446056660277887,0.0431104814809828,1.03468262230997,0.30081715420823,"term","102"
"Acadian Flycatcher","year",0.262457842427141,0.292812692991143,0.8963335562611,0.370074642292073,"term","103"
"Acadian Flycatcher","year",0.0312001119404714,0.0316465746020609,0.985892227920286,0.324186001171603,"term","104"
"Acadian Flycatcher","year",0.17137739560566,0.0514954365803082,3.32801131491318,0.000874683138282274,"term","105"
"Acadian Flycatcher","year",0.0138096365089304,0.0523275305486538,0.263907667037531,0.791851067592172,"term","106"
"Acadian Flycatcher","year",0.163488669401794,0.0457328256803111,3.57486481470966,0.000350408903796449,"term","107"
"Acadian Flycatcher","year",19.8790165298679,12575.4654826043,0.00158077778968633,0.998738722332842,"term","108"
"Acadian Flycatcher","year",0.0554009462069958,0.026462161077706,2.09359114867116,0.0362964167242315,"term","109"
"Acadian Flycatcher","year",-0.00735986683266581,0.0344232066637295,-0.213805381484713,0.830698828175547,"term","110"
"Acadian Flycatcher","year",-0.032675806046454,0.0406879214954784,-0.803083687872461,0.42192636529794,"term","111"
"Acadian Flycatcher","year",-0.0144544880310134,0.0695641790583365,-0.207786366872696,0.835395777954506,"term","112"
"Acadian Flycatcher","year",0.143985838715619,0.0274912416952662,5.23751674484796,0.000000162751538405536,"term","201"
"Acadian Flycatcher","year",0.147450749984453,0.0483750713275484,3.04807302476231,0.00230313951895759,"term","202"
"Acadian Flycatcher","year",0.00532508887075365,0.0297979610633846,0.178706484629147,0.858168177157853,"term","203"
"Acadian Flycatcher","year",0.0151538323892615,0.0250207878142629,0.605649690239696,0.544747398419214,"term","204"
"Acadian Flycatcher","year",-0.0376929980248585,0.16033338009956,-0.235091395200755,0.814137797198467,"term","205"
"Acadian Flycatcher","year",0.00000000000000175207597004398,6362.75232283605,0.000000000000000000275364477689277,1,"term","206"
"Acadian Flycatcher","year",0.0650649828085483,0.0330535956577205,1.96846913365538,0.049014084201626,"term","207"
"Acadian Flycatcher","year",0.00463306534824051,0.0439868504822406,0.105328417412178,0.916115214552689,"term","208"
"Acadian Flycatcher","year",0.0564392891414283,0.0218057495231968,2.58827558673865,0.00964577754190228,"term","301"
"Acadian Flycatcher","year",-0.01818110337075,0.0235466864302995,-0.772130016024458,0.440037426055054,"term","302"
"Acadian Flycatcher","year",0.0722557493612295,0.0347196888383867,2.0811174229575,0.0374231594684809,"term","303"
"Acadian Flycatcher","year",0.0748992990276373,0.0271683058449465,2.75686306886777,0.00583587845592996,"term","304"
"Acadian Flycatcher","year",0.0839203644091309,0.0479409327793877,1.75049502677204,0.0800329315543378,"term","305"
"Acadian Flycatcher","year",0.00839890757748382,0.0443192847327299,0.189509095828913,0.849693826826356,"term","306"
"Acadian Flycatcher","year",0.0903589910604112,0.0203218206375145,4.44640235105739,0.00000873203318937118,"term","307"
"Acadian Flycatcher","year",0.0914557362304537,0.0229596050888403,3.98333228627292,0.0000679556341196774,"term","308"
"Acadian Flycatcher","year",0.0382454537606319,0.0176449143566585,2.16750577461429,0.030196309857417,"term","309"
"Acadian Flycatcher","year",0.0943229452941664,0.0460460099285886,2.04844991868892,0.0405159345297194,"term","310"
"Acadian Flycatcher","year",0.261014417568368,0.0694688193395779,3.75728881028589,0.000171764219247124,"term","311"
"Acadian Flycatcher","year",0.0769148440694422,0.0362786893605232,2.1201108812144,0.0339966955359505,"term","312"
"Acadian Flycatcher","year",0.0280357427299376,0.0596447516779753,0.47004542631519,0.638322563051146,"term","313"
"Acadian Flycatcher","year",0.133056335083955,0.0665486928597396,1.99938314888301,0.0455669137727316,"term","314"
"American Crow","year",0.00613352224108832,0.00547202863543915,1.12088635672793,0.262336239009656,"term","101"
"American Crow","year",-0.00960300376157765,0.00658331400070418,-1.4586883992698,0.144650890455121,"term","102"
"American Crow","year",0.0132641800682423,0.00559100478887578,2.37241436362808,0.0176722592631173,"term","103"
"American Crow","year",-0.0162636927838339,0.00563674329754453,-2.8852995294142,0.00391041418817226,"term","104"
"American Crow","year",-0.000317926828978241,0.00508603539074633,-0.0625097555468619,0.950156893331549,"term","105"
"American Crow","year",-0.0259708524932633,0.00643486164277185,-4.0359612894608,0.0000543791824137211,"term","106"
"American Crow","year",0.0150962085969232,0.00599761010190336,2.51703734327985,0.0118346285012559,"term","107"
"American Crow","year",-0.014886150129242,0.00606171218554419,-2.45576656785885,0.0140584444015027,"term","108"
"American Crow","year",0.00469831718571252,0.00566685619401011,0.82908706783113,0.407055140963645,"term","109"
"American Crow","year",0.00312152527290485,0.00555570451597945,0.561859484054029,0.574211760155356,"term","110"
"American Crow","year",-0.011658077470726,0.00539020090547111,-2.16282800496229,0.0305544107912252,"term","111"
"American Crow","year",-0.0750966902145936,0.00998823376775287,-7.51851548139013,0.0000000000000554016864592736,"term","112"
"American Crow","year",0.0204397693328321,0.00635206962552606,3.21781254580303,0.00129172208205972,"term","201"
"American Crow","year",0.0222558662475177,0.00735495642821174,3.02596846966352,0.00247838145797149,"term","202"
"American Crow","year",-0.016638425468219,0.00759147237643384,-2.1917257474149,0.0283993154421628,"term","203"
"American Crow","year",0.0250119401875491,0.0108818017495528,2.29851092339344,0.0215327269007745,"term","204"
"American Crow","year",-0.00297933192162438,0.010603810498415,-0.280968046540413,0.77873490816249,"term","205"
"American Crow","year",0.026460486143161,0.00997397164079233,2.65295381780923,0.00797907870259231,"term","206"
"American Crow","year",-0.0119826894948207,0.0112523718734952,-1.06490343809608,0.286919629043708,"term","207"
"American Crow","year",-0.00393936873018207,0.00685170132088591,-0.574947526999429,0.565326785540361,"term","208"
"American Crow","year",-0.0198852423168521,0.0056985949691171,-3.48949915279433,0.000483926592219368,"term","301"
"American Crow","year",-0.00725636220566187,0.00643337306076863,-1.12792498384897,0.259351601574647,"term","302"
"American Crow","year",-0.0336743123214936,0.00949717515993255,-3.54571877999697,0.000391543814588937,"term","303"
"American Crow","year",-0.027223422370043,0.00562394126736377,-4.84063063176406,0.00000129427743199253,"term","304"
"American Crow","year",-0.00108031903038747,0.00495511951247602,-0.218020781873665,0.827412919292347,"term","305"
"American Crow","year",-0.0124835156772665,0.00518621629759059,-2.40705650534978,0.0160816814351061,"term","306"
"American Crow","year",0.0049789096496528,0.00607435648859406,0.819660429710011,0.412409713879139,"term","307"
"American Crow","year",-0.00970154415733986,0.00499394971345118,-1.94265956086999,0.0520573053247193,"term","308"
"American Crow","year",-0.0130280736557514,0.00584505196958521,-2.22890638501474,0.0258201342031497,"term","309"
"American Crow","year",0.00154099105540845,0.00691067519200337,0.222987047226816,0.823545587533937,"term","310"
"American Crow","year",-0.0449520554940292,0.0076785394700012,-5.85424554625909,0.00000000479180228217456,"term","311"
"American Crow","year",-0.00338926224929021,0.00651552558270578,-0.520182478952483,0.602936396031331,"term","312"
"American Crow","year",0.00586778898052508,0.00488058775535767,1.20227097117221,0.229258560016453,"term","313"
"American Crow","year",-0.0163916554544002,0.00761388585038939,-2.15286330482114,0.0313294231532727,"term","314"
"American Goldfinch","year",-0.0287747137572572,0.0147252573551038,-1.95410600055039,0.0506886826067481,"term","101"
"American Goldfinch","year",-0.11021968557382,0.0228235645890952,-4.82920558458607,0.00000137078827065934,"term","102"
"American Goldfinch","year",-0.0824339595624527,0.015382374792456,-5.35898784645926,0.0000000836894841778362,"term","103"
"American Goldfinch","year",-0.0413362270328183,0.0147034351164331,-2.81133127772431,0.00493369590588098,"term","104"
"American Goldfinch","year",-0.00411708638614495,0.010405689232066,-0.395657250022208,0.692357896761793,"term","105"
"American Goldfinch","year",-0.0735450342645193,0.0132139339573653,-5.56571831687764,0.0000000261074688816767,"term","106"
"American Goldfinch","year",-0.0609981293247459,0.0150243616899976,-4.05994814178064,0.0000490836161492368,"term","107"
"American Goldfinch","year",-0.112374235877267,0.0275967179769447,-4.07201450444756,0.0000466082762311604,"term","108"
