"common_name","value","estimate","std.error","statistic","p.value","name","route_ID"
"American Goldfinch","year",-0.085916093286432,0.0141972844136196,-6.05158640084801,0.00000000143426324046523,"term","109"
"American Goldfinch","year",-0.0522075431729215,0.0146420157212667,-3.56559808203819,0.000363027359901484,"term","110"
"American Goldfinch","year",-0.0700492890777617,0.0148572387512649,-4.71482556419159,0.00000241917908935364,"term","111"
"American Goldfinch","year",-0.0924933112630436,0.0224312918582537,-4.12340545731922,0.0000373311725187794,"term","112"
"American Goldfinch","year",0.0171211775103607,0.0161443827777161,1.06050369011275,0.288915512089469,"term","201"
"American Goldfinch","year",0.00850560282736662,0.0193276499325737,0.440074342045681,0.659883264505913,"term","202"
"American Goldfinch","year",-0.0234815090314923,0.014079836604895,-1.66774016563009,0.0953673183243704,"term","203"
"American Goldfinch","year",-0.0386020786672199,0.0206972282896985,-1.86508445125636,0.0621695676620687,"term","204"
"American Goldfinch","year",-0.15472468960073,0.0182258967539194,-8.48927719111854,0.0000000000000000207926245110324,"term","205"
"American Goldfinch","year",-0.0349122874720804,0.0175566426443788,-1.98855146620294,0.0467507329517627,"term","206"
"American Goldfinch","year",-0.0469820162956012,0.0182976623934407,-2.56765128164367,0.010239010098548,"term","207"
"American Goldfinch","year",-0.0196203076937025,0.0200837988057714,-0.976922139255064,0.328607700362317,"term","208"
"American Goldfinch","year",-0.0619789308793153,0.0111766679245694,-5.54538537761047,0.00000002933074289834,"term","301"
"American Goldfinch","year",-0.0184322961142822,0.00949010726577332,-1.94226425456322,0.0521051179847437,"term","302"
"American Goldfinch","year",-0.0327061656370183,0.0234890181024928,-1.39240241947565,0.163800572227005,"term","303"
"American Goldfinch","year",0.0107365207677518,0.017053413879385,0.62958190328862,0.52896816669649,"term","304"
"American Goldfinch","year",0.0351213158851061,0.0105020959001328,3.34421968901103,0.000825143678868429,"term","305"
"American Goldfinch","year",-0.0448359960655319,0.0163913931022976,-2.73533773399939,0.00623163019802787,"term","306"
"American Goldfinch","year",-0.00355513819822538,0.0151466006257794,-0.234715253016876,0.814429748226642,"term","307"
"American Goldfinch","year",-0.0253699724364561,0.00999947747259577,-2.53712981563129,0.0111765501163768,"term","308"
"American Goldfinch","year",-0.0438544029569718,0.0102016347839919,-4.29876229501831,0.0000171754556185598,"term","309"
"American Goldfinch","year",-0.0289994655106499,0.0148078616163273,-1.95838307123797,0.0501850796892547,"term","310"
"American Goldfinch","year",0.0381956034030435,0.023429607543571,1.63022804936074,0.103053307782363,"term","311"
"American Goldfinch","year",-0.00717856795714548,0.0144454364878094,-0.496943651595679,0.619228787902779,"term","312"
"American Goldfinch","year",0.0129549928622286,0.0112059351101644,1.15608315904646,0.247647143824188,"term","313"
"American Goldfinch","year",-0.0207919191932029,0.0145562845000158,-1.42838093011856,0.153182245015596,"term","314"
"American Robin","year",-0.0424436038257614,0.01840638110899,-2.30591790827536,0.0211152197773835,"term","101"
"American Robin","year",-0.146385346957741,0.0286892790793743,-5.10244076028325,0.000000335300720608432,"term","102"
"American Robin","year",-0.109069932421752,0.0139865602026714,-7.79819561359481,0.00000000000000627986131309617,"term","103"
"American Robin","year",-0.00875246992421042,0.0165142798543661,-0.529994041604932,0.596116061962758,"term","104"
"American Robin","year",-0.0548661951540776,0.0208196062986628,-2.63531376948284,0.00840595387598878,"term","105"
"American Robin","year",0.0529834627142227,0.01125647119242,4.7069336214267,0.00000251470745903391,"term","106"
"American Robin","year",-0.0522630115516083,0.00977012787290502,-5.34926586749663,0.0000000883117274954431,"term","107"
"American Robin","year",-0.100360958534116,0.0210375870678884,-4.77055463681508,0.00000183719342881644,"term","108"
"American Robin","year",-0.08805562201122,0.0211047290924894,-4.17231709657703,0.000030151761720083,"term","109"
"American Robin","year",-0.0711208936881189,0.0164736355184522,-4.31725550856434,0.0000157981245696139,"term","110"
"American Robin","year",-0.0106863519726952,0.0180759995068601,-0.591190100920259,0.554393054673037,"term","111"
"American Robin","year",-0.0344848532126165,0.00741378451264249,-4.65145070696492,0.00000329608066385603,"term","112"
"American Robin","year",-0.0652037782824674,0.0324986915456926,-2.00635087695122,0.0448188254156406,"term","201"
"American Robin","year",-0.0158458863508106,0.0176085468411596,-0.899897447174417,0.368174828800543,"term","202"
"American Robin","year",-0.0370756141496061,0.00688948985695613,-5.381474524151,0.0000000738781604341596,"term","203"
"American Robin","year",-0.0310935375613692,0.0138407289932759,-2.24652455636369,0.0246704284496496,"term","204"
"American Robin","year",-0.00820529599363114,0.00832575248916891,-0.985532059030763,0.324362792038546,"term","205"
"American Robin","year",0.00191386566585296,0.00834261056995545,0.229408486684663,0.818551440620349,"term","206"
"American Robin","year",0.0135909004640433,0.0199285734946129,0.6819805977441,0.495251219455441,"term","207"
"American Robin","year",0.0445480408025321,0.0124220276116265,3.58621331358473,0.000335514540526612,"term","208"
"American Robin","year",0.0119418109042039,0.0386887765634896,0.308663441052652,0.757577556517332,"term","301"
"American Robin","year",-0.0763945822683535,0.0155756938777935,-4.9047305929189,0.000000935556565875857,"term","302"
"American Robin","year",-0.0310886558627824,0.0131010956145003,-2.37298137328099,0.0176451537416854,"term","303"
"American Robin","year",-0.056512449868389,0.024193901396172,-2.335813845936,0.019500945676293,"term","304"
"American Robin","year",-0.0219942266865156,0.0144037071848082,-1.52698374136023,0.126765054347241,"term","305"
"American Robin","year",-0.0378955294668797,0.0147895153487294,-2.56232395540503,0.0103974284377881,"term","306"
"American Robin","year",-0.0104457269902464,0.0723451845249238,-0.144387315601465,0.885194632537425,"term","307"
"American Robin","year",-0.0910260090348667,0.0151628695029058,-6.00321786172614,0.00000000193444771841598,"term","308"
"American Robin","year",-0.00581051103121507,0.0162106220170198,-0.35843849946748,0.720015184581674,"term","309"
"American Robin","year",-0.023740025259105,0.0214065335655498,-1.1090083869212,0.267426563927778,"term","310"
"American Robin","year",-0.135305932831716,0.0650252964636692,-2.08081992993779,0.0374503912329965,"term","311"
"American Robin","year",-0.028260663907989,0.0136888949157394,-2.06449564277793,0.0389707465997073,"term","312"
"American Robin","year",-0.00883605876888817,0.00896917974107055,-0.985157954681986,0.324546489655903,"term","313"
"American Robin","year",-0.00443050446583021,0.0189947189492997,-0.23324927721521,0.815567843223762,"term","314"
"Barn Swallow","year",-0.0580581664466785,0.0126087632488357,-4.60458851521696,0.00000413282209191591,"term","101"
"Barn Swallow","year",-0.0869345159926418,0.0399961419481056,-2.17357254370779,0.0297372522604125,"term","102"
"Barn Swallow","year",0.0117521291261997,0.0412887373469391,0.284632805005622,0.775925475616047,"term","103"
"Barn Swallow","year",0.0361217409709598,0.046226038295229,0.781415459838097,0.434558181305993,"term","104"
"Barn Swallow","year",0.0225711743950189,0.00666089473495461,3.388609983066,0.000702478505616909,"term","105"
"Barn Swallow","year",0.0707570630836299,0.055301130054824,1.27948674852545,0.200725703113141,"term","106"
"Barn Swallow","year",0.0244312539213949,0.0268827983264136,0.90880620479863,0.363452430769207,"term","107"
"Barn Swallow","year",0.13603580891769,0.102621676361357,1.32560501583187,0.184970563942831,"term","108"
"Barn Swallow","year",-0.135645018696524,0.0675996547892857,-2.00659336381734,0.0447929785066643,"term","109"
"Barn Swallow","year",-0.129733750318116,0.0212294898772154,-6.11101590610302,0.000000000989988973226917,"term","110"
"Barn Swallow","year",-0.0568809790259737,0.0267633056924164,-2.12533457860893,0.0335587049211738,"term","111"
"Barn Swallow","year",-0.0198614873311267,0.0117924982354653,-1.68424764070724,0.0921338196969511,"term","112"
"Barn Swallow","year",-0.0392772322826777,0.0199157126886663,-1.97217307242185,0.0485898525160461,"term","201"
"Barn Swallow","year",0.231974467040376,0.106173957160434,2.18485279483227,0.028899641603854,"term","202"
"Barn Swallow","year",-0.00369354136644222,0.0183261901543904,-0.201544420052707,0.840272899772183,"term","203"
"Barn Swallow","year",-0.0826934571355105,0.0261813269452561,-3.15848991567229,0.00158588795997405,"term","204"
"Barn Swallow","year",-0.137303540429552,0.0642994013001396,-2.13537820964522,0.0327301291227409,"term","205"
"Barn Swallow","year",-0.0662616173812013,0.046033133160206,-1.43943313939973,0.150027840695343,"term","206"
"Barn Swallow","year",-0.847109311567584,0.436789940615114,-1.93939748331803,0.0524529567442594,"term","207"
"Barn Swallow","year",-0.00377718417089422,0.0457788053847374,-0.0825094525545117,0.93424160191447,"term","208"
"Barn Swallow","year",0.083346453326489,0.0794050203848898,1.04963707486623,0.293885004558274,"term","301"
"Barn Swallow","year",0.034755593599881,0.0229538743156341,1.51414933801431,0.129987967572319,"term","302"
"Barn Swallow","year",0.094739310694883,0.0251438964433783,3.76788501767127,0.000164636498740547,"term","303"
"Barn Swallow","year",-0.112571303034915,0.0166323807643214,-6.76820141566237,0.0000000000130393151187605,"term","304"
"Barn Swallow","year",-0.00827451609159167,0.0140453447932393,-0.58912872652116,0.555774924334724,"term","305"
"Barn Swallow","year",-0.0459391246330381,0.0301716303000236,-1.52259338246638,0.12786046641334,"term","306"
"Barn Swallow","year",-0.00124596281035419,0.0124799026331124,-0.099837542566104,0.920473302277517,"term","307"
"Barn Swallow","year",-0.104218513295517,0.0149952086570613,-6.95012091388536,0.00000000000364973259363151,"term","308"
"Barn Swallow","year",-0.864951575023434,0.556221558243003,-1.55504863521589,0.119934486701241,"term","309"
"Barn Swallow","year",-0.101816188565278,0.0203495284776966,-5.00336844054498,0.000000563371182857588,"term","310"
"Barn Swallow","year",0.0529246714994878,0.0300928184603321,1.75871434472821,0.0786260396772778,"term","311"
"Barn Swallow","year",-0.0207214687814261,0.0106908720223897,-1.93823934455763,0.0525940286681767,"term","312"
"Barn Swallow","year",0.0309115080430188,0.0185994070635621,1.66196201509978,0.0965203909059769,"term","313"
"Barn Swallow","year",-0.0762148570743972,0.0381530688216212,-1.99760751699236,0.0457592276618099,"term","314"
"Blue Grosbeak","year",0.0080053474864884,0.0124159123005815,0.644765144331235,0.519079392952113,"term","101"
"Blue Grosbeak","year",-0.0700907182460251,0.0255985798946204,-2.73807057010826,0.00618008128752342,"term","102"
"Blue Grosbeak","year",-0.0383235639639744,0.0219003643592263,-1.74990531369078,0.0801346536431207,"term","103"
"Blue Grosbeak","year",-0.0335987327218308,0.0283419860358188,-1.18547559367817,0.235829458893419,"term","104"
"Blue Grosbeak","year",0.0143840769731317,0.0096705492198088,1.48741055406325,0.136906411118204,"term","105"
"Blue Grosbeak","year",0.0478931381784325,0.0267417721369099,1.79094855543731,0.0733015508255123,"term","106"
"Blue Grosbeak","year",0.107612275529614,0.0164398130001795,6.5458333089579,0.0000000000591645438099843,"term","107"
"Blue Grosbeak","year",0.0598122555740527,0.0335867887370564,1.7808268614874,0.0749407397737087,"term","108"
"Blue Grosbeak","year",-0.0435500914237345,0.0406750583926476,-1.07068294784812,0.284312012631392,"term","109"
"Blue Grosbeak","year",-0.0926813322630141,0.0215562376054377,-4.29951339187478,0.0000171173532835666,"term","110"
"Blue Grosbeak","year",-0.397134015008221,0.0884398873604505,-4.49044008151706,0.00000710761679241438,"term","111"
"Blue Grosbeak","year",-0.063045837343475,0.0190102350011921,-3.31641546459165,0.000911801677694763,"term","112"
"Blue Grosbeak","year",0.0369589976424745,0.0191510292870036,1.92987003928586,0.0536229425364087,"term","201"
"Blue Grosbeak","year",0.0539059401754412,0.0349009616851454,1.54454025255083,0.122457507658106,"term","202"
"Blue Grosbeak","year",0.000000000000000296977469952967,0.111455635251468,0.00000000000000266453525910038,0.999999999999998,"term","203"
"Blue Grosbeak","year",0.0140804999526043,0.0225147744209715,0.625389341653315,0.531715555723806,"term","204"
"Blue Grosbeak","year",0.0376929980248321,0.0801667158514983,0.470182639072493,0.638224536562045,"term","205"
"Blue Grosbeak","year",0.163925773757947,0.207403345191221,0.7903718891651,0.42931061414942,"term","206"
"Blue Grosbeak","year",0.0190992532706518,0.0191817973430591,0.995696749844085,0.319397509769759,"term","207"
"Blue Grosbeak","year",0.0865393594254269,0.0219933818466286,3.93479093069503,0.0000832691484534722,"term","208"
"Blue Grosbeak","year",0.0262594592887668,0.0729493098465033,0.359968577413834,0.718870632173355,"term","301"
"Blue Grosbeak","year",-0.0140134421713686,0.0211317318553409,-0.663146885797093,0.507236484861788,"term","302"
"Blue Grosbeak","year",-0.0504700036035238,0.0111620271594596,-4.52158043359998,0.00000613796281686041,"term","303"
"Blue Grosbeak","year",0.0135376983525268,0.0185454781804621,0.729973000469133,0.465406688357816,"term","304"
"Blue Grosbeak","year",0.00421400908319148,0.00887645376886082,0.474740160082228,0.634972189445076,"term","305"
"Blue Grosbeak","year",0.0544065577647708,0.0122978915699127,4.42405573796721,0.00000968650116511735,"term","306"
"Blue Grosbeak","year",-0.0129351002335469,0.0144092900684999,-0.897691709449607,0.36934993060204,"term","307"
"Blue Grosbeak","year",0.00963938845399616,0.03069786899341,0.314008391138338,0.753514665668445,"term","308"
"Blue Grosbeak","year",-0.0990128681830292,0.0288088669233464,-3.43688866509325,0.000588437428336953,"term","309"
"Blue Grosbeak","year",0.00151552034962961,0.0183057328245843,0.0827893842957377,0.934019010254201,"term","310"
"Blue Grosbeak","year",-0.0300692266850557,0.0334994032397393,-0.897604845968884,0.369396254599531,"term","311"
"Blue Grosbeak","year",0.0459762393368061,0.0125510508771682,3.66313863171745,0.000249143610068459,"term","312"
"Blue Grosbeak","year",0.0712600222736401,0.0143892809957269,4.95229902694941,0.00000073341786424222,"term","313"
"Blue Grosbeak","year",0.00841267354415612,0.0158750524676959,0.529930440310358,0.59616015987694,"term","314"
"Blue Jay","year",-0.0613926500826604,0.0178036831004125,-3.44831177551334,0.000564102484890227,"term","101"
"Blue Jay","year",-0.0632627632290028,0.0294626863879318,-2.14721639418855,0.0317760581358709,"term","102"
"Blue Jay","year",-0.0236615106630807,0.0150788222906461,-1.56918824341863,0.116604082804059,"term","103"
"Blue Jay","year",0.0242453202999499,0.0143719588050084,1.6869878788896,0.0916056826910895,"term","104"
"Blue Jay","year",-0.00609686563082853,0.014108680176709,-0.432135788356264,0.665642725026134,"term","105"
"Blue Jay","year",0.000313275392128893,0.0166865619177839,0.0187741125866687,0.985021305346176,"term","106"
"Blue Jay","year",-0.0610620241522783,0.0200114617838236,-3.05135251047168,0.00227812940558903,"term","107"
"Blue Jay","year",-0.0466290702440956,0.0242355866161104,-1.92399181347232,0.0543556096225883,"term","108"
"Blue Jay","year",-0.0379700745244794,0.0141853045595513,-2.67671902038319,0.00743469552854806,"term","109"
"Blue Jay","year",-0.070210524171763,0.0161468125735395,-4.34825906673495,0.0000137222454709642,"term","110"
"Blue Jay","year",-0.0458607263439327,0.0125365464110651,-3.65816269012133,0.000254029784668389,"term","111"
"Blue Jay","year",-0.0351351757184119,0.0197929188309715,-1.77513867552638,0.0758749923845548,"term","112"
"Blue Jay","year",0.0381077786460878,0.0203699281619007,1.87078610897428,0.061374733769281,"term","201"
"Blue Jay","year",0.0180027859049893,0.0172317023037217,1.04474796440169,0.296139470326108,"term","202"
"Blue Jay","year",-0.0795528520697016,0.0142355821132836,-5.5883104348412,0.0000000229289487776058,"term","203"
"Blue Jay","year",-0.00551580318177414,0.0268748568466656,-0.205240281399248,0.837384399252356,"term","204"
"Blue Jay","year",-0.0707663081045008,0.0154523579379161,-4.57964463344838,0.00000465766613507698,"term","205"
"Blue Jay","year",-0.00532508887272664,0.016528964514476,-0.322167118700204,0.747326093050261,"term","206"
"Blue Jay","year",-0.0299315976864435,0.022362591047834,-1.33846733692081,0.180744141027221,"term","207"
"Blue Jay","year",0.0361087142295733,0.0215801211678171,1.67323964257546,0.0942801291453197,"term","208"
"Blue Jay","year",-0.044062227414932,0.0151561266418421,-2.90722217200849,0.00364654105709238,"term","301"
"Blue Jay","year",-0.028197468408368,0.0155762625161413,-1.8102846160398,0.0702516614799289,"term","302"
"Blue Jay","year",-0.0305572423406862,0.0228648658874119,-1.33642779674073,0.181409485856522,"term","303"
"Blue Jay","year",-0.0104457269902467,0.0140535709096973,-0.743279203368797,0.457312659789349,"term","304"
"Blue Jay","year",0.0251647189237171,0.0125006722604854,2.01306924934451,0.0441073447134379,"term","305"
"Blue Jay","year",0.0163279383272048,0.0156966331238883,1.04021914752888,0.298238097635244,"term","306"
"Blue Jay","year",-0.00441554339613763,0.0141697488364043,-0.311617619134744,0.755331142416618,"term","307"
"Blue Jay","year",0.0286374166051409,0.0153334628688915,1.86764182689877,0.0618120121914757,"term","308"
"Blue Jay","year",-0.0563352233705273,0.0121324623878044,-4.64334622023275,0.0000034281117193325,"term","309"
"Blue Jay","year",-0.00116626198001493,0.0170770860788232,-0.0682939685747197,0.945551625301212,"term","310"
"Blue Jay","year",-0.0253659989284874,0.0212732946200448,-1.19238695188221,0.233109554148301,"term","311"
"Blue Jay","year",0.0282824709387995,0.0126013307681632,2.24440350460874,0.0248064512340991,"term","312"
"Blue Jay","year",-0.0134692554125015,0.0102162962696368,-1.31840884964668,0.187366819909765,"term","313"
"Blue Jay","year",0.0296750430546396,0.0207471510362267,1.43031893886654,0.152625501588997,"term","314"
"Blue-gray Gnatcatcher","year",0.0332346811373235,0.0114799704291308,2.89501452486232,0.00379140988713776,"term","101"
"Blue-gray Gnatcatcher","year",-2.30258509282727,0.948673752908854,-2.42716222069706,0.015217449851495,"term","102"
"Blue-gray Gnatcatcher","year",-0.0610842547721701,0.0171526848288809,-3.56120662051222,0.000369154433591424,"term","103"
"Blue-gray Gnatcatcher","year",0.0391105766410046,0.0110028274843583,3.55459328037312,0.000378564198648183,"term","104"
"Blue-gray Gnatcatcher","year",-0.00219744691519165,0.00976040371639842,-0.225138936773663,0.821871191259598,"term","105"
"Blue-gray Gnatcatcher","year",-0.0391421303345226,0.0150405570253549,-2.60243887700023,0.00925633134916213,"term","106"
"Blue-gray Gnatcatcher","year",0.106855775202093,0.0151187569366791,7.06776196281413,0.00000000000157452326929921,"term","107"
"Blue-gray Gnatcatcher","year",0.0547130163368716,0.0290290843439488,1.88476548859099,0.0594615062823103,"term","108"
"Blue-gray Gnatcatcher","year",0.015916184922368,0.0128877853926639,1.23498215072917,0.216837147180517,"term","109"
"Blue-gray Gnatcatcher","year",-0.0607606307678554,0.0116575918189631,-5.21210827342727,0.000000186706519154624,"term","110"
"Blue-gray Gnatcatcher","year",0.0647036929290506,0.0132078186937365,4.89889318057757,0.000000963780197275298,"term","111"
"Blue-gray Gnatcatcher","year",-0.0212533399832893,0.0312277550312522,-0.680591350931865,0.496130101180524,"term","112"
"Blue-gray Gnatcatcher","year",0.022402364660225,0.0156253135604298,1.43372256649989,0.151651449745866,"term","201"
"Blue-gray Gnatcatcher","year",0.0152306779418,0.0114911088739762,1.32543152352275,0.18502806725662,"term","202"
"Blue-gray Gnatcatcher","year",-0.0493756856770282,0.0195349640025742,-2.52755447465999,0.0114860003798052,"term","203"
"Blue-gray Gnatcatcher","year",0.023011640576828,0.00943976213478054,2.43773521496291,0.01477959542971,"term","204"
"Blue-gray Gnatcatcher","year",-0.0766111151592973,0.0133842520782046,-5.72397431785176,0.0000000104060487448715,"term","205"
"Blue-gray Gnatcatcher","year",0.114849917298362,0.0304111540358787,3.77657214727409,0.000159001517261081,"term","206"
"Blue-gray Gnatcatcher","year",0.0149234331669193,0.0121702597959561,1.22622141327484,0.220115365255852,"term","207"
"Blue-gray Gnatcatcher","year",-0.0138148841222055,0.0102193018282545,-1.35184226421515,0.176425780517109,"term","208"
"Blue-gray Gnatcatcher","year",-0.0161502049985468,0.00960313015320879,-1.6817646684868,0.092614482435747,"term","301"
"Blue-gray Gnatcatcher","year",0.00374953051207228,0.00790621856541928,0.474250804104027,0.63532106868844,"term","302"
"Blue-gray Gnatcatcher","year",0.0681388161120276,0.0234972623277278,2.89986191419504,0.00373327085042133,"term","303"
"Blue-gray Gnatcatcher","year",0.0176405217190891,0.00862596211635049,2.04504975574278,0.0408499530262722,"term","304"
