"mbbs_county","year","route_num","stop_num","ijbg_class","numpix","frequency","percent_developed"
"chatham",2001,1,1,"developed",561,58,10.3386809269162
"chatham",2004,1,1,"developed",561,58,10.3386809269162
"chatham",2006,1,1,"developed",561,58,10.3386809269162
"chatham",2008,1,1,"developed",561,58,10.3386809269162
"chatham",2011,1,1,"developed",561,58,10.3386809269162
"chatham",2013,1,1,"developed",561,58,10.3386809269162
"chatham",2016,1,1,"developed",561,58,10.3386809269162
"chatham",2019,1,1,"developed",561,72,12.8342245989305
"chatham",2021,1,1,"developed",561,72,12.8342245989305
"chatham",2001,1,2,"developed",559,35,6.26118067978533
"chatham",2004,1,2,"developed",559,35,6.26118067978533
"chatham",2006,1,2,"developed",559,35,6.26118067978533
"chatham",2008,1,2,"developed",559,35,6.26118067978533
"chatham",2011,1,2,"developed",559,35,6.26118067978533
"chatham",2013,1,2,"developed",559,35,6.26118067978533
"chatham",2016,1,2,"developed",559,35,6.26118067978533
"chatham",2019,1,2,"developed",559,48,8.58676207513417
"chatham",2021,1,2,"developed",559,48,8.58676207513417
"chatham",2001,1,3,"developed",561,71,12.6559714795009
"chatham",2004,1,3,"developed",561,71,12.6559714795009
"chatham",2006,1,3,"developed",561,71,12.6559714795009
"chatham",2008,1,3,"developed",561,71,12.6559714795009
"chatham",2011,1,3,"developed",561,71,12.6559714795009
"chatham",2013,1,3,"developed",561,71,12.6559714795009
"chatham",2016,1,3,"developed",561,71,12.6559714795009
"chatham",2019,1,3,"developed",561,91,16.2210338680927
"chatham",2021,1,3,"developed",561,91,16.2210338680927
"chatham",2001,1,4,"developed",558,131,23.4767025089606
"chatham",2004,1,4,"developed",558,131,23.4767025089606
"chatham",2006,1,4,"developed",558,134,24.0143369175627
"chatham",2008,1,4,"developed",558,134,24.0143369175627
"chatham",2011,1,4,"developed",558,134,24.0143369175627
"chatham",2013,1,4,"developed",558,134,24.0143369175627
"chatham",2016,1,4,"developed",558,134,24.0143369175627
"chatham",2019,1,4,"developed",558,160,28.673835125448
"chatham",2021,1,4,"developed",558,160,28.673835125448
"chatham",2001,1,5,"developed",554,109,19.6750902527076
"chatham",2004,1,5,"developed",554,109,19.6750902527076
"chatham",2006,1,5,"developed",554,109,19.6750902527076
"chatham",2008,1,5,"developed",554,109,19.6750902527076
"chatham",2011,1,5,"developed",554,109,19.6750902527076
"chatham",2013,1,5,"developed",554,109,19.6750902527076
"chatham",2016,1,5,"developed",554,109,19.6750902527076
"chatham",2019,1,5,"developed",554,139,25.0902527075812
"chatham",2021,1,5,"developed",554,139,25.0902527075812
"chatham",2001,1,6,"developed",556,109,19.6043165467626
"chatham",2004,1,6,"developed",556,109,19.6043165467626
"chatham",2006,1,6,"developed",556,110,19.7841726618705
"chatham",2008,1,6,"developed",556,110,19.7841726618705
"chatham",2011,1,6,"developed",556,110,19.7841726618705
"chatham",2013,1,6,"developed",556,110,19.7841726618705
"chatham",2016,1,6,"developed",556,110,19.7841726618705
"chatham",2019,1,6,"developed",556,136,24.4604316546763
"chatham",2021,1,6,"developed",556,136,24.4604316546763
"chatham",2001,1,7,"developed",554,70,12.6353790613718
"chatham",2004,1,7,"developed",554,70,12.6353790613718
"chatham",2006,1,7,"developed",554,70,12.6353790613718
"chatham",2008,1,7,"developed",554,70,12.6353790613718
"chatham",2011,1,7,"developed",554,70,12.6353790613718
"chatham",2013,1,7,"developed",554,70,12.6353790613718
"chatham",2016,1,7,"developed",554,70,12.6353790613718
"chatham",2019,1,7,"developed",554,80,14.4404332129964
"chatham",2021,1,7,"developed",554,80,14.4404332129964
"chatham",2001,1,8,"developed",555,67,12.0720720720721
"chatham",2004,1,8,"developed",555,67,12.0720720720721
"chatham",2006,1,8,"developed",555,67,12.0720720720721
"chatham",2008,1,8,"developed",555,67,12.0720720720721
"chatham",2011,1,8,"developed",555,67,12.0720720720721
"chatham",2013,1,8,"developed",555,67,12.0720720720721
"chatham",2016,1,8,"developed",555,67,12.0720720720721
"chatham",2019,1,8,"developed",555,71,12.7927927927928
"chatham",2021,1,8,"developed",555,71,12.7927927927928
"chatham",2001,1,9,"developed",560,31,5.53571428571429
"chatham",2004,1,9,"developed",560,31,5.53571428571429
"chatham",2006,1,9,"developed",560,31,5.53571428571429
"chatham",2008,1,9,"developed",560,31,5.53571428571429
"chatham",2011,1,9,"developed",560,31,5.53571428571429
"chatham",2013,1,9,"developed",560,31,5.53571428571429
"chatham",2016,1,9,"developed",560,31,5.53571428571429
"chatham",2019,1,9,"developed",560,35,6.25
"chatham",2021,1,9,"developed",560,35,6.25
"chatham",2001,1,10,"developed",560,59,10.5357142857143
"chatham",2004,1,10,"developed",560,59,10.5357142857143
"chatham",2006,1,10,"developed",560,59,10.5357142857143
"chatham",2008,1,10,"developed",560,59,10.5357142857143
"chatham",2011,1,10,"developed",560,59,10.5357142857143
"chatham",2013,1,10,"developed",560,59,10.5357142857143
"chatham",2016,1,10,"developed",560,59,10.5357142857143
"chatham",2019,1,10,"developed",560,80,14.2857142857143
"chatham",2021,1,10,"developed",560,80,14.2857142857143
"chatham",2001,1,11,"developed",558,127,22.7598566308244
"chatham",2004,1,11,"developed",558,127,22.7598566308244
"chatham",2006,1,11,"developed",558,127,22.7598566308244
"chatham",2008,1,11,"developed",558,127,22.7598566308244
"chatham",2011,1,11,"developed",558,127,22.7598566308244
"chatham",2013,1,11,"developed",558,127,22.7598566308244
"chatham",2016,1,11,"developed",558,127,22.7598566308244
"chatham",2019,1,11,"developed",558,157,28.1362007168459
"chatham",2021,1,11,"developed",558,157,28.1362007168459
"chatham",2001,1,12,"developed",554,101,18.2310469314079
"chatham",2004,1,12,"developed",554,101,18.2310469314079
"chatham",2006,1,12,"developed",554,101,18.2310469314079
"chatham",2008,1,12,"developed",554,101,18.2310469314079
"chatham",2011,1,12,"developed",554,101,18.2310469314079
"chatham",2013,1,12,"developed",554,101,18.2310469314079
"chatham",2016,1,12,"developed",554,101,18.2310469314079
"chatham",2019,1,12,"developed",554,148,26.7148014440433
"chatham",2021,1,12,"developed",554,148,26.7148014440433
"chatham",2001,1,13,"developed",560,72,12.8571428571429
"chatham",2004,1,13,"developed",560,72,12.8571428571429
"chatham",2006,1,13,"developed",560,72,12.8571428571429
"chatham",2008,1,13,"developed",560,72,12.8571428571429
"chatham",2011,1,13,"developed",560,72,12.8571428571429
"chatham",2013,1,13,"developed",560,72,12.8571428571429
"chatham",2016,1,13,"developed",560,72,12.8571428571429
"chatham",2019,1,13,"developed",560,85,15.1785714285714
"chatham",2021,1,13,"developed",560,85,15.1785714285714
"chatham",2001,1,14,"developed",561,36,6.41711229946524
"chatham",2004,1,14,"developed",561,36,6.41711229946524
"chatham",2006,1,14,"developed",561,36,6.41711229946524
"chatham",2008,1,14,"developed",561,36,6.41711229946524
"chatham",2011,1,14,"developed",561,36,6.41711229946524
"chatham",2013,1,14,"developed",561,36,6.41711229946524
"chatham",2016,1,14,"developed",561,36,6.41711229946524
"chatham",2019,1,14,"developed",561,48,8.55614973262032
"chatham",2021,1,14,"developed",561,48,8.55614973262032
"chatham",2001,1,15,"developed",560,79,14.1071428571429
"chatham",2004,1,15,"developed",560,79,14.1071428571429
"chatham",2006,1,15,"developed",560,79,14.1071428571429
"chatham",2008,1,15,"developed",560,79,14.1071428571429
"chatham",2011,1,15,"developed",560,79,14.1071428571429
"chatham",2013,1,15,"developed",560,79,14.1071428571429
