"ID","NLCD Land Cover Class","route","stop_num"
218,"Developed, Open Space","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Evergreen Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Low Intensity","cthm-11",18
218,"Developed, Low Intensity","cthm-11",18
218,"Developed, Medium Intensity","cthm-11",18
218,"Developed, Medium Intensity","cthm-11",18
218,"Pasture/Hay","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Developed, Low Intensity","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Developed, Medium Intensity","cthm-11",18
218,"Grassland/Herbaceous","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Developed, Open Space","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Mixed Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
218,"Deciduous Forest","cthm-11",18
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Low Intensity","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Low Intensity","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Low Intensity","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Low Intensity","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Pasture/Hay","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Developed, Open Space","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Mixed Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Evergreen Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
219,"Deciduous Forest","cthm-11",19
