"rownames","mean","se_mean","sd","conf_2.5","conf_25","conf_50","conf_75","conf_97.5","n_eff","Rhat","sp_id","q_rt_standard","slope","raw","flag_rhat","flag_neff","common_name"
"a",-0.00980382513192178,0.0000778388196705853,0.0174037373590133,-0.0441042080180196,-0.0214662013863543,-0.00981594431089463,0.00187772404285601,0.024264401660136,49991.0844401097,0.99988322444102,NA,NA,NA,NA,FALSE,FALSE,NA
"sig_spqrt",0.0149995757917396,0.0000705417757212663,0.0113224321561658,0.000611031849224514,0.00592700870642823,0.0126328831557073,0.021710475394193,0.0422289110520261,25762.4213276663,1.00003916075548,NA,NA,NA,NA,FALSE,FALSE,NA
"sig_lcc",0.0391499748669128,0.00020772903110945,0.0299658104937035,0.00152993001015947,0.0155727901777729,0.0326666018081553,0.0564087505175433,0.11169375128433,20809.3093480318,1.00004072444007,NA,NA,NA,NA,FALSE,FALSE,NA
"c_obs",0.121651181527865,0.000189670521034189,0.0431443525806545,0.0367563258462689,0.0929327398587389,0.121270228224705,0.150542406053459,0.206747495304847,51742.5988876094,0.99990554889604,NA,NA,NA,NA,FALSE,FALSE,NA
"sigma",2.65614996216724,0.0000454644980937333,0.0113433601944014,2.63377792998367,2.64845279771199,2.65614110775916,2.66385851917807,2.67841843934091,62249.8979035164,0.99993799051443,NA,NA,NA,NA,FALSE,FALSE,NA
"a_spqrt[1,1]",0.0000446082894396127,0.000104732895831647,0.0189407321545925,-0.0407507392827429,-0.00671845631469338,-0.00001135835723505,0.00676331550500558,0.0408284431324288,32705.9901567558,0.999956481101019,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_spqrt[1,2]",-0.000279980952283474,0.000104144592944807,0.0188932017080581,-0.0418180808284621,-0.00707125094399442,-0.0000643294053447674,0.00660777724528883,0.0403908201430798,32910.741606441,1.00004544575768,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_spqrt[1,3]",-0.0000270400053142237,0.000105167479497048,0.0186952114240676,-0.0412840189136208,-0.00681913795473165,0.0000294162811847382,0.00690987014327569,0.0401919731433104,31600.7820734428,0.999972039084973,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_spqrt[1,4]",0.0000801747034902797,0.000105179615239875,0.0189221127162973,-0.0414540185019156,-0.00682131797527134,-0.00000898348069155533,0.00679327702991061,0.0420766086242754,32365.0360290449,1.00007562765505,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
"a_spqrt[1,5]",0.00010923199110317,0.000103064026222424,0.0185046786093194,-0.0402114310155807,-0.00667155211096738,0.0000185995857531665,0.00686375094794459,0.0416539338005064,32236.5743380854,0.999883695353553,1,NA,NA,NA,FALSE,FALSE,"Acadian Flycatcher"
