"route","stop_num","year","perc_ijbg_developed","running_max_perc_developed"
"cthm-01",1,1999,15.3297682709447,15.3297682709447
"cthm-01",2,1999,9.83899821109123,9.83899821109123
"cthm-01",3,1999,19.2513368983957,19.2513368983957
"cthm-01",4,1999,29.9283154121864,29.9283154121864
"cthm-01",5,1999,26.3537906137184,26.3537906137184
"cthm-01",6,1999,33.9928057553957,33.9928057553957
"cthm-01",7,1999,13.5379061371841,13.5379061371841
"cthm-01",8,1999,9.54954954954955,9.54954954954955
"cthm-01",9,1999,9.10714285714286,9.10714285714286
"cthm-01",10,1999,14.4642857142858,14.4642857142858
"cthm-01",11,1999,33.1541218637993,33.1541218637993
"cthm-01",12,1999,21.2996389891697,21.2996389891697
"cthm-01",13,1999,16.4285714285715,16.4285714285715
"cthm-01",14,1999,9.98217468805704,9.98217468805704
"cthm-01",15,1999,15.7142857142857,15.7142857142857
"cthm-01",16,1999,17.1428571428571,17.1428571428571
"cthm-01",17,1999,27.1428571428571,27.1428571428571
"cthm-01",18,1999,24.5080500894454,24.5080500894454
"cthm-01",19,1999,20.9591474245115,20.9591474245115
"cthm-01",20,1999,16.3669064748201,16.3669064748201
"cthm-02",1,1999,8.64864864864865,8.64864864864865
"cthm-02",2,1999,9.72972972972973,9.72972972972973
"cthm-02",3,1999,13.5623869801085,13.5623869801085
"cthm-02",4,1999,9.10714285714286,9.10714285714286
"cthm-02",5,1999,21.4669051878354,21.4669051878354
"cthm-02",6,1999,45.8483754512636,45.8483754512636
"cthm-02",7,1999,26.4758497316638,26.4758497316638
"cthm-02",8,1999,42.2182468694096,42.2182468694096
"cthm-02",9,1999,14.336917562724,14.336917562724
"cthm-02",10,1999,10.8928571428571,10.8928571428571
"cthm-02",11,1999,18.75,18.75
"cthm-02",12,1999,12.972972972973,12.972972972973
"cthm-02",13,1999,16.8458781362007,16.8458781362007
"cthm-02",14,1999,13.1059245960503,13.1059245960503
"cthm-02",15,1999,8.73440285204991,8.73440285204991
"cthm-02",16,1999,8.9126559714795,8.9126559714795
"cthm-02",17,1999,20.8928571428571,20.8928571428571
"cthm-02",18,1999,11.0714285714286,11.0714285714286
"cthm-02",19,1999,25.1798561151079,25.1798561151079
"cthm-02",20,1999,9.09090909090909,9.09090909090909
"cthm-03",1,1999,13.7184115523466,13.7184115523466
"cthm-03",2,1999,19.2513368983957,19.2513368983957
"cthm-03",3,1999,37.0503597122303,37.0503597122303
"cthm-03",4,1999,25.4054054054054,25.4054054054054
"cthm-03",5,1999,30.2158273381295,30.2158273381295
"cthm-03",6,1999,15.5515370705244,15.5515370705244
"cthm-03",7,1999,63.0824372759857,63.0824372759857
"cthm-03",8,1999,26.5232974910395,26.5232974910395
"cthm-03",9,1999,10.6690777576854,10.6690777576854
"cthm-03",10,1999,10.7142857142857,10.7142857142857
"cthm-03",11,1999,10.7142857142857,10.7142857142857
"cthm-03",12,1999,7.5134168157424,7.5134168157424
"cthm-03",13,1999,8.82882882882883,8.82882882882883
"cthm-03",14,1999,9.94575045207957,9.94575045207957
"cthm-03",15,1999,9.54954954954954,9.54954954954954
"cthm-03",16,1999,9.82142857142857,9.82142857142857
"cthm-03",17,1999,10.752688172043,10.752688172043
"cthm-03",18,1999,13.3214920071048,13.3214920071048
"cthm-03",19,1999,21.2121212121212,21.2121212121212
"cthm-03",20,1999,17.5,17.5
"cthm-04",1,1999,6.40569395017794,6.40569395017794
"cthm-04",2,1999,12.5223613595706,12.5223613595706
"cthm-04",3,1999,15.4676258992806,15.4676258992806
