ID,route,stop_num,year,nlcd_code,count,numpix,percent,class,ijbg_class,description,color
273,cthm-14,13,2025,22,70,558,12.54480287,developed,developed,"Developed, Low Intensity",#D89382
273,cthm-14,13,2025,41,51,558,9.139784946,forest,deciduous forest,Deciduous Forest,#68AA63
273,cthm-14,13,2025,42,95,558,17.02508961,forest,evergreen forest,Evergreen Forest,#1C6330
273,cthm-14,13,2025,43,145,558,25.98566308,forest,mixed forest,Mixed Forest,#B5C98E
273,cthm-14,13,2025,71,1,558,0.17921147,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
273,cthm-14,13,2025,81,109,558,19.53405018,planted,pasture,Pasture/Hay,#DBD83D
274,cthm-14,14,2025,11,5,561,0.891265597,water,water,Open Water,#476BA0
274,cthm-14,14,2025,21,81,561,14.43850267,developed,developed,"Developed, Open Space",#DDC9C9
274,cthm-14,14,2025,22,64,561,11.40819964,developed,developed,"Developed, Low Intensity",#D89382
274,cthm-14,14,2025,41,55,561,9.803921569,forest,deciduous forest,Deciduous Forest,#68AA63
274,cthm-14,14,2025,42,137,561,24.42067736,forest,evergreen forest,Evergreen Forest,#1C6330
274,cthm-14,14,2025,43,131,561,23.35115865,forest,mixed forest,Mixed Forest,#B5C98E
274,cthm-14,14,2025,52,1,561,0.178253119,shrubland,shrubland,Scrub/Shrub,#CCBA7C
274,cthm-14,14,2025,71,2,561,0.356506239,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
274,cthm-14,14,2025,81,85,561,15.15151515,planted,pasture,Pasture/Hay,#DBD83D
275,cthm-14,15,2025,21,43,561,7.664884135,developed,developed,"Developed, Open Space",#DDC9C9
275,cthm-14,15,2025,22,24,561,4.278074866,developed,developed,"Developed, Low Intensity",#D89382
275,cthm-14,15,2025,23,5,561,0.891265597,developed,developed,"Developed, Medium Intensity",#ED0000
275,cthm-14,15,2025,41,12,561,2.139037433,forest,deciduous forest,Deciduous Forest,#68AA63
275,cthm-14,15,2025,42,198,561,35.29411765,forest,evergreen forest,Evergreen Forest,#1C6330
275,cthm-14,15,2025,43,132,561,23.52941176,forest,mixed forest,Mixed Forest,#B5C98E
275,cthm-14,15,2025,52,5,561,0.891265597,shrubland,shrubland,Scrub/Shrub,#CCBA7C
275,cthm-14,15,2025,71,3,561,0.534759358,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
275,cthm-14,15,2025,81,62,561,11.0516934,planted,pasture,Pasture/Hay,#DBD83D
275,cthm-14,15,2025,90,77,561,13.7254902,wetlands,wetlands,Woody Wetlands,#BAD8EA
276,cthm-14,16,2025,11,4,557,0.718132855,water,water,Open Water,#476BA0
276,cthm-14,16,2025,21,72,557,12.92639138,developed,developed,"Developed, Open Space",#DDC9C9
276,cthm-14,16,2025,22,77,557,13.82405745,developed,developed,"Developed, Low Intensity",#D89382
276,cthm-14,16,2025,23,7,557,1.256732496,developed,developed,"Developed, Medium Intensity",#ED0000
276,cthm-14,16,2025,41,22,557,3.9497307,forest,deciduous forest,Deciduous Forest,#68AA63
276,cthm-14,16,2025,42,80,557,14.36265709,forest,evergreen forest,Evergreen Forest,#1C6330
276,cthm-14,16,2025,43,196,557,35.18850987,forest,mixed forest,Mixed Forest,#B5C98E
276,cthm-14,16,2025,52,13,557,2.333931777,shrubland,shrubland,Scrub/Shrub,#CCBA7C
276,cthm-14,16,2025,71,11,557,1.97486535,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
276,cthm-14,16,2025,81,75,557,13.46499102,planted,pasture,Pasture/Hay,#DBD83D
277,cthm-14,17,2025,11,1,554,0.180505415,water,water,Open Water,#476BA0
277,cthm-14,17,2025,21,46,554,8.303249097,developed,developed,"Developed, Open Space",#DDC9C9
277,cthm-14,17,2025,22,46,554,8.303249097,developed,developed,"Developed, Low Intensity",#D89382
277,cthm-14,17,2025,23,1,554,0.180505415,developed,developed,"Developed, Medium Intensity",#ED0000
277,cthm-14,17,2025,41,46,554,8.303249097,forest,deciduous forest,Deciduous Forest,#68AA63
277,cthm-14,17,2025,42,136,554,24.54873646,forest,evergreen forest,Evergreen Forest,#1C6330
277,cthm-14,17,2025,43,184,554,33.21299639,forest,mixed forest,Mixed Forest,#B5C98E
277,cthm-14,17,2025,52,1,554,0.180505415,shrubland,shrubland,Scrub/Shrub,#CCBA7C
277,cthm-14,17,2025,71,13,554,2.346570397,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
277,cthm-14,17,2025,81,80,554,14.44043321,planted,pasture,Pasture/Hay,#DBD83D
278,cthm-14,18,2025,21,43,561,7.664884135,developed,developed,"Developed, Open Space",#DDC9C9
278,cthm-14,18,2025,22,18,561,3.20855615,developed,developed,"Developed, Low Intensity",#D89382
278,cthm-14,18,2025,23,2,561,0.356506239,developed,developed,"Developed, Medium Intensity",#ED0000
278,cthm-14,18,2025,41,52,561,9.26916221,forest,deciduous forest,Deciduous Forest,#68AA63
278,cthm-14,18,2025,42,240,561,42.78074866,forest,evergreen forest,Evergreen Forest,#1C6330
278,cthm-14,18,2025,43,130,561,23.17290553,forest,mixed forest,Mixed Forest,#B5C98E
278,cthm-14,18,2025,71,1,561,0.178253119,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
278,cthm-14,18,2025,81,33,561,5.882352941,planted,pasture,Pasture/Hay,#DBD83D
278,cthm-14,18,2025,90,42,561,7.486631016,wetlands,wetlands,Woody Wetlands,#BAD8EA
279,cthm-14,19,2025,21,59,559,10.55456172,developed,developed,"Developed, Open Space",#DDC9C9
279,cthm-14,19,2025,22,4,559,0.715563506,developed,developed,"Developed, Low Intensity",#D89382
279,cthm-14,19,2025,41,119,559,21.28801431,forest,deciduous forest,Deciduous Forest,#68AA63
279,cthm-14,19,2025,42,73,559,13.05903399,forest,evergreen forest,Evergreen Forest,#1C6330
279,cthm-14,19,2025,43,199,559,35.59928444,forest,mixed forest,Mixed Forest,#B5C98E
279,cthm-14,19,2025,71,3,559,0.53667263,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
279,cthm-14,19,2025,81,30,559,5.366726297,planted,pasture,Pasture/Hay,#DBD83D
279,cthm-14,19,2025,90,72,559,12.88014311,wetlands,wetlands,Woody Wetlands,#BAD8EA
280,cthm-14,20,2025,11,9,562,1.601423488,water,water,Open Water,#476BA0
280,cthm-14,20,2025,21,75,562,13.34519573,developed,developed,"Developed, Open Space",#DDC9C9
280,cthm-14,20,2025,22,44,562,7.829181495,developed,developed,"Developed, Low Intensity",#D89382
280,cthm-14,20,2025,41,9,562,1.601423488,forest,deciduous forest,Deciduous Forest,#68AA63
280,cthm-14,20,2025,42,146,562,25.97864769,forest,evergreen forest,Evergreen Forest,#1C6330
280,cthm-14,20,2025,43,99,562,17.61565836,forest,mixed forest,Mixed Forest,#B5C98E
280,cthm-14,20,2025,71,15,562,2.669039146,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
280,cthm-14,20,2025,81,165,562,29.3594306,planted,pasture,Pasture/Hay,#DBD83D
281,drhm-01,1,2025,11,5,559,0.894454383,water,water,Open Water,#476BA0
281,drhm-01,1,2025,21,56,559,10.01788909,developed,developed,"Developed, Open Space",#DDC9C9
281,drhm-01,1,2025,22,8,559,1.431127013,developed,developed,"Developed, Low Intensity",#D89382
281,drhm-01,1,2025,41,196,559,35.06261181,forest,deciduous forest,Deciduous Forest,#68AA63
281,drhm-01,1,2025,42,45,559,8.050089445,forest,evergreen forest,Evergreen Forest,#1C6330
281,drhm-01,1,2025,43,94,559,16.8157424,forest,mixed forest,Mixed Forest,#B5C98E
281,drhm-01,1,2025,81,130,559,23.25581395,planted,pasture,Pasture/Hay,#DBD83D
281,drhm-01,1,2025,82,25,559,4.472271914,planted,cultivated crops,Cultivated Crops,#AA7028
282,drhm-01,2,2025,21,58,558,10.39426523,developed,developed,"Developed, Open Space",#DDC9C9
282,drhm-01,2,2025,22,15,558,2.688172043,developed,developed,"Developed, Low Intensity",#D89382
282,drhm-01,2,2025,41,72,558,12.90322581,forest,deciduous forest,Deciduous Forest,#68AA63
282,drhm-01,2,2025,43,15,558,2.688172043,forest,mixed forest,Mixed Forest,#B5C98E
282,drhm-01,2,2025,81,398,558,71.32616487,planted,pasture,Pasture/Hay,#DBD83D
283,drhm-01,3,2025,11,1,556,0.179856115,water,water,Open Water,#476BA0
283,drhm-01,3,2025,21,132,556,23.74100719,developed,developed,"Developed, Open Space",#DDC9C9
283,drhm-01,3,2025,22,4,556,0.71942446,developed,developed,"Developed, Low Intensity",#D89382
283,drhm-01,3,2025,41,135,556,24.28057554,forest,deciduous forest,Deciduous Forest,#68AA63
283,drhm-01,3,2025,42,43,556,7.73381295,forest,evergreen forest,Evergreen Forest,#1C6330
283,drhm-01,3,2025,43,102,556,18.34532374,forest,mixed forest,Mixed Forest,#B5C98E
283,drhm-01,3,2025,81,138,556,24.82014388,planted,pasture,Pasture/Hay,#DBD83D
283,drhm-01,3,2025,95,1,556,0.179856115,wetlands,wetlands,Emergent Herbaceous Wetlands,#70A3BA
284,drhm-01,4,2025,21,75,560,13.39285714,developed,developed,"Developed, Open Space",#DDC9C9
284,drhm-01,4,2025,22,13,560,2.321428571,developed,developed,"Developed, Low Intensity",#D89382
284,drhm-01,4,2025,23,2,560,0.357142857,developed,developed,"Developed, Medium Intensity",#ED0000
284,drhm-01,4,2025,41,144,560,25.71428571,forest,deciduous forest,Deciduous Forest,#68AA63
284,drhm-01,4,2025,42,2,560,0.357142857,forest,evergreen forest,Evergreen Forest,#1C6330
284,drhm-01,4,2025,43,37,560,6.607142857,forest,mixed forest,Mixed Forest,#B5C98E
284,drhm-01,4,2025,81,287,560,51.25,planted,pasture,Pasture/Hay,#DBD83D
285,drhm-01,5,2025,11,3,552,0.543478261,water,water,Open Water,#476BA0
285,drhm-01,5,2025,21,77,552,13.94927536,developed,developed,"Developed, Open Space",#DDC9C9
285,drhm-01,5,2025,22,20,552,3.623188406,developed,developed,"Developed, Low Intensity",#D89382
285,drhm-01,5,2025,41,168,552,30.43478261,forest,deciduous forest,Deciduous Forest,#68AA63
285,drhm-01,5,2025,42,2,552,0.362318841,forest,evergreen forest,Evergreen Forest,#1C6330
285,drhm-01,5,2025,43,63,552,11.41304348,forest,mixed forest,Mixed Forest,#B5C98E
285,drhm-01,5,2025,81,219,552,39.67391304,planted,pasture,Pasture/Hay,#DBD83D
286,drhm-01,6,2025,21,98,560,17.5,developed,developed,"Developed, Open Space",#DDC9C9
286,drhm-01,6,2025,22,14,560,2.5,developed,developed,"Developed, Low Intensity",#D89382
286,drhm-01,6,2025,41,91,560,16.25,forest,deciduous forest,Deciduous Forest,#68AA63
286,drhm-01,6,2025,42,17,560,3.035714286,forest,evergreen forest,Evergreen Forest,#1C6330
286,drhm-01,6,2025,43,50,560,8.928571429,forest,mixed forest,Mixed Forest,#B5C98E
286,drhm-01,6,2025,81,204,560,36.42857143,planted,pasture,Pasture/Hay,#DBD83D
286,drhm-01,6,2025,82,86,560,15.35714286,planted,cultivated crops,Cultivated Crops,#AA7028
287,drhm-01,7,2025,11,14,562,2.491103203,water,water,Open Water,#476BA0
287,drhm-01,7,2025,21,61,562,10.85409253,developed,developed,"Developed, Open Space",#DDC9C9
287,drhm-01,7,2025,22,18,562,3.202846975,developed,developed,"Developed, Low Intensity",#D89382
287,drhm-01,7,2025,41,133,562,23.66548043,forest,deciduous forest,Deciduous Forest,#68AA63
287,drhm-01,7,2025,42,76,562,13.52313167,forest,evergreen forest,Evergreen Forest,#1C6330
287,drhm-01,7,2025,43,63,562,11.20996441,forest,mixed forest,Mixed Forest,#B5C98E
287,drhm-01,7,2025,71,1,562,0.177935943,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
287,drhm-01,7,2025,81,132,562,23.48754448,planted,pasture,Pasture/Hay,#DBD83D
287,drhm-01,7,2025,82,64,562,11.38790036,planted,cultivated crops,Cultivated Crops,#AA7028
288,drhm-01,8,2025,11,5,559,0.894454383,water,water,Open Water,#476BA0
288,drhm-01,8,2025,21,59,559,10.55456172,developed,developed,"Developed, Open Space",#DDC9C9
288,drhm-01,8,2025,41,119,559,21.28801431,forest,deciduous forest,Deciduous Forest,#68AA63
288,drhm-01,8,2025,43,40,559,7.155635063,forest,mixed forest,Mixed Forest,#B5C98E
288,drhm-01,8,2025,81,336,559,60.10733453,planted,pasture,Pasture/Hay,#DBD83D
289,drhm-01,9,2025,21,63,563,11.19005329,developed,developed,"Developed, Open Space",#DDC9C9
289,drhm-01,9,2025,22,7,563,1.243339254,developed,developed,"Developed, Low Intensity",#D89382
289,drhm-01,9,2025,41,271,563,48.13499112,forest,deciduous forest,Deciduous Forest,#68AA63
289,drhm-01,9,2025,42,11,563,1.953818828,forest,evergreen forest,Evergreen Forest,#1C6330
289,drhm-01,9,2025,43,75,563,13.32149201,forest,mixed forest,Mixed Forest,#B5C98E
289,drhm-01,9,2025,52,38,563,6.74955595,shrubland,shrubland,Scrub/Shrub,#CCBA7C
289,drhm-01,9,2025,71,2,563,0.355239787,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
289,drhm-01,9,2025,81,89,563,15.80817052,planted,pasture,Pasture/Hay,#DBD83D
289,drhm-01,9,2025,82,7,563,1.243339254,planted,cultivated crops,Cultivated Crops,#AA7028
290,drhm-01,10,2025,21,68,560,12.14285714,developed,developed,"Developed, Open Space",#DDC9C9
290,drhm-01,10,2025,22,30,560,5.357142857,developed,developed,"Developed, Low Intensity",#D89382
290,drhm-01,10,2025,23,5,560,0.892857143,developed,developed,"Developed, Medium Intensity",#ED0000
290,drhm-01,10,2025,41,76,560,13.57142857,forest,deciduous forest,Deciduous Forest,#68AA63
290,drhm-01,10,2025,43,6,560,1.071428571,forest,mixed forest,Mixed Forest,#B5C98E
290,drhm-01,10,2025,81,72,560,12.85714286,planted,pasture,Pasture/Hay,#DBD83D
290,drhm-01,10,2025,82,303,560,54.10714286,planted,cultivated crops,Cultivated Crops,#AA7028
291,drhm-01,11,2025,11,2,562,0.355871886,water,water,Open Water,#476BA0
291,drhm-01,11,2025,21,37,562,6.583629893,developed,developed,"Developed, Open Space",#DDC9C9
291,drhm-01,11,2025,22,2,562,0.355871886,developed,developed,"Developed, Low Intensity",#D89382
291,drhm-01,11,2025,41,183,562,32.56227758,forest,deciduous forest,Deciduous Forest,#68AA63
291,drhm-01,11,2025,42,25,562,4.448398577,forest,evergreen forest,Evergreen Forest,#1C6330
291,drhm-01,11,2025,43,109,562,19.39501779,forest,mixed forest,Mixed Forest,#B5C98E
291,drhm-01,11,2025,52,116,562,20.6405694,shrubland,shrubland,Scrub/Shrub,#CCBA7C
291,drhm-01,11,2025,71,12,562,2.135231317,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
291,drhm-01,11,2025,81,36,562,6.40569395,planted,pasture,Pasture/Hay,#DBD83D
291,drhm-01,11,2025,82,40,562,7.117437722,planted,cultivated crops,Cultivated Crops,#AA7028
292,drhm-01,12,2025,21,45,559,8.050089445,developed,developed,"Developed, Open Space",#DDC9C9
292,drhm-01,12,2025,22,12,559,2.146690519,developed,developed,"Developed, Low Intensity",#D89382
292,drhm-01,12,2025,41,240,559,42.93381038,forest,deciduous forest,Deciduous Forest,#68AA63
292,drhm-01,12,2025,42,95,559,16.99463327,forest,evergreen forest,Evergreen Forest,#1C6330
292,drhm-01,12,2025,43,146,559,26.11806798,forest,mixed forest,Mixed Forest,#B5C98E
292,drhm-01,12,2025,52,12,559,2.146690519,shrubland,shrubland,Scrub/Shrub,#CCBA7C
292,drhm-01,12,2025,71,1,559,0.178890877,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
292,drhm-01,12,2025,81,8,559,1.431127013,planted,pasture,Pasture/Hay,#DBD83D
293,drhm-01,13,2025,21,42,557,7.540394973,developed,developed,"Developed, Open Space",#DDC9C9
293,drhm-01,13,2025,41,17,557,3.052064632,forest,deciduous forest,Deciduous Forest,#68AA63
293,drhm-01,13,2025,42,350,557,62.83662478,forest,evergreen forest,Evergreen Forest,#1C6330
293,drhm-01,13,2025,43,130,557,23.33931777,forest,mixed forest,Mixed Forest,#B5C98E
293,drhm-01,13,2025,52,2,557,0.359066427,shrubland,shrubland,Scrub/Shrub,#CCBA7C
293,drhm-01,13,2025,81,16,557,2.872531418,planted,pasture,Pasture/Hay,#DBD83D
294,drhm-01,14,2025,21,63,558,11.29032258,developed,developed,"Developed, Open Space",#DDC9C9
294,drhm-01,14,2025,22,2,558,0.358422939,developed,developed,"Developed, Low Intensity",#D89382
294,drhm-01,14,2025,41,103,558,18.45878136,forest,deciduous forest,Deciduous Forest,#68AA63
294,drhm-01,14,2025,42,209,558,37.45519713,forest,evergreen forest,Evergreen Forest,#1C6330
294,drhm-01,14,2025,43,168,558,30.10752688,forest,mixed forest,Mixed Forest,#B5C98E
294,drhm-01,14,2025,52,1,558,0.17921147,shrubland,shrubland,Scrub/Shrub,#CCBA7C
294,drhm-01,14,2025,71,2,558,0.358422939,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
294,drhm-01,14,2025,81,10,558,1.792114695,planted,pasture,Pasture/Hay,#DBD83D
295,drhm-01,15,2025,11,5,553,0.904159132,water,water,Open Water,#476BA0
295,drhm-01,15,2025,21,48,553,8.679927667,developed,developed,"Developed, Open Space",#DDC9C9
295,drhm-01,15,2025,22,18,553,3.254972875,developed,developed,"Developed, Low Intensity",#D89382
295,drhm-01,15,2025,23,2,553,0.361663653,developed,developed,"Developed, Medium Intensity",#ED0000
295,drhm-01,15,2025,41,139,553,25.13562387,forest,deciduous forest,Deciduous Forest,#68AA63
295,drhm-01,15,2025,42,134,553,24.23146474,forest,evergreen forest,Evergreen Forest,#1C6330
295,drhm-01,15,2025,43,120,553,21.69981917,forest,mixed forest,Mixed Forest,#B5C98E
295,drhm-01,15,2025,81,82,553,14.82820976,planted,pasture,Pasture/Hay,#DBD83D
295,drhm-01,15,2025,90,3,553,0.542495479,wetlands,wetlands,Woody Wetlands,#BAD8EA
295,drhm-01,15,2025,95,2,553,0.361663653,wetlands,wetlands,Emergent Herbaceous Wetlands,#70A3BA
296,drhm-01,16,2025,21,40,560,7.142857143,developed,developed,"Developed, Open Space",#DDC9C9
296,drhm-01,16,2025,22,19,560,3.392857143,developed,developed,"Developed, Low Intensity",#D89382
296,drhm-01,16,2025,41,112,560,20,forest,deciduous forest,Deciduous Forest,#68AA63
296,drhm-01,16,2025,42,129,560,23.03571429,forest,evergreen forest,Evergreen Forest,#1C6330
296,drhm-01,16,2025,43,84,560,15,forest,mixed forest,Mixed Forest,#B5C98E
296,drhm-01,16,2025,52,7,560,1.25,shrubland,shrubland,Scrub/Shrub,#CCBA7C
296,drhm-01,16,2025,81,169,560,30.17857143,planted,pasture,Pasture/Hay,#DBD83D
297,drhm-01,17,2025,11,1,558,0.17921147,water,water,Open Water,#476BA0
297,drhm-01,17,2025,21,64,558,11.46953405,developed,developed,"Developed, Open Space",#DDC9C9
297,drhm-01,17,2025,22,16,558,2.867383513,developed,developed,"Developed, Low Intensity",#D89382
297,drhm-01,17,2025,41,184,558,32.97491039,forest,deciduous forest,Deciduous Forest,#68AA63
297,drhm-01,17,2025,42,23,558,4.121863799,forest,evergreen forest,Evergreen Forest,#1C6330
297,drhm-01,17,2025,43,141,558,25.2688172,forest,mixed forest,Mixed Forest,#B5C98E
297,drhm-01,17,2025,52,1,558,0.17921147,shrubland,shrubland,Scrub/Shrub,#CCBA7C
297,drhm-01,17,2025,71,14,558,2.508960573,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
297,drhm-01,17,2025,81,114,558,20.43010753,planted,pasture,Pasture/Hay,#DBD83D
298,drhm-01,18,2025,21,51,561,9.090909091,developed,developed,"Developed, Open Space",#DDC9C9
298,drhm-01,18,2025,22,7,561,1.247771836,developed,developed,"Developed, Low Intensity",#D89382
298,drhm-01,18,2025,41,283,561,50.4456328,forest,deciduous forest,Deciduous Forest,#68AA63
298,drhm-01,18,2025,42,21,561,3.743315508,forest,evergreen forest,Evergreen Forest,#1C6330
298,drhm-01,18,2025,43,62,561,11.0516934,forest,mixed forest,Mixed Forest,#B5C98E
298,drhm-01,18,2025,81,137,561,24.42067736,planted,pasture,Pasture/Hay,#DBD83D
299,drhm-01,19,2025,21,95,560,16.96428571,developed,developed,"Developed, Open Space",#DDC9C9
299,drhm-01,19,2025,22,10,560,1.785714286,developed,developed,"Developed, Low Intensity",#D89382
299,drhm-01,19,2025,41,177,560,31.60714286,forest,deciduous forest,Deciduous Forest,#68AA63
299,drhm-01,19,2025,42,53,560,9.464285714,forest,evergreen forest,Evergreen Forest,#1C6330
299,drhm-01,19,2025,43,101,560,18.03571429,forest,mixed forest,Mixed Forest,#B5C98E
299,drhm-01,19,2025,81,124,560,22.14285714,planted,pasture,Pasture/Hay,#DBD83D
300,drhm-01,20,2025,21,68,557,12.20825853,developed,developed,"Developed, Open Space",#DDC9C9
300,drhm-01,20,2025,22,7,557,1.256732496,developed,developed,"Developed, Low Intensity",#D89382
300,drhm-01,20,2025,41,181,557,32.49551167,forest,deciduous forest,Deciduous Forest,#68AA63
300,drhm-01,20,2025,42,67,557,12.02872531,forest,evergreen forest,Evergreen Forest,#1C6330
300,drhm-01,20,2025,43,149,557,26.75044883,forest,mixed forest,Mixed Forest,#B5C98E
300,drhm-01,20,2025,81,84,557,15.08078995,planted,pasture,Pasture/Hay,#DBD83D
300,drhm-01,20,2025,90,1,557,0.179533214,wetlands,wetlands,Woody Wetlands,#BAD8EA
301,drhm-02,1,2025,21,64,556,11.51079137,developed,developed,"Developed, Open Space",#DDC9C9
301,drhm-02,1,2025,22,8,556,1.438848921,developed,developed,"Developed, Low Intensity",#D89382
301,drhm-02,1,2025,41,90,556,16.18705036,forest,deciduous forest,Deciduous Forest,#68AA63
301,drhm-02,1,2025,42,178,556,32.01438849,forest,evergreen forest,Evergreen Forest,#1C6330
301,drhm-02,1,2025,43,212,556,38.1294964,forest,mixed forest,Mixed Forest,#B5C98E
301,drhm-02,1,2025,81,4,556,0.71942446,planted,pasture,Pasture/Hay,#DBD83D
302,drhm-02,2,2025,11,1,561,0.178253119,water,water,Open Water,#476BA0
302,drhm-02,2,2025,21,79,561,14.08199643,developed,developed,"Developed, Open Space",#DDC9C9
302,drhm-02,2,2025,22,79,561,14.08199643,developed,developed,"Developed, Low Intensity",#D89382
302,drhm-02,2,2025,23,3,561,0.534759358,developed,developed,"Developed, Medium Intensity",#ED0000
302,drhm-02,2,2025,41,332,561,59.18003565,forest,deciduous forest,Deciduous Forest,#68AA63
302,drhm-02,2,2025,42,12,561,2.139037433,forest,evergreen forest,Evergreen Forest,#1C6330
302,drhm-02,2,2025,43,55,561,9.803921569,forest,mixed forest,Mixed Forest,#B5C98E
303,drhm-02,3,2025,21,108,560,19.28571429,developed,developed,"Developed, Open Space",#DDC9C9
303,drhm-02,3,2025,22,71,560,12.67857143,developed,developed,"Developed, Low Intensity",#D89382
303,drhm-02,3,2025,23,22,560,3.928571429,developed,developed,"Developed, Medium Intensity",#ED0000
303,drhm-02,3,2025,24,2,560,0.357142857,developed,developed,"Developed, High Intensity",#AA0000
303,drhm-02,3,2025,41,77,560,13.75,forest,deciduous forest,Deciduous Forest,#68AA63
303,drhm-02,3,2025,42,114,560,20.35714286,forest,evergreen forest,Evergreen Forest,#1C6330
303,drhm-02,3,2025,43,165,560,29.46428571,forest,mixed forest,Mixed Forest,#B5C98E
303,drhm-02,3,2025,81,1,560,0.178571429,planted,pasture,Pasture/Hay,#DBD83D
304,drhm-02,4,2025,21,76,562,13.52313167,developed,developed,"Developed, Open Space",#DDC9C9
304,drhm-02,4,2025,22,27,562,4.804270463,developed,developed,"Developed, Low Intensity",#D89382
304,drhm-02,4,2025,41,24,562,4.270462633,forest,deciduous forest,Deciduous Forest,#68AA63
304,drhm-02,4,2025,42,216,562,38.4341637,forest,evergreen forest,Evergreen Forest,#1C6330
304,drhm-02,4,2025,43,214,562,38.07829181,forest,mixed forest,Mixed Forest,#B5C98E
304,drhm-02,4,2025,52,1,562,0.177935943,shrubland,shrubland,Scrub/Shrub,#CCBA7C
304,drhm-02,4,2025,71,4,562,0.711743772,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
305,drhm-02,5,2025,21,63,561,11.22994652,developed,developed,"Developed, Open Space",#DDC9C9
305,drhm-02,5,2025,22,25,561,4.456327986,developed,developed,"Developed, Low Intensity",#D89382
305,drhm-02,5,2025,23,1,561,0.178253119,developed,developed,"Developed, Medium Intensity",#ED0000
305,drhm-02,5,2025,41,84,561,14.97326203,forest,deciduous forest,Deciduous Forest,#68AA63
305,drhm-02,5,2025,42,95,561,16.93404635,forest,evergreen forest,Evergreen Forest,#1C6330
305,drhm-02,5,2025,43,222,561,39.57219251,forest,mixed forest,Mixed Forest,#B5C98E
305,drhm-02,5,2025,81,71,561,12.65597148,planted,pasture,Pasture/Hay,#DBD83D
306,drhm-02,6,2025,11,2,561,0.356506239,water,water,Open Water,#476BA0
306,drhm-02,6,2025,21,62,561,11.0516934,developed,developed,"Developed, Open Space",#DDC9C9
306,drhm-02,6,2025,22,31,561,5.525846702,developed,developed,"Developed, Low Intensity",#D89382
306,drhm-02,6,2025,23,2,561,0.356506239,developed,developed,"Developed, Medium Intensity",#ED0000
306,drhm-02,6,2025,41,19,561,3.386809269,forest,deciduous forest,Deciduous Forest,#68AA63
306,drhm-02,6,2025,42,127,561,22.63814617,forest,evergreen forest,Evergreen Forest,#1C6330
306,drhm-02,6,2025,43,135,561,24.06417112,forest,mixed forest,Mixed Forest,#B5C98E
306,drhm-02,6,2025,71,6,561,1.069518717,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
306,drhm-02,6,2025,81,177,561,31.55080214,planted,pasture,Pasture/Hay,#DBD83D
307,drhm-02,7,2025,21,106,559,18.96243292,developed,developed,"Developed, Open Space",#DDC9C9
307,drhm-02,7,2025,22,51,559,9.123434705,developed,developed,"Developed, Low Intensity",#D89382
307,drhm-02,7,2025,41,113,559,20.21466905,forest,deciduous forest,Deciduous Forest,#68AA63
307,drhm-02,7,2025,42,45,559,8.050089445,forest,evergreen forest,Evergreen Forest,#1C6330
307,drhm-02,7,2025,43,199,559,35.59928444,forest,mixed forest,Mixed Forest,#B5C98E
307,drhm-02,7,2025,71,22,559,3.935599284,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
307,drhm-02,7,2025,81,23,559,4.114490161,planted,pasture,Pasture/Hay,#DBD83D
308,drhm-02,8,2025,21,41,553,7.414104882,developed,developed,"Developed, Open Space",#DDC9C9
308,drhm-02,8,2025,22,17,553,3.074141049,developed,developed,"Developed, Low Intensity",#D89382
308,drhm-02,8,2025,41,375,553,67.8119349,forest,deciduous forest,Deciduous Forest,#68AA63
308,drhm-02,8,2025,42,4,553,0.723327306,forest,evergreen forest,Evergreen Forest,#1C6330
308,drhm-02,8,2025,43,60,553,10.84990958,forest,mixed forest,Mixed Forest,#B5C98E
308,drhm-02,8,2025,52,1,553,0.180831826,shrubland,shrubland,Scrub/Shrub,#CCBA7C
308,drhm-02,8,2025,71,30,553,5.424954792,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
308,drhm-02,8,2025,81,25,553,4.52079566,planted,pasture,Pasture/Hay,#DBD83D
309,drhm-02,9,2025,11,1,563,0.177619893,water,water,Open Water,#476BA0
309,drhm-02,9,2025,21,71,563,12.61101243,developed,developed,"Developed, Open Space",#DDC9C9
309,drhm-02,9,2025,41,331,563,58.79218472,forest,deciduous forest,Deciduous Forest,#68AA63
309,drhm-02,9,2025,42,13,563,2.309058615,forest,evergreen forest,Evergreen Forest,#1C6330
