"County_Route","nlcd","year","routequarter","frequency","totpix","class","ijbg_class","description","color","percent"
"Durham-05","11",2013,4,0,2805,"water","water","Open Water","#476BA0",0
"Durham-05","11",2016,4,0,2805,"water","water","Open Water","#476BA0",0
"Durham-05","11",2019,4,0,2805,"water","water","Open Water","#476BA0",0
"Durham-05","11",2021,4,0,2805,"water","water","Open Water","#476BA0",0
"Durham-05","21",2001,4,1282,2805,"developed","developed","Developed, Open Space","#DDC9C9",45.7040998217469
"Durham-05","21",2004,4,1282,2805,"developed","developed","Developed, Open Space","#DDC9C9",45.7040998217469
"Durham-05","21",2006,4,1275,2805,"developed","developed","Developed, Open Space","#DDC9C9",45.4545454545455
"Durham-05","21",2008,4,1275,2805,"developed","developed","Developed, Open Space","#DDC9C9",45.4545454545455
"Durham-05","21",2011,4,1282,2805,"developed","developed","Developed, Open Space","#DDC9C9",45.7040998217469
"Durham-05","21",2013,4,1282,2805,"developed","developed","Developed, Open Space","#DDC9C9",45.7040998217469
"Durham-05","21",2016,4,1276,2805,"developed","developed","Developed, Open Space","#DDC9C9",45.4901960784314
"Durham-05","21",2019,4,1178,2805,"developed","developed","Developed, Open Space","#DDC9C9",41.9964349376114
"Durham-05","21",2021,4,1177,2805,"developed","developed","Developed, Open Space","#DDC9C9",41.9607843137255
"Durham-05","22",2001,4,503,2805,"developed","developed","Developed, Low Intensity","#D89382",17.9322638146168
"Durham-05","22",2004,4,503,2805,"developed","developed","Developed, Low Intensity","#D89382",17.9322638146168
"Durham-05","22",2006,4,506,2805,"developed","developed","Developed, Low Intensity","#D89382",18.0392156862745
"Durham-05","22",2008,4,506,2805,"developed","developed","Developed, Low Intensity","#D89382",18.0392156862745
"Durham-05","22",2011,4,511,2805,"developed","developed","Developed, Low Intensity","#D89382",18.2174688057041
"Durham-05","22",2013,4,511,2805,"developed","developed","Developed, Low Intensity","#D89382",18.2174688057041
"Durham-05","22",2016,4,513,2805,"developed","developed","Developed, Low Intensity","#D89382",18.2887700534759
"Durham-05","22",2019,4,486,2805,"developed","developed","Developed, Low Intensity","#D89382",17.3262032085561
"Durham-05","22",2021,4,485,2805,"developed","developed","Developed, Low Intensity","#D89382",17.2905525846702
"Durham-05","23",2001,4,182,2805,"developed","developed","Developed, Medium Intensity","#ED0000",6.48841354723708
"Durham-05","23",2004,4,182,2805,"developed","developed","Developed, Medium Intensity","#ED0000",6.48841354723708
"Durham-05","23",2006,4,190,2805,"developed","developed","Developed, Medium Intensity","#ED0000",6.77361853832442
"Durham-05","23",2008,4,190,2805,"developed","developed","Developed, Medium Intensity","#ED0000",6.77361853832442
"Durham-05","23",2011,4,214,2805,"developed","developed","Developed, Medium Intensity","#ED0000",7.62923351158645
"Durham-05","23",2013,4,214,2805,"developed","developed","Developed, Medium Intensity","#ED0000",7.62923351158645
"Durham-05","23",2016,4,218,2805,"developed","developed","Developed, Medium Intensity","#ED0000",7.77183600713012
"Durham-05","23",2019,4,370,2805,"developed","developed","Developed, Medium Intensity","#ED0000",13.1907308377897
"Durham-05","23",2021,4,372,2805,"developed","developed","Developed, Medium Intensity","#ED0000",13.2620320855615
"Durham-05","24",2001,4,17,2805,"developed","developed","Developed, High Intensity","#AA0000",0.606060606060606
"Durham-05","24",2004,4,17,2805,"developed","developed","Developed, High Intensity","#AA0000",0.606060606060606
"Durham-05","24",2006,4,17,2805,"developed","developed","Developed, High Intensity","#AA0000",0.606060606060606
"Durham-05","24",2008,4,17,2805,"developed","developed","Developed, High Intensity","#AA0000",0.606060606060606
"Durham-05","24",2011,4,19,2805,"developed","developed","Developed, High Intensity","#AA0000",0.677361853832442
"Durham-05","24",2013,4,19,2805,"developed","developed","Developed, High Intensity","#AA0000",0.677361853832442
"Durham-05","24",2016,4,19,2805,"developed","developed","Developed, High Intensity","#AA0000",0.677361853832442
"Durham-05","24",2019,4,38,2805,"developed","developed","Developed, High Intensity","#AA0000",1.35472370766488
"Durham-05","24",2021,4,38,2805,"developed","developed","Developed, High Intensity","#AA0000",1.35472370766488
"Durham-05","31",2001,4,8,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.285204991087344
"Durham-05","31",2004,4,8,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.285204991087344
"Durham-05","31",2006,4,4,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.142602495543672
"Durham-05","31",2008,4,4,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.142602495543672
"Durham-05","31",2011,4,3,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.106951871657754
"Durham-05","31",2013,4,3,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.106951871657754
"Durham-05","31",2016,4,3,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.106951871657754
"Durham-05","31",2019,4,3,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.106951871657754
"Durham-05","31",2021,4,3,2805,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.106951871657754
"Durham-05","41",2001,4,161,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.7397504456328
"Durham-05","41",2004,4,161,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.7397504456328
"Durham-05","41",2006,4,164,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.84670231729055
"Durham-05","41",2008,4,164,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.84670231729055
"Durham-05","41",2011,4,154,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.49019607843137
"Durham-05","41",2013,4,154,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.49019607843137
"Durham-05","41",2016,4,154,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.49019607843137
"Durham-05","41",2019,4,155,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.52584670231729
"Durham-05","41",2021,4,155,2805,"forest","deciduous forest","Deciduous Forest","#68AA63",5.52584670231729
"Durham-05","42",2001,4,336,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",11.9786096256684
"Durham-05","42",2004,4,336,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",11.9786096256684
"Durham-05","42",2006,4,333,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",11.8716577540107
"Durham-05","42",2008,4,333,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",11.8716577540107
"Durham-05","42",2011,4,310,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",11.0516934046346
"Durham-05","42",2013,4,310,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",11.0516934046346
"Durham-05","42",2016,4,310,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",11.0516934046346
"Durham-05","42",2019,4,274,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",9.76827094474153
"Durham-05","42",2021,4,274,2805,"forest","evergreen forest","Evergreen Forest","#1C6330",9.76827094474153
"Durham-05","43",2001,4,305,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.873440285205
"Durham-05","43",2004,4,305,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.873440285205
"Durham-05","43",2006,4,305,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.873440285205
"Durham-05","43",2008,4,305,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.873440285205
"Durham-05","43",2011,4,301,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.7308377896613
"Durham-05","43",2013,4,301,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.7308377896613
"Durham-05","43",2016,4,301,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.7308377896613
"Durham-05","43",2019,4,289,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.3030303030303
"Durham-05","43",2021,4,289,2805,"forest","mixed forest","Mixed Forest","#B5C98E",10.3030303030303
"Durham-05","52",2001,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2004,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2006,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2008,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2011,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2013,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2016,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2019,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","52",2021,4,0,2805,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-05","71",2001,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2004,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2006,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2008,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2011,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2013,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2016,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2019,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","71",2021,4,0,2805,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0
"Durham-05","81",2001,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2004,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2006,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2008,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2011,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2013,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2016,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2019,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","81",2021,4,0,2805,"planted","pasture","Pasture/Hay","#DBD83D",0
"Durham-05","82",2001,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2004,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2006,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2008,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2011,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2013,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2016,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2019,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","82",2021,4,0,2805,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-05","90",2001,4,11,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.392156862745098
"Durham-05","90",2004,4,11,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.392156862745098
"Durham-05","90",2006,4,11,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.392156862745098
"Durham-05","90",2008,4,11,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.392156862745098
"Durham-05","90",2011,4,11,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.392156862745098
"Durham-05","90",2013,4,11,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.392156862745098
"Durham-05","90",2016,4,11,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.392156862745098
"Durham-05","90",2019,4,12,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.427807486631016
"Durham-05","90",2021,4,12,2805,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.427807486631016
"Durham-05","95",2001,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2004,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2006,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2008,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2011,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2013,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2016,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2019,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-05","95",2021,4,0,2805,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","11",2001,1,2,2788,"water","water","Open Water","#476BA0",0.0717360114777618
"Durham-06","11",2004,1,2,2788,"water","water","Open Water","#476BA0",0.0717360114777618
"Durham-06","11",2006,1,2,2788,"water","water","Open Water","#476BA0",0.0717360114777618
"Durham-06","11",2008,1,2,2788,"water","water","Open Water","#476BA0",0.0717360114777618
"Durham-06","11",2011,1,1,2788,"water","water","Open Water","#476BA0",0.0358680057388809
"Durham-06","11",2013,1,1,2788,"water","water","Open Water","#476BA0",0.0358680057388809
"Durham-06","11",2016,1,1,2788,"water","water","Open Water","#476BA0",0.0358680057388809
"Durham-06","11",2019,1,1,2788,"water","water","Open Water","#476BA0",0.0358680057388809
"Durham-06","11",2021,1,1,2788,"water","water","Open Water","#476BA0",0.0358680057388809
"Durham-06","21",2001,1,601,2788,"developed","developed","Developed, Open Space","#DDC9C9",21.5566714490674
"Durham-06","21",2004,1,601,2788,"developed","developed","Developed, Open Space","#DDC9C9",21.5566714490674
"Durham-06","21",2006,1,621,2788,"developed","developed","Developed, Open Space","#DDC9C9",22.274031563845
"Durham-06","21",2008,1,621,2788,"developed","developed","Developed, Open Space","#DDC9C9",22.274031563845
"Durham-06","21",2011,1,538,2788,"developed","developed","Developed, Open Space","#DDC9C9",19.2969870875179
"Durham-06","21",2013,1,538,2788,"developed","developed","Developed, Open Space","#DDC9C9",19.2969870875179
"Durham-06","21",2016,1,567,2788,"developed","developed","Developed, Open Space","#DDC9C9",20.3371592539455
"Durham-06","21",2019,1,389,2788,"developed","developed","Developed, Open Space","#DDC9C9",13.9526542324247
"Durham-06","21",2021,1,343,2788,"developed","developed","Developed, Open Space","#DDC9C9",12.3027259684362
"Durham-06","22",2001,1,666,2788,"developed","developed","Developed, Low Intensity","#D89382",23.8880918220947
"Durham-06","22",2004,1,666,2788,"developed","developed","Developed, Low Intensity","#D89382",23.8880918220947
"Durham-06","22",2006,1,674,2788,"developed","developed","Developed, Low Intensity","#D89382",24.1750358680057
"Durham-06","22",2008,1,674,2788,"developed","developed","Developed, Low Intensity","#D89382",24.1750358680057
"Durham-06","22",2011,1,662,2788,"developed","developed","Developed, Low Intensity","#D89382",23.7446197991392
"Durham-06","22",2013,1,662,2788,"developed","developed","Developed, Low Intensity","#D89382",23.7446197991392
"Durham-06","22",2016,1,680,2788,"developed","developed","Developed, Low Intensity","#D89382",24.390243902439
"Durham-06","22",2019,1,592,2788,"developed","developed","Developed, Low Intensity","#D89382",21.2338593974175
"Durham-06","22",2021,1,577,2788,"developed","developed","Developed, Low Intensity","#D89382",20.6958393113343
"Durham-06","23",2001,1,739,2788,"developed","developed","Developed, Medium Intensity","#ED0000",26.506456241033
"Durham-06","23",2004,1,739,2788,"developed","developed","Developed, Medium Intensity","#ED0000",26.506456241033
"Durham-06","23",2006,1,817,2788,"developed","developed","Developed, Medium Intensity","#ED0000",29.3041606886657
"Durham-06","23",2008,1,817,2788,"developed","developed","Developed, Medium Intensity","#ED0000",29.3041606886657
"Durham-06","23",2011,1,896,2788,"developed","developed","Developed, Medium Intensity","#ED0000",32.1377331420373
"Durham-06","23",2013,1,896,2788,"developed","developed","Developed, Medium Intensity","#ED0000",32.1377331420373
"Durham-06","23",2016,1,911,2788,"developed","developed","Developed, Medium Intensity","#ED0000",32.6757532281205
"Durham-06","23",2019,1,1125,2788,"developed","developed","Developed, Medium Intensity","#ED0000",40.351506456241
"Durham-06","23",2021,1,1164,2788,"developed","developed","Developed, Medium Intensity","#ED0000",41.7503586800574
"Durham-06","24",2001,1,182,2788,"developed","developed","Developed, High Intensity","#AA0000",6.52797704447633
"Durham-06","24",2004,1,182,2788,"developed","developed","Developed, High Intensity","#AA0000",6.52797704447633
"Durham-06","24",2006,1,197,2788,"developed","developed","Developed, High Intensity","#AA0000",7.06599713055954
"Durham-06","24",2008,1,197,2788,"developed","developed","Developed, High Intensity","#AA0000",7.06599713055954
"Durham-06","24",2011,1,236,2788,"developed","developed","Developed, High Intensity","#AA0000",8.4648493543759
"Durham-06","24",2013,1,236,2788,"developed","developed","Developed, High Intensity","#AA0000",8.4648493543759
"Durham-06","24",2016,1,240,2788,"developed","developed","Developed, High Intensity","#AA0000",8.60832137733142
"Durham-06","24",2019,1,397,2788,"developed","developed","Developed, High Intensity","#AA0000",14.2395982783357
"Durham-06","24",2021,1,463,2788,"developed","developed","Developed, High Intensity","#AA0000",16.6068866571019
"Durham-06","31",2001,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2004,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2006,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2008,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2011,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2013,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2016,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2019,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","31",2021,1,3,2788,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.107604017216643
"Durham-06","41",2001,1,163,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",5.84648493543759
"Durham-06","41",2004,1,168,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",6.02582496413199
"Durham-06","41",2006,1,165,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",5.91822094691535
"Durham-06","41",2008,1,165,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",5.91822094691535
"Durham-06","41",2011,1,155,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",5.55954088952654
"Durham-06","41",2013,1,116,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",4.16068866571019
"Durham-06","41",2016,1,22,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",0.78909612625538
"Durham-06","41",2019,1,20,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",0.717360114777618
"Durham-06","41",2021,1,18,2788,"forest","deciduous forest","Deciduous Forest","#68AA63",0.645624103299857
"Durham-06","42",2001,1,300,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",10.7604017216643
"Durham-06","42",2004,1,306,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",10.9756097560976
"Durham-06","42",2006,1,217,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",7.78335724533716
"Durham-06","42",2008,1,217,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",7.78335724533716
"Durham-06","42",2011,1,210,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",7.53228120516499
"Durham-06","42",2013,1,210,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",7.53228120516499
"Durham-06","42",2016,1,146,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",5.23672883787661
"Durham-06","42",2019,1,139,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",4.98565279770445
"Durham-06","42",2021,1,123,2788,"forest","evergreen forest","Evergreen Forest","#1C6330",4.41176470588235
"Durham-06","43",2001,1,66,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.36728837876614
"Durham-06","43",2004,1,66,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.36728837876614
"Durham-06","43",2006,1,64,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.29555236728838
"Durham-06","43",2008,1,64,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.29555236728838
"Durham-06","43",2011,1,64,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.29555236728838
"Durham-06","43",2013,1,64,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.29555236728838
"Durham-06","43",2016,1,62,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.22381635581062
"Durham-06","43",2019,1,64,2788,"forest","mixed forest","Mixed Forest","#B5C98E",2.29555236728838
"Durham-06","43",2021,1,34,2788,"forest","mixed forest","Mixed Forest","#B5C98E",1.21951219512195
"Durham-06","52",2001,1,0,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-06","52",2004,1,4,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.143472022955524
"Durham-06","52",2006,1,0,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-06","52",2008,1,5,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.179340028694405
"Durham-06","52",2011,1,0,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-06","52",2013,1,2,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.0717360114777618
"Durham-06","52",2016,1,0,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0
"Durham-06","52",2019,1,20,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.717360114777618
"Durham-06","52",2021,1,19,2788,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.681492109038737
"Durham-06","71",2001,1,36,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.29124820659971
"Durham-06","71",2004,1,22,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.78909612625538
"Durham-06","71",2006,1,8,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.286944045911047
"Durham-06","71",2008,1,5,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.179340028694405
"Durham-06","71",2011,1,5,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.179340028694405
"Durham-06","71",2013,1,42,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.506456241033
"Durham-06","71",2016,1,138,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",4.94978479196557
"Durham-06","71",2019,1,27,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.968436154949785
"Durham-06","71",2021,1,32,2788,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.14777618364419
"Durham-06","81",2001,1,30,2788,"planted","pasture","Pasture/Hay","#DBD83D",1.07604017216643
"Durham-06","81",2004,1,29,2788,"planted","pasture","Pasture/Hay","#DBD83D",1.04017216642755
"Durham-06","81",2006,1,20,2788,"planted","pasture","Pasture/Hay","#DBD83D",0.717360114777618
"Durham-06","81",2008,1,18,2788,"planted","pasture","Pasture/Hay","#DBD83D",0.645624103299857
"Durham-06","81",2011,1,18,2788,"planted","pasture","Pasture/Hay","#DBD83D",0.645624103299857
"Durham-06","81",2013,1,18,2788,"planted","pasture","Pasture/Hay","#DBD83D",0.645624103299857
"Durham-06","81",2016,1,18,2788,"planted","pasture","Pasture/Hay","#DBD83D",0.645624103299857
"Durham-06","81",2019,1,11,2788,"planted","pasture","Pasture/Hay","#DBD83D",0.39454806312769
"Durham-06","81",2021,1,11,2788,"planted","pasture","Pasture/Hay","#DBD83D",0.39454806312769
"Durham-06","82",2001,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2004,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2006,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2008,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2011,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2013,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2016,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2019,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","82",2021,1,0,2788,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-06","90",2001,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2004,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2006,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2008,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2011,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2013,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2016,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2019,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","90",2021,1,0,2788,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-06","95",2001,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2004,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2006,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2008,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2011,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2013,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2016,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2019,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","95",2021,1,0,2788,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-06","11",2001,2,11,2790,"water","water","Open Water","#476BA0",0.39426523297491
"Durham-06","11",2004,2,9,2790,"water","water","Open Water","#476BA0",0.32258064516129
"Durham-06","11",2006,2,9,2790,"water","water","Open Water","#476BA0",0.32258064516129
"Durham-06","11",2008,2,9,2790,"water","water","Open Water","#476BA0",0.32258064516129
"Durham-06","11",2011,2,9,2790,"water","water","Open Water","#476BA0",0.32258064516129
