"route","stop_num","year","perc_grassland_stop","quarter_route","perc_grassland_quarter"
"cthm-04",16,2020,6.61896243291592,4,30.6065089835657
"cthm-04",16,2021,6.26118067978533,4,30.4276801621461
"cthm-04",16,2022,15.0268336314848,4,34.2562655136122
"cthm-04",16,2023,43.1127012522361,4,41.5553979890388
"cthm-04",17,1999,31.4847942754919,4,30.9233154833192
"cthm-04",17,2000,36.4937388193202,4,33.5708363378918
"cthm-04",17,2001,36.6726296958855,4,33.9289393697515
"cthm-04",17,2002,36.6726296958855,4,34.1079584835043
"cthm-04",17,2003,36.314847942755,4,33.7501760446134
"cthm-04",17,2004,36.1359570661897,4,33.3566781713155
"cthm-04",17,2005,34.1681574239714,4,32.5342937736255
"cthm-04",17,2006,28.2647584973167,4,30.8895236067248
"cthm-04",17,2007,27.7280858676208,4,30.6081892012875
"cthm-04",17,2008,27.5491949910555,4,31.7205165145657
"cthm-04",17,2009,27.5491949910555,4,34.3042180690833
"cthm-04",17,2010,27.3703041144902,4,33.8383323668886
"cthm-04",17,2011,27.3703041144902,4,33.7300326024068
"cthm-04",17,2012,27.3703041144902,4,34.3358353502378
"cthm-04",17,2013,27.0125223613596,4,34.1925923421832
"cthm-04",17,2014,27.0125223613596,4,33.8333365348228
"cthm-04",17,2015,27.0125223613596,4,33.1145546503502
"cthm-04",17,2016,27.0125223613596,4,31.499440323465
"cthm-04",17,2017,27.0125223613596,4,31.8219582277202
"cthm-04",17,2018,26.654740608229,4,31.4998857124856
"cthm-04",17,2019,26.4758497316637,4,31.2496267141795
"cthm-04",17,2020,26.4758497316637,4,30.6065089835657
"cthm-04",17,2021,26.4758497316637,4,30.4276801621461
"cthm-04",17,2022,35.9570661896243,4,34.2562655136122
"cthm-04",17,2023,43.2915921288014,4,41.5553979890388
"cthm-04",18,1999,43.1372549019607,4,30.9233154833192
"cthm-04",18,2000,43.1372549019607,4,33.5708363378918
"cthm-04",18,2001,43.3155080213903,4,33.9289393697515
"cthm-04",18,2002,43.3155080213903,4,34.1079584835043
"cthm-04",18,2003,43.1372549019608,4,33.7501760446134
"cthm-04",18,2004,42.7807486631016,4,33.3566781713155
"cthm-04",18,2005,42.9590017825312,4,32.5342937736255
"cthm-04",18,2006,42.9590017825312,4,30.8895236067248
"cthm-04",18,2007,43.1372549019608,4,30.6081892012875
"cthm-04",18,2008,42.4242424242424,4,31.7205165145657
"cthm-04",18,2009,44.7415329768271,4,34.3042180690833
"cthm-04",18,2010,44.7415329768271,4,33.8383323668886
"cthm-04",18,2011,44.7415329768271,4,33.7300326024068
"cthm-04",18,2012,47.7718360071301,4,34.3358353502378
"cthm-04",18,2013,47.5935828877005,4,34.1925923421832
"cthm-04",18,2014,48.1283422459893,4,33.8333365348228
"cthm-04",18,2015,47.9500891265597,4,33.1145546503502
"cthm-04",18,2016,45.9893048128342,4,31.499440323465
"cthm-04",18,2017,46.1675579322638,4,31.8219582277202
"cthm-04",18,2018,45.4545454545454,4,31.4998857124856
"cthm-04",18,2019,44.7415329768271,4,31.2496267141795
"cthm-04",18,2020,42.7807486631016,4,30.6065089835657
"cthm-04",18,2021,42.4242424242424,4,30.4276801621461
"cthm-04",18,2022,42.4242424242424,4,34.2562655136122
"cthm-04",18,2023,42.4242424242424,4,41.5553979890388
"cthm-04",19,1999,25.5395683453237,4,30.9233154833192
"cthm-04",19,2000,25.5395683453237,4,33.5708363378918
"cthm-04",19,2001,25.5395683453237,4,33.9289393697515
"cthm-04",19,2002,25.5395683453237,4,34.1079584835043
"cthm-04",19,2003,25.5395683453237,4,33.7501760446134
"cthm-04",19,2004,25.3597122302158,4,33.3566781713155
"cthm-04",19,2005,25.3597122302158,4,32.5342937736255
"cthm-04",19,2006,25.3597122302158,4,30.8895236067248
"cthm-04",19,2007,29.8561151079137,4,30.6081892012875
"cthm-04",19,2008,30.0359712230216,4,31.7205165145657
"cthm-04",19,2009,38.8489208633094,4,34.3042180690833
"cthm-04",19,2010,38.8489208633094,4,33.8383323668886
"cthm-04",19,2011,37.9496402877698,4,33.7300326024068
"cthm-04",19,2012,37.589928057554,4,34.3358353502378
"cthm-04",19,2013,37.2302158273381,4,34.1925923421832
"cthm-04",19,2014,36.8705035971223,4,33.8333365348228
"cthm-04",19,2015,33.8129496402878,4,33.1145546503502
"cthm-04",19,2016,27.6978417266187,4,31.499440323465
"cthm-04",19,2017,27.8776978417266,4,31.8219582277202
"cthm-04",19,2018,27.3381294964029,4,31.4998857124856
"cthm-04",19,2019,26.9784172661871,4,31.2496267141795
"cthm-04",19,2020,26.7985611510792,4,30.6065089835657
"cthm-04",19,2021,26.6187050359712,4,30.4276801621461
"cthm-04",19,2022,26.6187050359712,4,34.2562655136122
"cthm-04",19,2023,26.6187050359712,4,41.5553979890388
"cthm-04",20,1999,40.3225806451613,4,30.9233154833192
"cthm-04",20,2000,40.1433691756272,4,33.5708363378918
"cthm-04",20,2001,41.3978494623656,4,33.9289393697515
"cthm-04",20,2002,41.7562724014337,4,34.1079584835043
"cthm-04",20,2003,41.3978494623656,4,33.7501760446134
"cthm-04",20,2004,41.3978494623656,4,33.3566781713155
"cthm-04",20,2005,43.1899641577061,4,32.5342937736255
"cthm-04",20,2006,46.0573476702509,4,30.8895236067248
"cthm-04",20,2007,46.594982078853,4,30.6081892012875
"cthm-04",20,2008,53.584229390681,4,31.7205165145657
"cthm-04",20,2009,53.2258064516129,4,34.3042180690833
"cthm-04",20,2010,51.0752688172043,4,33.8383323668886
"cthm-04",20,2011,51.0752688172043,4,33.7300326024068
"cthm-04",20,2012,51.4336917562724,4,34.3358353502378
"cthm-04",20,2013,51.7921146953405,4,34.1925923421832
"cthm-04",20,2014,49.820788530466,4,33.8333365348228
"cthm-04",20,2015,49.6415770609319,4,33.1145546503502
"cthm-04",20,2016,49.8207885304659,4,31.499440323465
"cthm-04",20,2017,51.0752688172043,4,31.8219582277202
"cthm-04",20,2018,51.0752688172042,4,31.4998857124856
"cthm-04",20,2019,51.2544802867383,4,31.2496267141795
"cthm-04",20,2020,50.3584229390681,4,30.6065089835657
"cthm-04",20,2021,50.358422939068,4,30.4276801621461
"cthm-04",20,2022,51.2544802867383,4,34.2562655136122
"cthm-04",20,2023,52.3297491039426,4,41.5553979890388
"cthm-05",1,1999,51.4285714285714,1,52.3356109274358
"cthm-05",1,2000,52.8571428571429,1,52.4047837619516
"cthm-05",1,2001,52.8571428571429,1,52.0803915929105
"cthm-05",1,2002,52.8571428571429,1,52.2244070419219
"cthm-05",1,2003,52.8571428571429,1,51.7923592960276
"cthm-05",1,2004,52.8571428571429,1,51.5759479388221
"cthm-05",1,2005,52.6785714285714,1,51.3960881101035
"cthm-05",1,2006,52.6785714285714,1,52.1903769838147
"cthm-05",1,2007,52.3214285714286,1,52.6963069517803
"cthm-05",1,2008,52.3214285714286,1,54.5347442011877
"cthm-05",1,2009,52.3214285714286,1,54.5348742951806
"cthm-05",1,2010,52.3214285714286,1,54.6792786273105
"cthm-05",1,2011,52.3214285714286,1,54.8232940763219
"cthm-05",1,2012,52.3214285714286,1,54.6795374164362
"cthm-05",1,2013,52.3214285714286,1,54.6073352503712
"cthm-05",1,2014,52.3214285714286,1,54.3547577631367
"cthm-05",1,2015,52.3214285714286,1,54.3188504222334
"cthm-05",1,2016,52.3214285714286,1,54.2831382223195
"cthm-05",1,2017,52.3214285714286,1,54.4629323171014
"cthm-05",1,2018,52.3214285714286,1,55.1086762326718
"cthm-05",1,2019,52.3214285714286,1,55.3259290042509
"cthm-05",1,2020,52.3214285714286,1,55.1457474252106
"cthm-05",1,2021,52.3214285714286,1,55.4333908389749
"cthm-05",1,2022,52.3214285714286,1,55.2173669660277
"cthm-05",1,2023,52.3214285714286,1,55.2173669660277
"cthm-05",2,1999,58.6642599277978,1,52.3356109274358
"cthm-05",2,2000,59.2057761732852,1,52.4047837619516
"cthm-05",2,2001,59.2057761732852,1,52.0803915929105
"cthm-05",2,2002,59.3862815884477,1,52.2244070419219
"cthm-05",2,2003,59.2057761732852,1,51.7923592960276
"cthm-05",2,2004,59.2057761732852,1,51.5759479388221
"cthm-05",2,2005,59.0252707581227,1,51.3960881101035
"cthm-05",2,2006,58.303249097473,1,52.1903769838147
"cthm-05",2,2007,58.1227436823105,1,52.6963069517803
"cthm-05",2,2008,57.5812274368231,1,54.5347442011877
"cthm-05",2,2009,57.4007220216606,1,54.5348742951806
"cthm-05",2,2010,57.2202166064982,1,54.6792786273105
"cthm-05",2,2011,56.1371841155234,1,54.8232940763219
"cthm-05",2,2012,56.3176895306859,1,54.6795374164362
"cthm-05",2,2013,55.956678700361,1,54.6073352503712
"cthm-05",2,2014,55.0541516245487,1,54.3547577631367
"cthm-05",2,2015,54.8736462093863,1,54.3188504222334
"cthm-05",2,2016,55.0541516245487,1,54.2831382223195
"cthm-05",2,2017,55.0541516245487,1,54.4629323171014
"cthm-05",2,2018,55.4151624548736,1,55.1086762326718
"cthm-05",2,2019,56.8592057761733,1,55.3259290042509
"cthm-05",2,2020,56.4981949458484,1,55.1457474252106
"cthm-05",2,2021,56.4981949458484,1,55.4333908389749
"cthm-05",2,2022,56.317689530686,1,55.2173669660277
"cthm-05",2,2023,56.1371841155235,1,55.2173669660277
"cthm-05",3,1999,52.2522522522522,1,52.3356109274358
"cthm-05",3,2000,52.0720720720721,1,52.4047837619516
"cthm-05",3,2001,52.0720720720721,1,52.0803915929105
"cthm-05",3,2002,52.4324324324324,1,52.2244070419219
"cthm-05",3,2003,52.0720720720721,1,51.7923592960276
"cthm-05",3,2004,51.5315315315315,1,51.5759479388221
"cthm-05",3,2005,51.5315315315315,1,51.3960881101035
"cthm-05",3,2006,51.3513513513513,1,52.1903769838147
"cthm-05",3,2007,51.3513513513513,1,52.6963069517803
"cthm-05",3,2008,51.7117117117117,1,54.5347442011877
"cthm-05",3,2009,51.3513513513513,1,54.5348742951806
"cthm-05",3,2010,51.3513513513513,1,54.6792786273105
"cthm-05",3,2011,51.7117117117117,1,54.8232940763219
"cthm-05",3,2012,51.3513513513513,1,54.6795374164362
"cthm-05",3,2013,51.3513513513513,1,54.6073352503712
"cthm-05",3,2014,50.990990990991,1,54.3547577631367
"cthm-05",3,2015,51.1711711711712,1,54.3188504222334
"cthm-05",3,2016,50.8108108108108,1,54.2831382223195
"cthm-05",3,2017,50.6306306306306,1,54.4629323171014
"cthm-05",3,2018,50.4504504504504,1,55.1086762326718
"cthm-05",3,2019,50.8108108108108,1,55.3259290042509
"cthm-05",3,2020,50.6306306306306,1,55.1457474252106
"cthm-05",3,2021,50.990990990991,1,55.4333908389749
"cthm-05",3,2022,50.8108108108108,1,55.2173669660277
"cthm-05",3,2023,50.8108108108108,1,55.2173669660277
"cthm-05",4,1999,31.9494584837545,1,52.3356109274358
"cthm-05",4,2000,30.5054151624549,1,52.4047837619516
"cthm-05",4,2001,29.2418772563177,1,52.0803915929105
"cthm-05",4,2002,29.2418772563177,1,52.2244070419219
"cthm-05",4,2003,28.3393501805054,1,51.7923592960276
"cthm-05",4,2004,27.7978339350181,1,51.5759479388221
"cthm-05",4,2005,27.4368231046932,1,51.3960881101035
"cthm-05",4,2006,32.3104693140794,1,52.1903769838147
"cthm-05",4,2007,35.1985559566787,1,52.6963069517803
"cthm-05",4,2008,42.7797833935018,1,54.5347442011877
"cthm-05",4,2009,43.3212996389892,1,54.5348742951806
"cthm-05",4,2010,44.2238267148015,1,54.6792786273105
"cthm-05",4,2011,45.4873646209387,1,54.8232940763219
"cthm-05",4,2012,45.3068592057762,1,54.6795374164362
"cthm-05",4,2013,45.3068592057762,1,54.6073352503712
"cthm-05",4,2014,45.3068592057762,1,54.3547577631367
"cthm-05",4,2015,45.3068592057761,1,54.3188504222334
"cthm-05",4,2016,45.4873646209386,1,54.2831382223195
"cthm-05",4,2017,46.028880866426,1,54.4629323171014
"cthm-05",4,2018,46.2093862815884,1,55.1086762326718
"cthm-05",4,2019,46.028880866426,1,55.3259290042509
"cthm-05",4,2020,45.8483754512635,1,55.1457474252106
"cthm-05",4,2021,46.2093862815884,1,55.4333908389749
"cthm-05",4,2022,45.8483754512635,1,55.2173669660277
"cthm-05",4,2023,46.028880866426,1,55.2173669660277
"cthm-05",5,1999,67.3835125448029,1,52.3356109274358
"cthm-05",5,2000,67.3835125448029,1,52.4047837619516
"cthm-05",5,2001,67.0250896057348,1,52.0803915929105
"cthm-05",5,2002,67.2043010752688,1,52.2244070419219
"cthm-05",5,2003,66.4874551971326,1,51.7923592960276
"cthm-05",5,2004,66.4874551971326,1,51.5759479388221
"cthm-05",5,2005,66.3082437275986,1,51.3960881101035
"cthm-05",5,2006,66.3082437275986,1,52.1903769838147
"cthm-05",5,2007,66.4874551971326,1,52.6963069517803
"cthm-05",5,2008,68.2795698924731,1,54.5347442011877
"cthm-05",5,2009,68.2795698924731,1,54.5348742951806
"cthm-05",5,2010,68.2795698924731,1,54.6792786273105
"cthm-05",5,2011,68.4587813620072,1,54.8232940763219
"cthm-05",5,2012,68.1003584229391,1,54.6795374164362
"cthm-05",5,2013,68.1003584229391,1,54.6073352503712
"cthm-05",5,2014,68.1003584229391,1,54.3547577631367
"cthm-05",5,2015,67.921146953405,1,54.3188504222334
"cthm-05",5,2016,67.741935483871,1,54.2831382223195
"cthm-05",5,2017,68.2795698924731,1,54.4629323171014
"cthm-05",5,2018,71.146953405018,1,55.1086762326718
"cthm-05",5,2019,70.6093189964158,1,55.3259290042509
"cthm-05",5,2020,70.4301075268818,1,55.1457474252106
"cthm-05",5,2021,71.146953405018,1,55.4333908389749
"cthm-05",5,2022,70.7885304659498,1,55.2173669660277
"cthm-05",5,2023,70.7885304659498,1,55.2173669660277
"cthm-05",6,1999,36.3636363636364,2,38.3854902269209
"cthm-05",6,2000,36.7201426024956,2,38.3105128375663
"cthm-05",6,2001,36.541889483066,2,38.0587681811306
"cthm-05",6,2002,36.7201426024955,2,37.9837926585558
"cthm-05",6,2003,36.7201426024956,2,37.5502483547583
"cthm-05",6,2004,36.541889483066,2,37.6570645892121
"cthm-05",6,2005,31.5508021390375,2,36.729823612269
"cthm-05",6,2006,25.4901960784314,2,35.517507257889
"cthm-05",6,2007,21.9251336898396,2,34.6602196035669
"cthm-05",6,2008,22.2816399286988,2,34.7310687717728
"cthm-05",6,2009,22.2816399286988,2,38.7658788983551
"cthm-05",6,2010,22.2816399286988,2,38.6935461677945
"cthm-05",6,2011,22.2816399286988,2,38.6225696759319
"cthm-05",6,2012,22.1033868092692,2,38.4793241153371
"cthm-05",6,2013,22.1033868092692,2,38.4436098296228
"cthm-05",6,2014,22.1033868092692,2,38.4078955439086
"cthm-05",6,2015,22.1033868092692,2,38.1576386066013
"cthm-05",6,2016,21.9251336898396,2,37.9791308398582
"cthm-05",6,2017,21.9251336898396,2,38.2648451255725
"cthm-05",6,2018,21.9251336898396,2,37.4438686337099
"cthm-05",6,2019,21.9251336898396,2,35.9434165541439
"cthm-05",6,2020,21.9251336898396,2,37.5057417392038
"cthm-05",6,2021,21.9251336898396,2,37.0773654528911
"cthm-05",6,2022,23.7076648841355,2,37.8317017098335
"cthm-05",6,2023,38.1461675579322,2,40.9699161192074
"cthm-05",7,1999,30.9222423146473,2,38.3854902269209
"cthm-05",7,2000,29.6564195298373,2,38.3105128375663
"cthm-05",7,2001,28.9330922242315,2,38.0587681811306
"cthm-05",7,2002,27.8481012658228,2,37.9837926585558
"cthm-05",7,2003,25.8589511754069,2,37.5502483547583
"cthm-05",7,2004,25.497287522604,2,37.6570645892121
"cthm-05",7,2005,25.3164556962025,2,36.729823612269
"cthm-05",7,2006,25.1356238698011,2,35.517507257889
"cthm-05",7,2007,24.7739602169981,2,34.6602196035669
"cthm-05",7,2008,24.5931283905967,2,34.7310687717728
"cthm-05",7,2009,24.2314647377938,2,38.7658788983551
"cthm-05",7,2010,23.869801084991,2,38.6935461677945
"cthm-05",7,2011,24.0506329113924,2,38.6225696759319
"cthm-05",7,2012,23.869801084991,2,38.4793241153371
"cthm-05",7,2013,23.869801084991,2,38.4436098296228
"cthm-05",7,2014,23.869801084991,2,38.4078955439086
"cthm-05",7,2015,23.869801084991,2,38.1576386066013
"cthm-05",7,2016,23.869801084991,2,37.9791308398582
"cthm-05",7,2017,23.869801084991,2,38.2648451255725
"cthm-05",7,2018,24.0506329113924,2,37.4438686337099
"cthm-05",7,2019,23.869801084991,2,35.9434165541439
"cthm-05",7,2020,34.7197106690777,2,37.5057417392038
"cthm-05",7,2021,34.9005424954792,2,37.0773654528911
"cthm-05",7,2022,36.8896925858951,2,37.8317017098335
"cthm-05",7,2023,36.8896925858951,2,40.9699161192074
"cthm-05",8,1999,49.8201438848921,2,38.3854902269209
"cthm-05",8,2000,49.6402877697842,2,38.3105128375663
"cthm-05",8,2001,49.6402877697842,2,38.0587681811306
"cthm-05",8,2002,49.1007194244604,2,37.9837926585558
"cthm-05",8,2003,49.1007194244604,2,37.5502483547583
"cthm-05",8,2004,49.4604316546762,2,37.6570645892121
"cthm-05",8,2005,49.4604316546762,2,36.729823612269
"cthm-05",8,2006,49.6402877697841,2,35.517507257889
"cthm-05",8,2007,49.2805755395683,2,34.6602196035669
"cthm-05",8,2008,49.2805755395683,2,34.7310687717728
"cthm-05",8,2009,49.2805755395683,2,38.7658788983551
"cthm-05",8,2010,49.2805755395683,2,38.6935461677945
"cthm-05",8,2011,49.2805755395683,2,38.6225696759319
"cthm-05",8,2012,49.2805755395683,2,38.4793241153371
"cthm-05",8,2013,49.2805755395683,2,38.4436098296228
"cthm-05",8,2014,49.2805755395683,2,38.4078955439086
"cthm-05",8,2015,49.1007194244604,2,38.1576386066013
"cthm-05",8,2016,49.1007194244604,2,37.9791308398582
"cthm-05",8,2017,49.1007194244604,2,38.2648451255725
"cthm-05",8,2018,49.1007194244604,2,37.4438686337099
"cthm-05",8,2019,49.1007194244604,2,35.9434165541439
"cthm-05",8,2020,48.7410071942446,2,37.5057417392038
"cthm-05",8,2021,48.5611510791367,2,37.0773654528911
"cthm-05",8,2022,48.5611510791367,2,37.8317017098335
"cthm-05",8,2023,48.9208633093525,2,40.9699161192074
"cthm-05",9,1999,65,2,38.3854902269209
"cthm-05",9,2000,64.8214285714286,2,38.3105128375663
"cthm-05",9,2001,64.4642857142857,2,38.0587681811306
"cthm-05",9,2002,63.9285714285714,2,37.9837926585558
"cthm-05",9,2003,63.75,2,37.5502483547583
"cthm-05",9,2004,64.2857142857142,2,37.6570645892121
"cthm-05",9,2005,64.2857142857142,2,36.729823612269
"cthm-05",9,2006,64.2857142857143,2,35.517507257889
"cthm-05",9,2007,64.4642857142857,2,34.6602196035669
"cthm-05",9,2008,64.6428571428572,2,34.7310687717728
"cthm-05",9,2009,64.4642857142858,2,38.7658788983551
"cthm-05",9,2010,64.6428571428572,2,38.6935461677945
"cthm-05",9,2011,64.2857142857143,2,38.6225696759319
"cthm-05",9,2012,64.1071428571429,2,38.4793241153371
"cthm-05",9,2013,64.1071428571429,2,38.4436098296228
"cthm-05",9,2014,63.9285714285714,2,38.4078955439086
"cthm-05",9,2015,63.2142857142857,2,38.1576386066013
"cthm-05",9,2016,63.5714285714286,2,37.9791308398582
"cthm-05",9,2017,63.5714285714286,2,38.2648451255725
"cthm-05",9,2018,63.5714285714286,2,37.4438686337099
"cthm-05",9,2019,63.5714285714286,2,35.9434165541439
"cthm-05",9,2020,63.0357142857143,2,37.5057417392038
"cthm-05",9,2021,62.8571428571429,2,37.0773654528911
"cthm-05",9,2022,62.8571428571429,2,37.8317017098335
"cthm-05",9,2023,63.2142857142858,2,40.9699161192074
"cthm-05",10,1999,9.82142857142857,2,38.3854902269209
"cthm-05",10,2000,10.7142857142857,2,38.3105128375663
"cthm-05",10,2001,10.7142857142857,2,38.0587681811306
"cthm-05",10,2002,12.3214285714286,2,37.9837926585558
"cthm-05",10,2003,12.3214285714286,2,37.5502483547583
"cthm-05",10,2004,12.5,2,37.6570645892121
"cthm-05",10,2005,13.0357142857143,2,36.729823612269
"cthm-05",10,2006,13.0357142857143,2,35.517507257889
"cthm-05",10,2007,12.8571428571429,2,34.6602196035669
"cthm-05",10,2008,12.8571428571429,2,34.7310687717728
"cthm-05",10,2009,33.5714285714286,2,38.7658788983551
"cthm-05",10,2010,33.3928571428571,2,38.6935461677945
"cthm-05",10,2011,33.2142857142858,2,38.6225696759319
"cthm-05",10,2012,33.0357142857143,2,38.4793241153371
"cthm-05",10,2013,32.8571428571428,2,38.4436098296228
"cthm-05",10,2014,32.8571428571429,2,38.4078955439086
"cthm-05",10,2015,32.5,2,38.1576386066013
"cthm-05",10,2016,31.4285714285714,2,37.9791308398582
"cthm-05",10,2017,32.8571428571428,2,38.2648451255725
"cthm-05",10,2018,28.5714285714286,2,37.4438686337099
"cthm-05",10,2019,21.25,2,35.9434165541439
"cthm-05",10,2020,19.1071428571428,2,37.5057417392038
"cthm-05",10,2021,17.1428571428572,2,37.0773654528911
"cthm-05",10,2022,17.1428571428571,2,37.8317017098335
"cthm-05",10,2023,17.6785714285714,2,40.9699161192074
"cthm-05",11,1999,27.5491949910555,3,39.9469868285183
"cthm-05",11,2000,27.9069767441861,3,39.8055284358805
"cthm-05",11,2001,28.2647584973166,3,37.9514658858989
"cthm-05",11,2002,28.8014311270125,3,37.4880137845753
"cthm-05",11,2003,29.3381037567084,3,35.5595883528833
"cthm-05",11,2004,33.4525939177102,3,35.0594869765119
"cthm-05",11,2005,32.9159212880143,3,32.8452637876342
"cthm-05",11,2006,31.3059033989267,3,32.3446887812453
"cthm-05",11,2007,27.5491949910555,3,31.4867875974672
"cthm-05",11,2008,22.8980322003578,3,30.4851264678991
"cthm-05",11,2009,20.7513416815742,3,30.1986455069996
"cthm-05",11,2010,18.783542039356,3,29.7693712928417
"cthm-05",11,2011,18.6046511627907,3,29.6615811911609
"cthm-05",11,2012,18.4257602862254,3,31.6922748002912
"cthm-05",11,2013,18.4257602862254,3,32.8351319431483
"cthm-05",11,2014,18.4257602862254,3,32.8351319431483
"cthm-05",11,2015,18.4257602862254,3,32.799417657434
"cthm-05",11,2016,18.4257602862254,3,32.8708462288626
"cthm-05",11,2017,23.2558139534884,3,33.9094522436219
"cthm-05",11,2018,23.2558139534884,3,33.8743213128467
"cthm-05",11,2019,22.7191413237925,3,33.982185016867
"cthm-05",11,2020,22.5402504472272,3,33.9462797444518
"cthm-05",11,2021,22.3613595706619,3,33.8747872834244
"cthm-05",11,2022,22.1824686940966,3,34.2732869889713
"cthm-05",11,2023,21.2880143112701,3,34.3457648859167
"cthm-05",12,1999,43.0357142857143,3,39.9469868285183
"cthm-05",12,2000,43.3928571428572,3,39.8055284358805
"cthm-05",12,2001,43.2142857142858,3,37.9514658858989
"cthm-05",12,2002,46.6071428571428,3,37.4880137845753
"cthm-05",12,2003,46.6071428571428,3,35.5595883528833
"cthm-05",12,2004,46.6071428571428,3,35.0594869765119
"cthm-05",12,2005,46.6071428571428,3,32.8452637876342
"cthm-05",12,2006,46.6071428571428,3,32.3446887812453
"cthm-05",12,2007,46.6071428571428,3,31.4867875974672
"cthm-05",12,2008,46.4285714285714,3,30.4851264678991
"cthm-05",12,2009,46.4285714285714,3,30.1986455069996
"cthm-05",12,2010,46.6071428571429,3,29.7693712928417
"cthm-05",12,2011,46.6071428571429,3,29.6615811911609
"cthm-05",12,2012,46.6071428571429,3,31.6922748002912
"cthm-05",12,2013,46.6071428571429,3,32.8351319431483
"cthm-05",12,2014,46.6071428571429,3,32.8351319431483
"cthm-05",12,2015,46.6071428571429,3,32.799417657434
"cthm-05",12,2016,46.6071428571429,3,32.8708462288626
"cthm-05",12,2017,46.6071428571429,3,33.9094522436219
"cthm-05",12,2018,46.4285714285714,3,33.8743213128467
"cthm-05",12,2019,46.4285714285714,3,33.982185016867
"cthm-05",12,2020,46.4285714285714,3,33.9462797444518
"cthm-05",12,2021,46.4285714285714,3,33.8747872834244
"cthm-05",12,2022,46.25,3,34.2732869889713
"cthm-05",12,2023,46.25,3,34.3457648859167
"cthm-05",13,1999,52.5000000000001,3,39.9469868285183
"cthm-05",13,2000,52.8571428571429,3,39.8055284358805
"cthm-05",13,2001,50.5357142857143,3,37.9514658858989
"cthm-05",13,2002,50.1785714285714,3,37.4880137845753
"cthm-05",13,2003,43.9285714285714,3,35.5595883528833
"cthm-05",13,2004,39.1071428571429,3,35.0594869765119
"cthm-05",13,2005,28.9285714285714,3,32.8452637876342
"cthm-05",13,2006,28.0357142857142,3,32.3446887812453
"cthm-05",13,2007,27.3214285714285,3,31.4867875974672
"cthm-05",13,2008,27.1428571428572,3,30.4851264678991
"cthm-05",13,2009,27.8571428571429,3,30.1986455069996
"cthm-05",13,2010,27.5,3,29.7693712928417
"cthm-05",13,2011,27.3214285714286,3,29.6615811911609
"cthm-05",13,2012,30.7142857142857,3,31.6922748002912
"cthm-05",13,2013,36.4285714285714,3,32.8351319431483
"cthm-05",13,2014,36.4285714285714,3,32.8351319431483
"cthm-05",13,2015,36.25,3,32.799417657434
"cthm-05",13,2016,36.6071428571429,3,32.8708462288626
"cthm-05",13,2017,36.6071428571429,3,33.9094522436219
"cthm-05",13,2018,36.4285714285715,3,33.8743213128467
"cthm-05",13,2019,36.7857142857143,3,33.982185016867
"cthm-05",13,2020,36.6071428571429,3,33.9462797444518
"cthm-05",13,2021,36.4285714285714,3,33.8747872834244
"cthm-05",13,2022,36.7857142857143,3,34.2732869889713
"cthm-05",13,2023,36.9642857142857,3,34.3457648859167
"cthm-05",14,1999,42.3487544483986,3,39.9469868285183
"cthm-05",14,2000,40.5693950177937,3,39.8055284358805
"cthm-05",14,2001,33.9857651245552,3,37.9514658858989
"cthm-05",14,2002,29.0035587188612,3,37.4880137845753
"cthm-05",14,2003,25.8007117437723,3,35.5595883528833
"cthm-05",14,2004,24.7330960854093,3,35.0594869765119
"cthm-05",14,2005,24.3772241992883,3,32.8452637876342
"cthm-05",14,2006,24.3772241992883,3,32.3446887812453
"cthm-05",14,2007,24.3772241992883,3,31.4867875974672
"cthm-05",14,2008,24.3772241992883,3,30.4851264678991
"cthm-05",14,2009,24.3772241992883,3,30.1986455069996
"cthm-05",14,2010,24.3772241992883,3,29.7693712928417
"cthm-05",14,2011,24.3772241992883,3,29.6615811911609
"cthm-05",14,2012,31.3167259786477,3,31.6922748002912
"cthm-05",14,2013,31.3167259786477,3,32.8351319431483
"cthm-05",14,2014,31.3167259786477,3,32.8351319431483
"cthm-05",14,2015,31.3167259786477,3,32.799417657434
"cthm-05",14,2016,31.3167259786477,3,32.8708462288626
"cthm-05",14,2017,31.3167259786477,3,33.9094522436219
"cthm-05",14,2018,31.3167259786477,3,33.8743213128467
"cthm-05",14,2019,31.6725978647686,3,33.982185016867
"cthm-05",14,2020,31.8505338078292,3,33.9462797444518
"cthm-05",14,2021,31.8505338078292,3,33.8747872834244
"cthm-05",14,2022,32.0284697508897,3,34.2732869889713
"cthm-05",14,2023,32.5622775800712,3,34.3457648859167
"cthm-05",15,1999,34.3012704174229,3,39.9469868285183
"cthm-05",15,2000,34.3012704174228,3,39.8055284358805
"cthm-05",15,2001,33.7568058076225,3,37.9514658858989
"cthm-05",15,2002,32.8493647912885,3,37.4880137845753
"cthm-05",15,2003,32.1234119782214,3,35.5595883528833
"cthm-05",15,2004,31.3974591651543,3,35.0594869765119
"cthm-05",15,2005,31.3974591651543,3,32.8452637876342
"cthm-05",15,2006,31.3974591651543,3,32.3446887812453
"cthm-05",15,2007,31.5789473684211,3,31.4867875974672
"cthm-05",15,2008,31.5789473684211,3,30.4851264678991
"cthm-05",15,2009,31.5789473684211,3,30.1986455069996
"cthm-05",15,2010,31.5789473684211,3,29.7693712928417
"cthm-05",15,2011,31.3974591651543,3,29.6615811911609
"cthm-05",15,2012,31.3974591651543,3,31.6922748002912
