"year","route_num","county"
2004,4,"orange"
2004,5,"orange"
2004,6,"orange"
2004,7,"orange"
2004,8,"orange"
2004,9,"orange"
2004,10,"orange"
2004,11,"orange"
2004,12,"orange"
2004,41,"chatham"
2004,42,"chatham"
2004,43,"chatham"
2004,44,"chatham"
2004,45,"chatham"
2004,46,"chatham"
2004,47,"chatham"
2004,48,"chatham"
2004,50,"chatham"
2004,52,"chatham"
2004,53,"chatham"
2004,54,"chatham"
2004,21,"durham"
2004,22,"durham"
2004,23,"durham"
2004,24,"durham"
2004,25,"durham"
2004,26,"durham"
2004,27,"durham"
2004,28,"durham"
2005,1,"orange"
2005,2,"orange"
2005,3,"orange"
2005,4,"orange"
2005,5,"orange"
2005,6,"orange"
2005,7,"orange"
2005,8,"orange"
2005,9,"orange"
2005,10,"orange"
2005,11,"orange"
2005,12,"orange"
2005,41,"chatham"
2005,42,"chatham"
2005,43,"chatham"
2005,44,"chatham"
2005,45,"chatham"
2005,46,"chatham"
2005,47,"chatham"
2005,48,"chatham"
2005,49,"chatham"
2005,50,"chatham"
2005,51,"chatham"
2005,52,"chatham"
2005,53,"chatham"
2005,54,"chatham"
2005,21,"durham"
2005,22,"durham"
2005,23,"durham"
2005,24,"durham"
2005,25,"durham"
2005,26,"durham"
2005,27,"durham"
2005,28,"durham"
2006,1,"orange"
2006,2,"orange"
2006,3,"orange"
2006,4,"orange"
2006,5,"orange"
2006,6,"orange"
2006,7,"orange"
2006,8,"orange"
2006,9,"orange"
2006,10,"orange"
2006,11,"orange"
2006,12,"orange"
2006,41,"chatham"
2006,42,"chatham"
2006,43,"chatham"
2006,44,"chatham"
2006,45,"chatham"
2006,46,"chatham"
2006,47,"chatham"
2006,48,"chatham"
2006,49,"chatham"
2006,50,"chatham"
2006,51,"chatham"
2006,52,"chatham"
2006,53,"chatham"
2006,54,"chatham"
2006,21,"durham"
2006,22,"durham"
2006,23,"durham"
2006,24,"durham"
2006,25,"durham"
2006,26,"durham"
2006,27,"durham"
2006,28,"durham"
2007,1,"orange"
2007,2,"orange"
2007,3,"orange"
2007,4,"orange"
2007,5,"orange"
2007,6,"orange"
2007,7,"orange"
2007,8,"orange"
2007,9,"orange"
2007,10,"orange"
2007,11,"orange"
2007,12,"orange"
2007,41,"chatham"
2007,42,"chatham"
2007,43,"chatham"
2007,44,"chatham"
2007,45,"chatham"
2007,46,"chatham"
2007,47,"chatham"
2007,48,"chatham"
2007,49,"chatham"
2007,50,"chatham"
2007,51,"chatham"
2007,52,"chatham"
2007,53,"chatham"
2007,54,"chatham"
2007,21,"durham"
2007,22,"durham"
2007,23,"durham"
2007,24,"durham"
2007,25,"durham"
2007,26,"durham"
2007,27,"durham"
2007,28,"durham"
2008,1,"orange"
2008,2,"orange"
2008,3,"orange"
2008,4,"orange"
2008,5,"orange"
2008,6,"orange"
2008,7,"orange"
2008,8,"orange"
2008,9,"orange"
2008,10,"orange"
2008,11,"orange"
2008,12,"orange"
2008,41,"chatham"
2008,42,"chatham"
2008,43,"chatham"
2008,44,"chatham"
2008,45,"chatham"
2008,46,"chatham"
2008,47,"chatham"
2008,48,"chatham"
2008,49,"chatham"
2008,50,"chatham"
2008,51,"chatham"
2008,52,"chatham"
2008,53,"chatham"
2008,54,"chatham"
2008,21,"durham"
2008,22,"durham"
2008,23,"durham"
2008,24,"durham"
2008,25,"durham"
2008,26,"durham"
2008,27,"durham"
2008,28,"durham"
2009,1,"orange"
2009,2,"orange"
2009,3,"orange"
2009,4,"orange"
2009,5,"orange"
2009,6,"orange"
2009,7,"orange"
2009,8,"orange"
2009,9,"orange"
2009,10,"orange"
2009,11,"orange"
2009,12,"orange"
2009,41,"chatham"
2009,42,"chatham"
2009,43,"chatham"
2009,44,"chatham"
2009,45,"chatham"
2009,46,"chatham"
2009,47,"chatham"
2009,48,"chatham"
2009,49,"chatham"
2009,50,"chatham"
2009,51,"chatham"
2009,52,"chatham"
2009,53,"chatham"
2009,54,"chatham"
2009,21,"durham"
2009,22,"durham"
2009,23,"durham"
2009,24,"durham"
2009,25,"durham"
2009,26,"durham"
2009,27,"durham"
2010,1,"orange"
2010,2,"orange"
2010,12,"orange"
2010,5,"orange"
2010,7,"orange"
2010,6,"orange"
2010,4,"orange"
2010,41,"chatham"
2010,42,"chatham"
2010,44,"chatham"
2010,45,"chatham"
2010,46,"chatham"
2010,53,"chatham"
2010,43,"chatham"
2010,47,"chatham"
2010,48,"chatham"
2010,49,"chatham"
2010,50,"chatham"
2010,51,"chatham"
2010,21,"durham"
2010,22,"durham"
2010,27,"durham"
2010,23,"durham"
2010,25,"durham"
2010,26,"durham"
2011,1,"orange"
2011,2,"orange"
2011,3,"orange"
2011,7,"orange"
2011,9,"orange"
2011,5,"orange"
2011,4,"orange"
2011,6,"orange"
2011,12,"orange"
2011,42,"chatham"
2011,43,"chatham"
2011,44,"chatham"
2011,49,"chatham"
2011,53,"chatham"
2011,50,"chatham"
2011,41,"chatham"
2011,45,"chatham"
2011,48,"chatham"
2011,51,"chatham"
2011,47,"chatham"
2011,23,"durham"
2011,24,"durham"
2011,25,"durham"
2011,26,"durham"
2011,27,"durham"
2011,21,"durham"
2011,22,"durham"
2011,28,"durham"
2012,5,"orange"
2012,7,"orange"
2012,11,"orange"
2012,1,"orange"
2012,6,"orange"
2012,2,"orange"
2012,9,"orange"
2012,10,"orange"
2012,12,"orange"
2012,42,"chatham"
2012,49,"chatham"
2012,48,"chatham"
2012,43,"chatham"
2012,45,"chatham"
2012,47,"chatham"
2012,50,"chatham"
2012,41,"chatham"
2012,44,"chatham"
2012,51,"chatham"
2012,53,"chatham"
2012,21,"durham"
2012,24,"durham"
2012,26,"durham"
2012,28,"durham"
2012,22,"durham"
2012,23,"durham"
2012,25,"durham"
2012,27,"durham"
2013,1,"orange"
2013,5,"orange"
2013,6,"orange"
2013,9,"orange"
2013,10,"orange"
2013,2,"orange"
2013,12,"orange"
2013,4,"orange"
2013,44,"chatham"
2013,45,"chatham"
2013,43,"chatham"
2013,41,"chatham"
2013,42,"chatham"
2013,47,"chatham"
2013,48,"chatham"
2013,49,"chatham"
2013,50,"chatham"
2013,51,"chatham"
2013,53,"chatham"
2013,21,"durham"
2013,24,"durham"
2013,27,"durham"
2013,22,"durham"
2013,23,"durham"
2013,25,"durham"
2013,26,"durham"
2013,28,"durham"
2014,5,"orange"
2014,9,"orange"
2014,7,"orange"
2014,6,"orange"
2014,1,"orange"
2014,2,"orange"
2014,3,"orange"
2014,12,"orange"
2014,4,"orange"
2014,44,"chatham"
2014,48,"chatham"
2014,53,"chatham"
2014,49,"chatham"
2014,54,"chatham"
2014,43,"chatham"
2014,41,"chatham"
2014,42,"chatham"
2014,45,"chatham"
2014,47,"chatham"
2014,24,"durham"
2014,26,"durham"
2014,28,"durham"
2014,21,"durham"
2014,22,"durham"
2014,23,"durham"
2014,25,"durham"
2015,1,"orange"
2015,2,"orange"
2015,3,"orange"
2015,5,"orange"
2015,7,"orange"
2015,9,"orange"
2015,6,"orange"
2015,12,"orange"
2015,4,"orange"
2015,41,"chatham"
2015,42,"chatham"
2015,43,"chatham"
2015,49,"chatham"
2015,54,"chatham"
2015,47,"chatham"
2015,45,"chatham"
2015,44,"chatham"
2015,48,"chatham"
2015,50,"chatham"
2015,53,"chatham"
2015,21,"durham"
2015,26,"durham"
2015,28,"durham"
2015,22,"durham"
2015,23,"durham"
2015,25,"durham"
2015,27,"durham"
2016,5,"orange"
2016,6,"orange"
2016,1,"orange"
2016,7,"orange"
2016,3,"orange"
2016,2,"orange"
2016,9,"orange"
2016,12,"orange"
2016,4,"orange"
2016,10,"orange"
2016,42,"chatham"
2016,44,"chatham"
2016,45,"chatham"
2016,43,"chatham"
2016,53,"chatham"
2016,41,"chatham"
2016,47,"chatham"
2016,48,"chatham"
2016,49,"chatham"
2016,50,"chatham"
2016,51,"chatham"
2016,26,"durham"
2016,28,"durham"
2016,21,"durham"
2016,23,"durham"
2016,25,"durham"
2016,27,"durham"
2017,1,"orange"
2017,5,"orange"
2017,7,"orange"
2017,6,"orange"
2017,3,"orange"
2017,2,"orange"
2017,11,"orange"
2017,12,"orange"
2017,4,"orange"
2017,10,"orange"
2017,45,"chatham"
2017,41,"chatham"
2017,43,"chatham"
2017,49,"chatham"
2017,48,"chatham"
2017,47,"chatham"
2017,42,"chatham"
2017,44,"chatham"
2017,50,"chatham"
2017,52,"chatham"
2017,53,"chatham"
2017,25,"durham"
2017,28,"durham"
2017,22,"durham"
2017,26,"durham"
2017,21,"durham"
2017,23,"durham"
2017,27,"durham"
2018,2,"orange"
2018,10,"orange"
2018,4,"orange"
2018,7,"orange"
2018,1,"orange"
2018,3,"orange"
2018,11,"orange"
2018,12,"orange"
2018,42,"chatham"
2018,43,"chatham"
2018,45,"chatham"
2018,46,"chatham"
2018,41,"chatham"
2018,44,"chatham"
2018,47,"chatham"
2018,49,"chatham"
2018,50,"chatham"
2018,53,"chatham"
2018,26,"durham"
2018,28,"durham"
2018,21,"durham"
2018,23,"durham"
2018,22,"durham"
2018,24,"durham"
2018,25,"durham"
2018,27,"durham"
2019,5,"orange"
2019,7,"orange"
2019,4,"orange"
2019,1,"orange"
2019,6,"orange"
2019,10,"orange"
2019,2,"orange"
2019,3,"orange"
2019,9,"orange"
2019,11,"orange"
2019,12,"orange"
2019,42,"chatham"
2019,44,"chatham"
2019,47,"chatham"
2019,52,"chatham"
2019,54,"chatham"
2019,45,"chatham"
2019,49,"chatham"
2019,53,"chatham"
2019,41,"chatham"
2019,43,"chatham"
2019,46,"chatham"
2019,48,"chatham"
2019,50,"chatham"
2019,21,"durham"
2019,24,"durham"
2019,25,"durham"
2019,26,"durham"
2019,28,"durham"
2019,27,"durham"
2019,22,"durham"
2019,23,"durham"
2020,2,"orange"
2020,5,"orange"
2020,4,"orange"
2020,3,"orange"
2020,10,"orange"
2020,7,"orange"
2020,6,"orange"
2020,9,"orange"
2020,11,"orange"
2020,1,"orange"
2020,12,"orange"
2020,44,"chatham"
2020,50,"chatham"
2020,43,"chatham"
2020,54,"chatham"
2020,42,"chatham"
2020,47,"chatham"
2020,41,"chatham"
2020,45,"chatham"
2020,46,"chatham"
2020,48,"chatham"
2020,49,"chatham"
2020,51,"chatham"
2020,52,"chatham"
2020,53,"chatham"
2020,26,"durham"
2020,21,"durham"
2020,24,"durham"
2020,28,"durham"
2020,22,"durham"
2020,23,"durham"
2020,25,"durham"
2020,27,"durham"
2021,8,"orange"
2021,10,"orange"
2021,7,"orange"
2021,5,"orange"
2021,11,"orange"
2021,4,"orange"
2021,1,"orange"
2021,3,"orange"
2021,12,"orange"
2021,6,"orange"
2021,9,"orange"
2021,2,"orange"
2021,54,"chatham"
2021,42,"chatham"
2021,41,"chatham"
2021,52,"chatham"
2021,45,"chatham"
2021,46,"chatham"
2021,43,"chatham"
2021,48,"chatham"
2021,53,"chatham"
2021,44,"chatham"
2021,47,"chatham"
2021,49,"chatham"
2021,50,"chatham"
2021,28,"durham"
2021,24,"durham"
2021,26,"durham"
2021,21,"durham"
2021,23,"durham"
2021,25,"durham"
2021,27,"durham"
2022,4,"orange"
2022,1,"orange"
2022,2,"orange"
2022,9,"orange"
2022,3,"orange"
2022,5,"orange"
2022,8,"orange"
2022,7,"orange"
2022,11,"orange"
2022,12,"orange"
2022,6,"orange"
2022,41,"chatham"
2022,53,"chatham"
2022,44,"chatham"
2022,47,"chatham"
2022,49,"chatham"
2022,42,"chatham"
2022,43,"chatham"
2022,46,"chatham"
2022,48,"chatham"
2022,50,"chatham"
2022,54,"chatham"
2022,51,"chatham"
2022,52,"chatham"
2022,45,"chatham"
2022,28,"durham"
2022,26,"durham"
2022,21,"durham"
2022,22,"durham"
2022,23,"durham"
2022,24,"durham"
2022,25,"durham"
2022,27,"durham"
