"County_Route","nlcd","year","frequency","totpix","class","ijbg_class","description","color","percent"
"Durham-02","31",2001,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","31",2004,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","31",2006,4,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0357877784736512
"Durham-02","31",2008,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","31",2011,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","31",2013,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","31",2016,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","31",2019,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","31",2021,0,11177,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Durham-02","41",2001,4219,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",37.7471593450837
"Durham-02","41",2004,4112,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",36.7898362709135
"Durham-02","41",2006,4009,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",35.868300975217
"Durham-02","41",2008,4055,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",36.2798604276639
"Durham-02","41",2011,4130,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",36.9508812740449
"Durham-02","41",2013,4116,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",36.8256240493871
"Durham-02","41",2016,4149,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",37.1208732217948
"Durham-02","41",2019,3966,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",35.4835823566252
"Durham-02","41",2021,3929,11177,"forest","deciduous forest","Deciduous Forest","#68AA63",35.1525454057439
"Durham-02","42",2001,1285,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.4968238346605
"Durham-02","42",2004,1281,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.4610360561868
"Durham-02","42",2006,1281,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.4610360561868
"Durham-02","42",2008,1203,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",10.7631743759506
"Durham-02","42",2011,1252,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.2015746622528
"Durham-02","42",2013,1321,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.8189138409233
"Durham-02","42",2016,1330,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.899436342489
"Durham-02","42",2019,1245,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.138946049924
"Durham-02","42",2021,1271,11177,"forest","evergreen forest","Evergreen Forest","#1C6330",11.3715666100027
"Durham-02","43",2001,1987,11177,"forest","mixed forest","Mixed Forest","#B5C98E",17.7775789567863
"Durham-02","43",2004,2034,11177,"forest","mixed forest","Mixed Forest","#B5C98E",18.1980853538517
"Durham-02","43",2006,2045,11177,"forest","mixed forest","Mixed Forest","#B5C98E",18.2965017446542
"Durham-02","43",2008,2050,11177,"forest","mixed forest","Mixed Forest","#B5C98E",18.3412364677463
"Durham-02","43",2011,2083,11177,"forest","mixed forest","Mixed Forest","#B5C98E",18.6364856401539
"Durham-02","43",2013,2082,11177,"forest","mixed forest","Mixed Forest","#B5C98E",18.6275386955355
"Durham-02","43",2016,2106,11177,"forest","mixed forest","Mixed Forest","#B5C98E",18.8422653663774
"Durham-02","43",2019,2003,11177,"forest","mixed forest","Mixed Forest","#B5C98E",17.9207300706809
"Durham-02","43",2021,2003,11177,"forest","mixed forest","Mixed Forest","#B5C98E",17.9207300706809
"Durham-02","52",2001,42,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.375771673973338
"Durham-02","52",2004,89,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.79627807103874
"Durham-02","52",2006,96,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.85890668336763
"Durham-02","52",2008,193,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.72676031135367
"Durham-02","52",2011,143,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.27941308043303
"Durham-02","52",2013,87,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.778384181801915
"Durham-02","52",2016,49,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.438400286302228
"Durham-02","52",2019,102,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.912588351078107
"Durham-02","52",2021,204,11177,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.82517670215621
"Durham-02","71",2001,163,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.45835197280129
"Durham-02","71",2004,160,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.43151113894605
"Durham-02","71",2006,342,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",3.05985505949718
"Durham-02","71",2008,217,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.94148698219558
"Durham-02","71",2011,135,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.20783752348573
"Durham-02","71",2013,117,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.0467925203543
"Durham-02","71",2016,102,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.912588351078107
"Durham-02","71",2019,195,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.7446542005905
"Durham-02","71",2021,104,11177,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.930482240314932
"Durham-02","81",2001,1988,11177,"planted","pasture","Pasture/Hay","#DBD83D",17.7865259014047
"Durham-02","81",2004,1956,11177,"planted","pasture","Pasture/Hay","#DBD83D",17.5002236736155
"Durham-02","81",2006,1931,11177,"planted","pasture","Pasture/Hay","#DBD83D",17.2765500581551
"Durham-02","81",2008,1925,11177,"planted","pasture","Pasture/Hay","#DBD83D",17.2228683904447
"Durham-02","81",2011,1913,11177,"planted","pasture","Pasture/Hay","#DBD83D",17.1155050550237
"Durham-02","81",2013,1877,11177,"planted","pasture","Pasture/Hay","#DBD83D",16.7934150487608
"Durham-02","81",2016,1828,11177,"planted","pasture","Pasture/Hay","#DBD83D",16.3550147624586
"Durham-02","81",2019,1758,11177,"planted","pasture","Pasture/Hay","#DBD83D",15.7287286391697
"Durham-02","81",2021,1758,11177,"planted","pasture","Pasture/Hay","#DBD83D",15.7287286391697
"Durham-02","82",2001,169,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",1.51203364051177
"Durham-02","82",2004,169,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",1.51203364051177
"Durham-02","82",2006,172,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",1.538874474367
"Durham-02","82",2008,172,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",1.538874474367
"Durham-02","82",2011,172,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",1.538874474367
"Durham-02","82",2013,209,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",1.86991142524828
"Durham-02","82",2016,238,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",2.12937281918225
"Durham-02","82",2019,248,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",2.21884226536638
"Durham-02","82",2021,248,11177,"planted","cultivated crops","Cultivated Crops","#AA7028",2.21884226536638
"Durham-02","90",2001,1,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.00894694461841281
"Durham-02","90",2004,1,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.00894694461841281
"Durham-02","90",2006,1,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.00894694461841281
"Durham-02","90",2008,1,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.00894694461841281
"Durham-02","90",2011,1,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.00894694461841281
"Durham-02","90",2013,1,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.00894694461841281
"Durham-02","90",2016,1,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.00894694461841281
"Durham-02","90",2019,0,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-02","90",2021,0,11177,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-02","95",2001,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2004,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2006,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2008,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2011,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2013,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2016,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2019,0,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-02","95",2021,17,11177,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0.152098058513018
"Durham-03","11",2001,100,11173,"water","water","Open Water","#476BA0",0.895014767743668
"Durham-03","11",2004,100,11173,"water","water","Open Water","#476BA0",0.895014767743668
"Durham-03","11",2006,100,11173,"water","water","Open Water","#476BA0",0.895014767743668
"Durham-03","11",2008,100,11173,"water","water","Open Water","#476BA0",0.895014767743668
"Durham-03","11",2011,101,11173,"water","water","Open Water","#476BA0",0.903964915421105
"Durham-03","11",2013,100,11173,"water","water","Open Water","#476BA0",0.895014767743668
"Durham-03","11",2016,101,11173,"water","water","Open Water","#476BA0",0.903964915421105
"Durham-03","11",2019,101,11173,"water","water","Open Water","#476BA0",0.903964915421105
"Durham-03","11",2021,101,11173,"water","water","Open Water","#476BA0",0.903964915421105
"Durham-03","21",2001,5202,11173,"developed","developed","Developed, Open Space","#DDC9C9",46.5586682180256
"Durham-03","21",2004,5202,11173,"developed","developed","Developed, Open Space","#DDC9C9",46.5586682180256
"Durham-03","21",2006,5199,11173,"developed","developed","Developed, Open Space","#DDC9C9",46.5318177749933
"Durham-03","21",2008,5199,11173,"developed","developed","Developed, Open Space","#DDC9C9",46.5318177749933
"Durham-03","21",2011,5193,11173,"developed","developed","Developed, Open Space","#DDC9C9",46.4781168889287
"Durham-03","21",2013,5193,11173,"developed","developed","Developed, Open Space","#DDC9C9",46.4781168889287
"Durham-03","21",2016,5170,11173,"developed","developed","Developed, Open Space","#DDC9C9",46.2722634923476
"Durham-03","21",2019,4838,11173,"developed","developed","Developed, Open Space","#DDC9C9",43.3008144634386
"Durham-03","21",2021,4834,11173,"developed","developed","Developed, Open Space","#DDC9C9",43.2650138727289
"Durham-03","22",2001,1574,11173,"developed","developed","Developed, Low Intensity","#D89382",14.0875324442853
"Durham-03","22",2004,1574,11173,"developed","developed","Developed, Low Intensity","#D89382",14.0875324442853
"Durham-03","22",2006,1624,11173,"developed","developed","Developed, Low Intensity","#D89382",14.5350398281572
"Durham-03","22",2008,1624,11173,"developed","developed","Developed, Low Intensity","#D89382",14.5350398281572
"Durham-03","22",2011,1660,11173,"developed","developed","Developed, Low Intensity","#D89382",14.8572451445449
"Durham-03","22",2013,1660,11173,"developed","developed","Developed, Low Intensity","#D89382",14.8572451445449
"Durham-03","22",2016,1668,11173,"developed","developed","Developed, Low Intensity","#D89382",14.9288463259644
"Durham-03","22",2019,1920,11173,"developed","developed","Developed, Low Intensity","#D89382",17.1842835406784
"Durham-03","22",2021,1923,11173,"developed","developed","Developed, Low Intensity","#D89382",17.2111339837107
"Durham-03","23",2001,484,11173,"developed","developed","Developed, Medium Intensity","#ED0000",4.33187147587935
"Durham-03","23",2004,484,11173,"developed","developed","Developed, Medium Intensity","#ED0000",4.33187147587935
"Durham-03","23",2006,559,11173,"developed","developed","Developed, Medium Intensity","#ED0000",5.0031325516871
"Durham-03","23",2008,559,11173,"developed","developed","Developed, Medium Intensity","#ED0000",5.0031325516871
"Durham-03","23",2011,601,11173,"developed","developed","Developed, Medium Intensity","#ED0000",5.37903875413944
"Durham-03","23",2013,601,11173,"developed","developed","Developed, Medium Intensity","#ED0000",5.37903875413944
"Durham-03","23",2016,616,11173,"developed","developed","Developed, Medium Intensity","#ED0000",5.51329096930099
"Durham-03","23",2019,917,11173,"developed","developed","Developed, Medium Intensity","#ED0000",8.20728542020943
"Durham-03","23",2021,918,11173,"developed","developed","Developed, Medium Intensity","#ED0000",8.21623556788687
"Durham-03","24",2001,180,11173,"developed","developed","Developed, High Intensity","#AA0000",1.6110265819386
"Durham-03","24",2004,180,11173,"developed","developed","Developed, High Intensity","#AA0000",1.6110265819386
"Durham-03","24",2006,196,11173,"developed","developed","Developed, High Intensity","#AA0000",1.75422894477759
"Durham-03","24",2008,196,11173,"developed","developed","Developed, High Intensity","#AA0000",1.75422894477759
"Durham-03","24",2011,201,11173,"developed","developed","Developed, High Intensity","#AA0000",1.79897968316477
"Durham-03","24",2013,201,11173,"developed","developed","Developed, High Intensity","#AA0000",1.79897968316477
"Durham-03","24",2016,201,11173,"developed","developed","Developed, High Intensity","#AA0000",1.79897968316477
"Durham-03","24",2019,291,11173,"developed","developed","Developed, High Intensity","#AA0000",2.60449297413407
"Durham-03","24",2021,291,11173,"developed","developed","Developed, High Intensity","#AA0000",2.60449297413407
"Durham-03","31",2001,4,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0358005907097467
"Durham-03","31",2004,10,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0895014767743668
"Durham-03","31",2006,2,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0179002953548734
"Durham-03","31",2008,2,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0179002953548734
"Durham-03","31",2011,2,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0179002953548734
"Durham-03","31",2013,2,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0179002953548734
"Durham-03","31",2016,2,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0179002953548734
"Durham-03","31",2019,1,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.00895014767743668
"Durham-03","31",2021,1,11173,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.00895014767743668
"Durham-03","41",2001,1404,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",12.5660073391211
"Durham-03","41",2004,1352,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",12.1005996598944
"Durham-03","41",2006,1308,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",11.7067931620872
"Durham-03","41",2008,1268,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",11.3487872549897
"Durham-03","41",2011,1257,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",11.2503356305379
"Durham-03","41",2013,1275,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",11.4114382887318
"Durham-03","41",2016,1274,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",11.4024881410543
"Durham-03","41",2019,1097,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",9.81831200214804
"Durham-03","41",2021,1100,11173,"forest","deciduous forest","Deciduous Forest","#68AA63",9.84516244518035
"Durham-03","42",2001,895,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",8.01038217130583
"Durham-03","42",2004,869,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",7.77767833169247
"Durham-03","42",2006,793,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",7.09746710820728
"Durham-03","42",2008,778,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",6.96321489304574
"Durham-03","42",2011,840,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",7.51812404904681
"Durham-03","42",2013,868,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",7.76872818401504
"Durham-03","42",2016,867,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",7.7597780363376
"Durham-03","42",2019,829,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",7.41967242459501
"Durham-03","42",2021,829,11173,"forest","evergreen forest","Evergreen Forest","#1C6330",7.41967242459501
"Durham-03","43",2001,1078,11173,"forest","mixed forest","Mixed Forest","#B5C98E",9.64825919627674
"Durham-03","43",2004,1072,11173,"forest","mixed forest","Mixed Forest","#B5C98E",9.59455831021212
"Durham-03","43",2006,1040,11173,"forest","mixed forest","Mixed Forest","#B5C98E",9.30815358453414
"Durham-03","43",2008,1031,11173,"forest","mixed forest","Mixed Forest","#B5C98E",9.22760225543721
"Durham-03","43",2011,1061,11173,"forest","mixed forest","Mixed Forest","#B5C98E",9.49610668576032
"Durham-03","43",2013,1066,11173,"forest","mixed forest","Mixed Forest","#B5C98E",9.5408574241475
"Durham-03","43",2016,1068,11173,"forest","mixed forest","Mixed Forest","#B5C98E",9.55875771950237
"Durham-03","43",2019,977,11173,"forest","mixed forest","Mixed Forest","#B5C98E",8.74429428085563
"Durham-03","43",2021,977,11173,"forest","mixed forest","Mixed Forest","#B5C98E",8.74429428085563
"Durham-03","52",2001,24,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.21480354425848
"Durham-03","52",2004,32,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.286404725677974
"Durham-03","52",2006,35,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.313255168710284
"Durham-03","52",2008,130,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.16351919806677
"Durham-03","52",2011,72,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.644410632775441
"Durham-03","52",2013,19,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.170052805871297
"Durham-03","52",2016,23,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.205853396581044
"Durham-03","52",2019,19,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.170052805871297
"Durham-03","52",2021,16,11173,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",0.143202362838987
"Durham-03","71",2001,49,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.438557236194397
"Durham-03","71",2004,118,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.05611742593753
"Durham-03","71",2006,147,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.31567170858319
"Durham-03","71",2008,108,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.966615949163161
"Durham-03","71",2011,31,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.277454578000537
"Durham-03","71",2013,35,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.313255168710284
"Durham-03","71",2016,31,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.277454578000537
"Durham-03","71",2019,29,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.259554282645664
"Durham-03","71",2021,29,11173,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.259554282645664
"Durham-03","81",2001,179,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.60207643426117
"Durham-03","81",2004,180,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.6110265819386
"Durham-03","81",2006,170,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.52152510516424
"Durham-03","81",2008,178,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.59312628658373
"Durham-03","81",2011,154,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.37832274232525
"Durham-03","81",2013,153,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.36937259464781
"Durham-03","81",2016,152,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.36042244697037
"Durham-03","81",2019,154,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.37832274232525
"Durham-03","81",2021,154,11173,"planted","pasture","Pasture/Hay","#DBD83D",1.37832274232525
"Durham-03","82",2001,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2004,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2006,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2008,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2011,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2013,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2016,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2019,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","82",2021,0,11173,"planted","cultivated crops","Cultivated Crops","#AA7028",0
"Durham-03","90",2001,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2004,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2006,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2008,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2011,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2013,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2016,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2019,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","90",2021,0,11173,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0
"Durham-03","95",2001,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2004,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2006,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2008,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2011,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2013,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2016,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2019,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-03","95",2021,0,11173,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Durham-04","11",2001,118,11158,"water","water","Open Water","#476BA0",1.05753719304535
"Durham-04","11",2004,130,11158,"water","water","Open Water","#476BA0",1.1650833482703
"Durham-04","11",2006,112,11158,"water","water","Open Water","#476BA0",1.00376411543287
"Durham-04","11",2008,116,11158,"water","water","Open Water","#476BA0",1.03961283384119
"Durham-04","11",2011,119,11158,"water","water","Open Water","#476BA0",1.06649937264743
"Durham-04","11",2013,112,11158,"water","water","Open Water","#476BA0",1.00376411543287
"Durham-04","11",2016,125,11158,"water","water","Open Water","#476BA0",1.1202724502599
"Durham-04","11",2019,122,11158,"water","water","Open Water","#476BA0",1.09338591145367
"Durham-04","11",2021,118,11158,"water","water","Open Water","#476BA0",1.05753719304535
"Durham-04","21",2001,1492,11158,"developed","developed","Developed, Open Space","#DDC9C9",13.3715719663022
"Durham-04","21",2004,1492,11158,"developed","developed","Developed, Open Space","#DDC9C9",13.3715719663022
"Durham-04","21",2006,1498,11158,"developed","developed","Developed, Open Space","#DDC9C9",13.4253450439147
"Durham-04","21",2008,1498,11158,"developed","developed","Developed, Open Space","#DDC9C9",13.4253450439147
"Durham-04","21",2011,1513,11158,"developed","developed","Developed, Open Space","#DDC9C9",13.5597777379459
"Durham-04","21",2013,1513,11158,"developed","developed","Developed, Open Space","#DDC9C9",13.5597777379459
"Durham-04","21",2016,1510,11158,"developed","developed","Developed, Open Space","#DDC9C9",13.5328911991396
"Durham-04","21",2019,1585,11158,"developed","developed","Developed, Open Space","#DDC9C9",14.2050546692956
"Durham-04","21",2021,1584,11158,"developed","developed","Developed, Open Space","#DDC9C9",14.1960924896935
"Durham-04","22",2001,402,11158,"developed","developed","Developed, Low Intensity","#D89382",3.60279620003585
"Durham-04","22",2004,402,11158,"developed","developed","Developed, Low Intensity","#D89382",3.60279620003585
"Durham-04","22",2006,423,11158,"developed","developed","Developed, Low Intensity","#D89382",3.79100197167951
"Durham-04","22",2008,423,11158,"developed","developed","Developed, Low Intensity","#D89382",3.79100197167951
"Durham-04","22",2011,445,11158,"developed","developed","Developed, Low Intensity","#D89382",3.98816992292526
"Durham-04","22",2013,445,11158,"developed","developed","Developed, Low Intensity","#D89382",3.98816992292526
"Durham-04","22",2016,446,11158,"developed","developed","Developed, Low Intensity","#D89382",3.99713210252733
"Durham-04","22",2019,567,11158,"developed","developed","Developed, Low Intensity","#D89382",5.08155583437892
"Durham-04","22",2021,567,11158,"developed","developed","Developed, Low Intensity","#D89382",5.08155583437892
"Durham-04","23",2001,172,11158,"developed","developed","Developed, Medium Intensity","#ED0000",1.54149489155763
"Durham-04","23",2004,172,11158,"developed","developed","Developed, Medium Intensity","#ED0000",1.54149489155763
"Durham-04","23",2006,217,11158,"developed","developed","Developed, Medium Intensity","#ED0000",1.94479297365119
"Durham-04","23",2008,217,11158,"developed","developed","Developed, Medium Intensity","#ED0000",1.94479297365119
"Durham-04","23",2011,234,11158,"developed","developed","Developed, Medium Intensity","#ED0000",2.09715002688654
"Durham-04","23",2013,234,11158,"developed","developed","Developed, Medium Intensity","#ED0000",2.09715002688654
"Durham-04","23",2016,236,11158,"developed","developed","Developed, Medium Intensity","#ED0000",2.1150743860907
"Durham-04","23",2019,298,11158,"developed","developed","Developed, Medium Intensity","#ED0000",2.67072952141961
"Durham-04","23",2021,299,11158,"developed","developed","Developed, Medium Intensity","#ED0000",2.67969170102169
"Durham-04","24",2001,83,11158,"developed","developed","Developed, High Intensity","#AA0000",0.743860906972576
"Durham-04","24",2004,83,11158,"developed","developed","Developed, High Intensity","#AA0000",0.743860906972576
"Durham-04","24",2006,133,11158,"developed","developed","Developed, High Intensity","#AA0000",1.19196988707654
"Durham-04","24",2008,133,11158,"developed","developed","Developed, High Intensity","#AA0000",1.19196988707654
"Durham-04","24",2011,133,11158,"developed","developed","Developed, High Intensity","#AA0000",1.19196988707654
"Durham-04","24",2013,133,11158,"developed","developed","Developed, High Intensity","#AA0000",1.19196988707654
"Durham-04","24",2016,133,11158,"developed","developed","Developed, High Intensity","#AA0000",1.19196988707654
"Durham-04","24",2019,164,11158,"developed","developed","Developed, High Intensity","#AA0000",1.46979745474099
"Durham-04","24",2021,164,11158,"developed","developed","Developed, High Intensity","#AA0000",1.46979745474099
"Durham-04","31",2001,81,11158,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.725936547768417
"Durham-04","31",2004,85,11158,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.761785266176734
"Durham-04","31",2006,60,11158,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.537730776124754
"Durham-04","31",2008,60,11158,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.537730776124754
