,City,Species,Sample,UAI,SD,SE
552,Anchorage_US,Ruffed Grouse,193,0.590393383,0.783719013,0.056413329
3771,Calgary_CA,Ruffed Grouse,657,0.847667359,1.143350783,0.044606362
8652,Halifax_CA,Ruffed Grouse,2042,0.400305281,0.549762472,0.012165983
13502,Montreal_CA,Ruffed Grouse,4034,0.860208958,1.003346887,0.015797311
18404,Salt_Lake_City_US,Ruffed Grouse,381,0.31321893,0.567200615,0.029058568
22065,Thunder_Bay_CA,Ruffed Grouse,1131,0.386406199,0.662793003,0.019708184
22429,Toronto_CA,Ruffed Grouse,3449,0.480249998,0.786628754,0.013394399
23211,Winnipeg_CA,Ruffed Grouse,816,0.422809157,0.411263465,0.014397101
21923,Thiruvananthapuram_IN,Rufous Babbler,142,0.058839511,0.220672726,0.018518444
12592,Melbourne_AU,Rufous Bristlebird,522,0.088933377,0.20053685,0.008777259
19041,Santa_Cruz_de_la_Sierra_BO,Rufous Casiornis,106,1.042707294,0.981154427,0.095298142
17881,Quezon_City_PH,Rufous Coucal,137,0.790891953,0.4155273,0.035500893
7688,Georgetown_GY,Rufous Crab Hawk,203,1.377700612,0.812421033,0.057020778
3140,Brisbane_AU,Rufous Fantail,10164,0.850359191,1.003669104,0.009955389
12503,Melbourne_AU,Rufous Fantail,1155,0.692283746,1.184102141,0.034841607
21262,Sydney_AU,Rufous Fantail,2309,1.023390083,0.952935826,0.019831323
22592,Townsville_AU,Rufous Fantail,288,0.853558442,1.170322805,0.068961933
4903,Chiclayo_PE,Rufous Flycatcher,217,0.028058456,0.119526672,0.008113999
19630,Sao_Paulo_BR,Rufous Gnateater,970,1.11928798,1.059780386,0.034027497
637,Asuncion_PY,Rufous Hornero,4227,3.261246683,1.383947282,0.021286459
1059,Bahia_Blanca_AR,Rufous Hornero,533,1.282414042,1.601265816,0.069358522
2848,Brasilia_BR,Rufous Hornero,2353,3.180800591,1.204376294,0.024828543
3390,Buenos_Aires_AR,Rufous Hornero,21856,3.568432361,1.124498806,0.007606304
5387,Cordoba_AR,Rufous Hornero,9078,2.464041108,1.540913693,0.016172726
5685,Cuiaba_BR,Rufous Hornero,591,1.392627268,1.605592958,0.066045269
14801,Neuquen_AR,Rufous Hornero,2314,3.151027753,1.553390345,0.032292296
15994,Palmas_BR,Rufous Hornero,310,2.668121726,1.361663919,0.077337314
17103,Porto_Alegre_BR,Rufous Hornero,3258,3.243170814,1.191874503,0.020881178
18432,Salvador_BR,Rufous Hornero,663,3.103927512,0.99509349,0.038646229
18887,San_Miguel_de_Tucuman_AR,Rufous Hornero,501,2.447499908,1.484997255,0.066344785
18956,Santa_Cruz_de_la_Sierra_BO,Rufous Hornero,942,1.921666363,1.390664581,0.0453103
19374,Sao_Paulo_BR,Rufous Hornero,12905,3.262565663,1.200532685,0.010568053
22773,Vila_Velha_BR,Rufous Hornero,184,2.268882661,1.545486446,0.113934772
541,Anchorage_US,Rufous Hummingbird,150,1.059496052,1.146659899,0.093624389
3676,Calgary_CA,Rufous Hummingbird,916,2.223018814,1.262588841,0.04171711
5027,Ciudad_Juarez_MX,Rufous Hummingbird,1977,1.942745292,1.188020621,0.026719027
6874,Denver_US,Rufous Hummingbird,8539,1.437570931,1.053030952,0.011395611
9011,Houston_US,Rufous Hummingbird,5091,2.460336952,0.960712388,0.01346455
11526,Los_Angeles_US,Rufous Hummingbird,5114,2.379813644,1.14636138,0.016030283
13042,Mexico_City_MX,Rufous Hummingbird,282,1.407409478,1.039088555,0.061876823
14884,New_Orleans_US,Rufous Hummingbird,1756,3.080197631,0.931438664,0.022227571
16868,Phoenix_US,Rufous Hummingbird,961,1.305571165,1.366167768,0.044069928
17601,Puerto_Vallarta_MX,Rufous Hummingbird,103,0.513911916,0.889895518,0.087684011
18209,Salt_Lake_City_US,Rufous Hummingbird,3010,1.79923173,1.253002689,0.022838562
18783,San_Francisco_US,Rufous Hummingbird,4085,1.399332592,1.113674772,0.017424581
20020,Seattle_US,Rufous Hummingbird,37564,0.969054719,0.978555958,0.005048935
8444,Guayaquil_EC,Rufous Motmot,131,0,0,0
16426,Panama_PA,Rufous Motmot,3629,0.410635152,0.581530137,0.009653365
16484,Panama_PA,Rufous Mourner,436,0.236834055,0.521389966,0.024970051
16325,Panama_PA,Rufous Nightjar,123,0.814619894,0.59067838,0.053259676
6315,Darwin_AU,Rufous Owl,340,2.59894679,0.788380075,0.042755913
16480,Panama_PA,Rufous Piha,100,0.254780392,0.592565436,0.059256544
7976,Guatemala_City_GT,Rufous Sabrewing,2363,0.759601213,0.743822188,0.015301615
3160,Brisbane_AU,Rufous Shrikethrush,6572,0.557004565,0.837953794,0.010336447
22550,Townsville_AU,Rufous Shrikethrush,1459,1.232546086,1.378628984,0.036092732
3057,Brisbane_AU,Rufous Songlark,384,1.47398774,1.214692118,0.061986998
12487,Melbourne_AU,Rufous Songlark,317,0.882128923,1.13902733,0.063974148
21322,Sydney_AU,Rufous Songlark,221,0.507138428,0.848464379,0.05707389
2762,Bogota_CO,Rufous Spinetail,246,0.277856168,0.638455341,0.040706426
16698,Perth_AU,Rufous Treecreeper,513,0.039814435,0.282627749,0.01247832
1910,Bengaluru_IN,Rufous Treepie,4415,1.781306582,1.187475761,0.017871434
6528,Delhi_IN,Rufous Treepie,7847,2.892076017,1.062550397,0.01199493
7034,Dhaka_BD,Rufous Treepie,866,2.045302137,1.110660978,0.037741796
7134,Dibrugarh_IN,Rufous Treepie,401,0.715419009,0.602878168,0.030106299
13853,Mumbai_IN,Rufous Treepie,835,0.87356675,0.956871734,0.033113912
14128,Nagpur_IN,Rufous Treepie,794,1.123731773,1.343250032,0.04767016
21771,Thiruvananthapuram_IN,Rufous Treepie,12215,0.800315456,0.826140453,0.00747493
22752,Udaipur_IN,Rufous Treepie,328,0.860449079,0.963852854,0.053219871
22832,Visakhapatnam_IN,Rufous Treepie,990,2.022539875,1.187045656,0.037726787
393,Adelaide_AU,Rufous Whistler,665,0.161574963,0.436466664,0.016925451
3108,Brisbane_AU,Rufous Whistler,22710,1.152497889,1.099716615,0.007297468
6497,Darwin_AU,Rufous Whistler,581,0.202715039,0.557701795,0.023137369
12518,Melbourne_AU,Rufous Whistler,6781,0.580871475,0.790038472,0.009594037
16623,Perth_AU,Rufous Whistler,3784,1.549152011,1.020715965,0.016593169
21309,Sydney_AU,Rufous Whistler,3980,0.684801385,0.887070513,0.014061013
22505,Townsville_AU,Rufous Whistler,1223,1.50093198,1.386708962,0.039652639
1976,Bengaluru_IN,Rufous Woodpecker,109,1.150058675,0.698365703,0.066891303
13740,Mumbai_IN,Rufous Woodpecker,467,1.745386465,1.24058174,0.057407277
20709,Singapore_SG,Rufous Woodpecker,706,2.939577527,0.932300791,0.035087603
21888,Thiruvananthapuram_IN,Rufous Woodpecker,150,0.180543761,0.349275372,0.028518215
2709,Bogota_CO,Rufous Wren,543,0.454647018,0.782882417,0.0335967
2562,Bogota_CO,Rufous-and-white Wren,1754,0.827234376,0.906478942,0.021644269
4097,Caracas_VE,Rufous-and-white Wren,400,2.480158982,1.110974134,0.055548707
8125,Guatemala_City_GT,Rufous-and-white Wren,965,0.290370405,0.648068797,0.020862073
12134,Managua_NI,Rufous-and-white Wren,363,0.172781656,0.527342573,0.027678307
16227,Panama_PA,Rufous-and-white Wren,2507,1.354216302,0.953223967,0.019037845
17373,Puerto_Princesa_PH,Rufous-backed Dwarf-Kingfisher,110,0.174052444,0.262204212,0.025000191
12836,Mexico_City_MX,Rufous-backed Robin,7631,3.188041909,0.986654374,0.01129469
16892,Phoenix_US,Rufous-backed Robin,347,1.122009545,1.25632137,0.067442865
17473,Puerto_Vallarta_MX,Rufous-backed Robin,4513,1.134386162,1.184194322,0.017627483
6335,Darwin_AU,Rufous-banded Honeyeater,3736,1.371699225,1.087739,0.017795954
19252,Santiago_CL,Rufous-banded Miner,1641,0.493184451,0.722377711,0.01783241
17512,Puerto_Vallarta_MX,Rufous-bellied Chachalaca,2855,0.964302572,0.8402474,0.015725488
9501,Iquitos_PE,Rufous-bellied Euphonia,127,0.002544047,0.028669952,0.002544047
694,Asuncion_PY,Rufous-bellied Thrush,1854,2.73988289,1.538858372,0.035739114
1053,Bahia_Blanca_AR,Rufous-bellied Thrush,106,1.555758986,1.533519175,0.148948549
2854,Brasilia_BR,Rufous-bellied Thrush,1768,3.101760679,1.087057105,0.025853017
3386,Buenos_Aires_AR,Rufous-bellied Thrush,19905,3.67253595,0.974826219,0.006909492
5421,Cordoba_AR,Rufous-bellied Thrush,3645,1.948168715,1.438149997,0.023820749
5674,Cuiaba_BR,Rufous-bellied Thrush,441,1.728466186,1.660991297,0.079094824
7563,Fortaleza_BR,Rufous-bellied Thrush,273,0.912757418,1.09487585,0.066264901
17101,Porto_Alegre_BR,Rufous-bellied Thrush,3092,3.259563631,1.19875084,0.021558035
18453,Salvador_BR,Rufous-bellied Thrush,124,2.738248827,1.43541265,0.128903861
18898,San_Miguel_de_Tucuman_AR,Rufous-bellied Thrush,494,2.12244363,1.493790758,0.067208824
19096,Santa_Cruz_de_la_Sierra_BO,Rufous-bellied Thrush,202,0.510876183,0.804783822,0.056624392
19357,Sao_Paulo_BR,Rufous-bellied Thrush,18431,3.478860655,1.255666418,0.009249108
22793,Vila_Velha_BR,Rufous-bellied Thrush,255,1.48679725,1.286686245,0.080575418
2832,Bogota_CO,Rufous-breasted Chat-Tyrant,151,0.046141607,0.198525112,0.016155744
6074,Cusco_PE,Rufous-breasted Chat-Tyrant,800,0.033877032,0.232185336,0.008208991
2829,Bogota_CO,Rufous-breasted Flycatcher,161,0.051812755,0.242908376,0.019143862
4182,Caracas_VE,Rufous-breasted Hermit,100,1.483056411,1.369352241,0.136935224
7562,Fortaleza_BR,Rufous-breasted Hermit,109,0.922283118,0.833885016,0.079871699
16322,Panama_PA,Rufous-breasted Hermit,403,0.8330616,0.78449006,0.039078233
7589,Fortaleza_BR,Rufous-breasted Leaftosser,136,0.615041508,0.777491965,0.066669386
19507,Sao_Paulo_BR,Rufous-breasted Leaftosser,252,2.047291741,1.531787956,0.096493571
3862,Cape_Town_ZA,Rufous-breasted Sparrowhawk,120,1.908618481,0.928147394,0.084727877
5221,Coatzacoalcos_MX,Rufous-breasted Spinetail,186,2.638709115,2.101691747,0.154103516
8202,Guatemala_City_GT,Rufous-breasted Spinetail,1183,0.060864603,0.143140712,0.0041617
2752,Bogota_CO,Rufous-breasted Wren,484,0.33241933,0.568018954,0.025819043
4123,Caracas_VE,Rufous-breasted Wren,1516,2.15989465,1.257270282,0.032290818
16273,Panama_PA,Rufous-breasted Wren,3401,1.13514715,1.001013825,0.017164721
2362,Bogota_CO,Rufous-browed Conebill,2264,2.002064673,1.606459241,0.033762259
679,Asuncion_PY,Rufous-browed Peppershrike,1494,2.825213826,1.512903747,0.039141368
2514,Bogota_CO,Rufous-browed Peppershrike,3008,0.976925306,1.051166658,0.019166052
2882,Brasilia_BR,Rufous-browed Peppershrike,917,2.67533382,1.451289174,0.047925791
3532,Buenos_Aires_AR,Rufous-browed Peppershrike,1353,2.477557999,1.239829936,0.033706466
4088,Caracas_VE,Rufous-browed Peppershrike,1535,2.671436876,1.207299747,0.030814911
4899,Chiclayo_PE,Rufous-browed Peppershrike,120,0.067394773,0.23725784,0.021658578
5427,Cordoba_AR,Rufous-browed Peppershrike,2274,1.901355256,1.376384966,0.028863214
5714,Cuiaba_BR,Rufous-browed Peppershrike,284,0.703634853,1.170820799,0.069475432
7525,Fortaleza_BR,Rufous-browed Peppershrike,447,2.454969864,1.757063481,0.083106251
7993,Guatemala_City_GT,Rufous-browed Peppershrike,8810,0.698108749,0.884495889,0.009423405
8337,Guayaquil_EC,Rufous-browed Peppershrike,741,1.078409241,1.170845483,0.043012084
12135,Managua_NI,Rufous-browed Peppershrike,260,0.170317936,0.542452939,0.033641503
12219,Manaus_BR,Rufous-browed Peppershrike,185,1.744099955,1.767705008,0.129964257
12695,Merida_MX,Rufous-browed Peppershrike,4240,1.363780338,1.06127013,0.016298326
16016,Palmas_BR,Rufous-browed Peppershrike,647,2.079951799,1.517533422,0.059660395
16224,Panama_PA,Rufous-browed Peppershrike,247,1.378345005,0.770098359,0.049000185
17165,Porto_Alegre_BR,Rufous-browed Peppershrike,698,2.310762129,1.395195555,0.052808931
18471,Salvador_BR,Rufous-browed Peppershrike,166,1.629712155,1.268027885,0.098418051
18896,San_Miguel_de_Tucuman_AR,Rufous-browed Peppershrike,154,2.176822083,1.400873178,0.112885578
19070,Santa_Cruz_de_la_Sierra_BO,Rufous-browed Peppershrike,259,0.879651289,1.11935871,0.069553566
19420,Sao_Paulo_BR,Rufous-browed Peppershrike,8662,2.802224904,1.472720325,0.015823815
22807,Vila_Velha_BR,Rufous-browed Peppershrike,150,0.87312233,1.202573355,0.098189703
8030,Guatemala_City_GT,Rufous-browed Wren,1296,0.596755031,0.741535788,0.020598216
3568,Buenos_Aires_AR,Rufous-capped Antshrike,432,1.54519367,1.318270394,0.063425314
17153,Porto_Alegre_BR,Rufous-capped Antshrike,187,2.443432457,1.08288238,0.079188202
19582,Sao_Paulo_BR,Rufous-capped Antshrike,349,1.509003193,1.343554694,0.071918834
19635,Sao_Paulo_BR,Rufous-capped Antthrush,136,1.068455722,0.926658245,0.079460289
20548,Shenzhen_CN,Rufous-capped Babbler,2609,1.798807077,0.855318117,0.016745211
21567,Taipei_TW,Rufous-capped Babbler,9651,1.562270668,1.179630937,0.012007705
13073,Mexico_City_MX,Rufous-capped Brushfinch,1035,1.157752531,1.006482169,0.031284982
2956,Brasilia_BR,Rufous-capped Motmot,103,0.337533976,0.792405873,0.078078071
19659,Sao_Paulo_BR,Rufous-capped Motmot,201,0.934440504,0.83361371,0.058798578
17207,Porto_Alegre_BR,Rufous-capped Spinetail,115,1.024787724,1.31060927,0.122214945
19607,Sao_Paulo_BR,Rufous-capped Spinetail,1560,1.284999243,1.217536989,0.030826191
6191,Cusco_PE,Rufous-capped Thornbill,164,0.00342815,0.038802953,0.003030002
5344,Coatzacoalcos_MX,Rufous-capped Warbler,329,0.206250234,0.820285669,0.045223813
8041,Guatemala_City_GT,Rufous-capped Warbler,2704,0.552522397,0.591468365,0.011374392
12976,Mexico_City_MX,Rufous-capped Warbler,1169,1.970543633,1.010088606,0.029542838
13249,Monterrey_MX,Rufous-capped Warbler,1160,1.199383451,1.250863013,0.036726603
17653,Puerto_Vallarta_MX,Rufous-capped Warbler,326,0.211605523,0.561905162,0.031121049
17266,Puerto_Montt_CL,Rufous-chested Dotterel,353,0.932281434,1.03562456,0.055120734
17742,Punta_Arenas_CL,Rufous-chested Dotterel,514,0.67206305,1.161594088,0.051235719
19188,Santiago_CL,Rufous-chested Dotterel,172,1.329866951,0.727607425,0.055479546
7893,Guatemala_City_GT,Rufous-collared Robin,3168,1.058353311,1.013643079,0.018009119
629,Asuncion_PY,Rufous-collared Sparrow,1588,3.335757167,1.354828686,0.033998451
1080,Bahia_Blanca_AR,Rufous-collared Sparrow,622,0.85353607,1.39511608,0.055939058
2358,Bogota_CO,Rufous-collared Sparrow,14874,2.087247476,1.669223552,0.013686759
2895,Brasilia_BR,Rufous-collared Sparrow,639,2.510073999,1.442699807,0.057072322
3417,Buenos_Aires_AR,Rufous-collared Sparrow,13034,3.221519976,1.182867252,0.010360892
4155,Caracas_VE,Rufous-collared Sparrow,1090,1.848819339,1.092876404,0.033102272
4785,Chiclayo_PE,Rufous-collared Sparrow,957,2.037796281,1.764878894,0.057050432
5435,Cordoba_AR,Rufous-collared Sparrow,6774,1.791483964,1.441396789,0.017513016
5779,Cusco_PE,Rufous-collared Sparrow,6476,1.148226943,1.415958204,0.017595314
7853,Guatemala_City_GT,Rufous-collared Sparrow,8823,1.639565041,1.298375153,0.013822674
8397,Guayaquil_EC,Rufous-collared Sparrow,119,0.071555093,0.115703473,0.01060652
10686,Lima_PE,Rufous-collared Sparrow,2806,2.587561364,1.676730639,0.031653334
14847,Neuquen_AR,Rufous-collared Sparrow,893,2.153930797,1.535599901,0.051386891
17171,Porto_Alegre_BR,Rufous-collared Sparrow,935,2.08488582,1.341493427,0.043871526
17232,Puerto_Montt_CL,Rufous-collared Sparrow,4148,1.239402085,1.20573378,0.01872113
17712,Punta_Arenas_CL,Rufous-collared Sparrow,2691,1.145476612,1.279433813,0.024663856
18929,San_Miguel_de_Tucuman_AR,Rufous-collared Sparrow,896,1.140766733,1.369515738,0.04575231
19093,Santa_Cruz_de_la_Sierra_BO,Rufous-collared Sparrow,117,0.578226903,0.88635103,0.081943182
19115,Santiago_CL,Rufous-collared Sparrow,26638,2.936242744,1.61055374,0.009867893
19495,Sao_Paulo_BR,Rufous-collared Sparrow,6970,2.163272207,1.360797947,0.016299612
6156,Cusco_PE,Rufous-crested Coquette,311,0.011057808,0.096340636,0.005462976
16410,Panama_PA,Rufous-crested Coquette,397,0.485533459,0.590205964,0.029621588
17835,Quezon_City_PH,Rufous-crowned Bee-eater,389,1.18858056,0.803721377,0.040750291
19674,Sao_Paulo_BR,Rufous-crowned Greenlet,386,0.850708948,0.912318586,0.046435793
21605,Taipei_TW,Rufous-crowned Laughingthrush,137,0.483393276,0.826977654,0.070653469
659,Asuncion_PY,Rufous-crowned Pygmy-Tyrant,138,2.965975332,0.93351164,0.079465788
5530,Cordoba_AR,Rufous-crowned Pygmy-Tyrant,270,0.872354007,1.16940166,0.071167519
5198,Ciudad_Juarez_MX,Rufous-crowned Sparrow,626,0.211894629,0.649990735,0.025978855
11620,Los_Angeles_US,Rufous-crowned Sparrow,6941,1.553462536,1.079137303,0.01295286
12898,Mexico_City_MX,Rufous-crowned Sparrow,1120,2.609747675,0.865362724,0.025857657
13282,Monterrey_MX,Rufous-crowned Sparrow,277,0.500352853,0.693579694,0.041673165
16954,Phoenix_US,Rufous-crowned Sparrow,1167,0.124745068,0.490817957,0.014367626
18626,San_Angelo_US,Rufous-crowned Sparrow,185,0.21760744,0.404670622,0.029751976
18866,San_Francisco_US,Rufous-crowned Sparrow,3393,0.641811464,0.601015112,0.010317951
21615,Taipei_TW,Rufous-faced Warbler,2308,0.153654611,0.341400997,0.007106355
6592,Delhi_IN,Rufous-fronted Prinia,199,2.183665572,1.374221164,0.097415955
2511,Bogota_CO,Rufous-fronted Thornbird,909,0.979732425,0.904409588,0.029997372
2944,Brasilia_BR,Rufous-fronted Thornbird,158,1.027679996,0.955733198,0.076034051
4131,Caracas_VE,Rufous-fronted Thornbird,297,2.064217453,1.300759965,0.075477749
19011,Santa_Cruz_de_la_Sierra_BO,Rufous-fronted Thornbird,205,1.296512629,1.348365118,0.094173905
8356,Guayaquil_EC,Rufous-headed Chachalaca,175,0.799557377,0.926220768,0.070015709
19616,Sao_Paulo_BR,Rufous-headed Tanager,500,1.205516191,1.285295877,0.057480179
19268,Santiago_CL,Rufous-legged Owl,127,0.308363371,0.322209959,0.02859151
19583,Sao_Paulo_BR,Rufous-margined Antwren,1351,1.50349026,1.039188128,0.028272649
2754,Bogota_CO,Rufous-naped Greenlet,254,0.317053097,0.468743769,0.0294116
5860,Cusco_PE,Rufous-naped Ground-Tyrant,408,0.332565178,0.383565814,0.018989337
19262,Santiago_CL,Rufous-naped Ground-Tyrant,231,0.395570793,0.652278875,0.042916799
10141,Johannesburg_ZA,Rufous-naped Lark,263,1.168063661,1.068105799,0.065862225
14445,Nairobi_KE,Rufous-naped Lark,216,0.70601232,0.606171717,0.041244761
8137,Guatemala_City_GT,Rufous-naped Wren,3007,0.263324678,0.625164801,0.011400602
11993,Managua_NI,Rufous-naped Wren,4461,1.31615327,1.245498075,0.018647772
7407,Durban_ZA,Rufous-necked Wryneck,378,1.577115489,0.554544037,0.028522668
10079,Johannesburg_ZA,Rufous-necked Wryneck,221,1.993685123,1.119879982,0.07533128
4190,Caracas_VE,Rufous-shafted Woodstar,121,1.33094904,0.840059308,0.076369028
3418,Buenos_Aires_AR,Rufous-sided Crake,1389,3.208718878,0.914031541,0.024525059
17104,Porto_Alegre_BR,Rufous-sided Crake,118,3.214802562,1.244565142,0.114571508
19528,Sao_Paulo_BR,Rufous-sided Crake,702,1.85697932,1.295361635,0.048890274
19679,Sao_Paulo_BR,Rufous-tailed Attila,110,0.76546065,1.00109459,0.095450624
10401,Kingston_JM,Rufous-tailed Flycatcher,578,0.351668249,0.413429718,0.017196409
2470,Bogota_CO,Rufous-tailed Hummingbird,3424,1.097334588,1.028497746,0.017576665
5309,Coatzacoalcos_MX,Rufous-tailed Hummingbird,211,0.853956034,1.262275323,0.086898617
7939,Guatemala_City_GT,Rufous-tailed Hummingbird,519,0.900811758,0.366447824,0.016085274
8389,Guayaquil_EC,Rufous-tailed Hummingbird,525,0.101694895,0.5116965,0.022332266
16168,Panama_PA,Rufous-tailed Hummingbird,13540,1.742125583,1.278628428,0.010988414
2404,Bogota_CO,Rufous-tailed Jacamar,712,1.473885125,1.379219077,0.05168842
2913,Brasilia_BR,Rufous-tailed Jacamar,370,1.999854261,1.825008832,0.094877691
4112,Caracas_VE,Rufous-tailed Jacamar,1367,2.332308072,1.225634398,0.033149477
5691,Cuiaba_BR,Rufous-tailed Jacamar,181,1.106584645,1.458269961,0.108392353
7567,Fortaleza_BR,Rufous-tailed Jacamar,112,0.815485443,0.871875087,0.082384452
12355,Maracaibo_VE,Rufous-tailed Jacamar,138,0.297191539,0.439790177,0.037437426
16043,Palmas_BR,Rufous-tailed Jacamar,338,1.273811059,1.509269129,0.082093418
19024,Santa_Cruz_de_la_Sierra_BO,Rufous-tailed Jacamar,128,1.153592842,1.182613308,0.104529236
2003,Bengaluru_IN,Rufous-tailed Lark,422,0.814392923,1.004553467,0.048900898
13763,Mumbai_IN,Rufous-tailed Lark,1161,1.598629423,0.851332911,0.024985228
14203,Nagpur_IN,Rufous-tailed Lark,571,0.459617651,0.663965698,0.0277861
17229,Puerto_Montt_CL,Rufous-tailed Plantcutter,1170,1.261488979,1.285748874,0.037589212
19110,Santiago_CL,Rufous-tailed Plantcutter,7851,3.358513059,1.356039581,0.015304173
20088,Seoul_KR,Rufous-tailed Robin,160,3.402393067,0.873507486,0.06905683
20526,Shenzhen_CN,Rufous-tailed Robin,519,1.972743789,1.175783911,0.051611185
10468,Kota_Kinabalu_MY,Rufous-tailed Tailorbird,184,0.537448184,1.019054406,0.075125688
17357,Puerto_Princesa_PH,Rufous-tailed Tailorbird,474,0.270733153,0.445750037,0.020473977
20719,Singapore_SG,Rufous-tailed Tailorbird,797,2.888599318,0.822037433,0.02911806
6449,Darwin_AU,Rufous-throated Honeyeater,225,0.65563296,0.975093572,0.065006238
22449,Townsville_AU,Rufous-throated Honeyeater,647,2.144470931,1.310080112,0.051504564
10410,Kingston_JM,Rufous-throated Solitaire,430,0.183801384,0.290383276,0.014003525
4070,Caracas_VE,Rufous-vented Chachalaca,3742,2.828487564,1.017686001,0.016636498
5891,Cusco_PE,Rufous-webbed Bush-Tyrant,226,0.204642223,0.52949021,0.035221165
2934,Brasilia_BR,Rufous-winged Antshrike,127,1.384193241,1.214974739,0.107811574
16455,Panama_PA,Rufous-winged Tanager,243,0.317374646,0.463773035,0.029751054
16502,Panama_PA,Russet Antshrike,169,0.191172782,0.42105108,0.032388545
20542,Shenzhen_CN,Russet Bush Warbler,270,1.849381553,0.850822045,0.051779381
13092,Mexico_City_MX,Russet Nightingale-Thrush,664,0.878382213,0.916050204,0.035549642
21598,Taipei_TW,Russet Sparrow,196,0.650263413,0.728547357,0.052039097
2635,Bogota_CO,Russet-backed Oropendola,1561,0.637068153,0.797090809,0.020174666
4244,Caracas_VE,Russet-backed Oropendola,167,0.228724947,0.713180722,0.055187581
6010,Cusco_PE,Russet-backed Oropendola,1374,0.057698836,0.215077583,0.005802321
9368,Iquitos_PE,Russet-backed Oropendola,1151,0.706705753,1.272640546,0.037511816
8158,Guatemala_City_GT,Russet-crowned Motmot,150,0.177272829,0.389699133,0.031818801
13009,Mexico_City_MX,Russet-crowned Motmot,664,1.722203505,1.030100845,0.039975666
17548,Puerto_Vallarta_MX,Russet-crowned Motmot,1768,0.72983359,0.9215994,0.021918007
2812,Bogota_CO,Russet-crowned Warbler,246,0.094678827,0.366468443,0.023365175
5935,Cusco_PE,Russet-crowned Warbler,455,0.130230474,0.410698691,0.019253852
5239,Coatzacoalcos_MX,Russet-naped Wood-Rail,334,2.215701708,2.04290684,0.111782889
12817,Merida_MX,Russet-naped Wood-Rail,146,0.489400392,0.723271572,0.059858381
3218,Brisbane_AU,Russet-tailed Thrush,1128,0.044960402,0.227668318,0.006778726
2480,Bogota_CO,Russet-throated Puffbird,247,1.068694243,0.855740151,0.054449442
4134,Caracas_VE,Russet-throated Puffbird,141,2.014351016,1.18024557,0.099394607
12335,Maracaibo_VE,Russet-throated Puffbird,143,1.271459258,1.021014887,0.085381554
16493,Panama_PA,Russet-winged Schiffornis,476,0.220479061,0.563406292,0.025823685
5911,Cusco_PE,Rust-and-yellow Tanager,843,0.166260725,0.528009403,0.01818561
15881,Oulu_FI,Rustic Bunting,107,1.753364498,1.456354988,0.140791151
20196,Seoul_KR,Rustic Bunting,278,2.093408891,1.148744581,0.068897122
21529,Taipei_TW,Rustic Bunting,156,1.799066816,0.437637291,0.035039026
22180,Tokyo_JP,Rustic Bunting,237,1.531316119,1.033843441,0.067155348
506,Anchorage_US,Rusty Blackbird,1262,1.764053013,1.357221407,0.038205072
3604,Calgary_CA,Rusty Blackbird,463,2.980640047,1.091851784,0.050742656
4351,Charlotte_US,Rusty Blackbird,948,2.370500094,1.118430226,0.036324925
4706,Chicago_US,Rusty Blackbird,6434,2.052676264,1.34284838,0.016741195
8605,Halifax_CA,Rusty Blackbird,130,0.781358629,1.143347853,0.10027824
9689,Jacksonville_US,Rusty Blackbird,119,2.226769062,0.819957126,0.075165346
13439,Montreal_CA,Rusty Blackbird,5546,1.693780031,1.309122059,0.01757884
14498,Nashville_US,Rusty Blackbird,909,1.954880164,1.485751006,0.04927925
15084,New_Orleans_US,Rusty Blackbird,104,1.565294673,1.146165071,0.112390732
15202,New_York_City_US,Rusty Blackbird,11150,2.275748449,1.255912604,0.011893837
15831,Omaha_US,Rusty Blackbird,147,0.782752759,0.990039356,0.08165707
22005,Thunder_Bay_CA,Rusty Blackbird,320,0.974753039,1.275818464,0.07132042
22373,Toronto_CA,Rusty Blackbird,5448,1.635475205,1.252018219,0.016962587
23137,Winnipeg_CA,Rusty Blackbird,608,1.419941077,1.413973767,0.057344208
2322,Bogota_CO,Rusty Flowerpiercer,1454,2.821602981,1.506890421,0.039518411
4186,Caracas_VE,Rusty Flowerpiercer,101,1.388410426,1.022736912,0.101766126
5788,Cusco_PE,Rusty Flowerpiercer,697,0.948333709,1.060318003,0.040162408
21625,Taipei_TW,Rusty Laughingthrush,318,0.106478407,0.301046346,0.016881841
5354,Coatzacoalcos_MX,Rusty Sparrow,127,0.084040753,0.488628438,0.043358762
8064,Guatemala_City_GT,Rusty Sparrow,3486,0.45096806,0.654001566,0.01107682
13051,Mexico_City_MX,Rusty Sparrow,101,1.311678504,0.75084838,0.074712206
5763,Cuiaba_BR,Rusty-backed Antwren,117,0.217408034,0.383105706,0.035418135
10791,Lima_PE,Rusty-bellied Brushfinch,386,0.291740222,0.588932548,0.029975877
6196,Cusco_PE,Rusty-belted Tapaculo,140,0.002677581,0.023678486,0.002001197
4124,Caracas_VE,Rusty-breasted Antpitta,180,2.15415263,1.095826843,0.08167811
719,Asuncion_PY,Rusty-collared Seedeater,916,2.535977999,1.384106576,0.045732169
13011,Mexico_City_MX,Rusty-crowned Ground-Sparrow,580,1.701089927,0.981307437,0.040746573
17598,Puerto_Vallarta_MX,Rusty-crowned Ground-Sparrow,448,0.528395049,0.894838976,0.042277168
